ID	Function
GVOG02115	no_annotation
GVOG02697	7-dehydrocholesterol reductase
GVOG00292	no_annotation
GVOG05757	no_annotation
GVOG01994	uncharacterized protein
GVOG05662	no_annotation
GVOG07813	uncharacterized protein
GVOG01586	no_annotation
GVOG00932	no_annotation
GVOG00054	no_annotation
GVOG00295	no_annotation
GVOG00291	no_annotation
GVOG09896	no_annotation
GVOG02710	no_annotation
GVOG00345	no_annotation
GVOG03479	no_annotation
GVOG05504	no_annotation
GVOG00527	uncharacterized protein
GVOG11420	no_annotation
GVOG01992	no_annotation
GVOG06003	no_annotation
GVOG00053	no_annotation
GVOG12954	RING-finger-containing E3 ubiquitin ligase
GVOG03622	no_annotation
GVOG10932	no_annotation
GVOG02045	no_annotation
GVOG04093	no_annotation
GVOG07010	no_annotation
GVOG04182	no_annotation
GVOG01363	no_annotation
GVOG11673	
GVOG07342	no_annotation
GVOG00407	no_annotation
GVOG00411	no_annotation
GVOG00887	uncharacterized protein
GVOG12761	Helix-turn-helix XRE-family like protein
GVOG03915	no_annotation
GVOG02239	no_annotation
GVOG04090	no_annotation
GVOG11999	no_annotation
GVOG09279	no_annotation
GVOG03528	no_annotation
GVOG00888	no_annotation
GVOG02187	no_annotation
GVOG05008	no_annotation
GVOG03036	no_annotation
GVOG12608	RING-finger-containing E3 ubiquitin ligase
GVOG03010	no_annotation
GVOG02607	uncharacterized protein
GVOG03906	no_annotation
GVOG14057	Thioredoxin
GVOG02235	no_annotation
GVOG01539	no_annotation
GVOG00409	no_annotation
GVOG07562	no_annotation
GVOG12214	RING-finger-containing E3 ubiquitin ligase
GVOG09608	cytosine DNA methyltransferase
GVOG04913	uncharacterized protein
GVOG08660	no_annotation
GVOG04583	no_annotation
GVOG06870	
GVOG07625	no_annotation
GVOG11704	no_annotation
GVOG09664	no_annotation
GVOG07752	cytochrome P450 family protein
GVOG00934	no_annotation
GVOG04787	uncharacterized protein
GVOG11973	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG03907	no_annotation
GVOG00408	uncharacterized protein
GVOG02399	no_annotation
GVOG01055	no_annotation
GVOG03795	no_annotation
GVOG07850	no_annotation
GVOG09277	replication factor C small subunit 2
GVOG00055	no_annotation
GVOG04135	Serine/Threonine protein kinase
GVOG01056	no_annotation
GVOG10019	no_annotation
GVOG12570	putative DNA-directed RNA polymerase II subunit N | RNA polymerase, subunit 10
GVOG09404	putative transposase
GVOG03720	no_annotation
GVOG04520	no_annotation
GVOG11114	uncharacterized protein
GVOG00410	no_annotation
GVOG00165	no_annotation
GVOG04136	no_annotation
GVOG12000	no_annotation
GVOG11057	no_annotation
GVOG10981	uncharacterized protein
GVOG03627	no_annotation
GVOG06141	no_annotation
GVOG01538	no_annotation
GVOG10344	no_annotation
GVOG09866	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG08717	uncharacterized protein
GVOG08360	no_annotation
GVOG04224	no_annotation
GVOG02407	no_annotation
GVOG05612	no_annotation
GVOG09746	no_annotation
GVOG06367	uncharacterized protein
GVOG00079	no_annotation
GVOG01543	no_annotation
GVOG10748	no_annotation
GVOG06105	uncharacterized protein
GVOG00680	no_annotation
GVOG10227	no_annotation
GVOG05548	no_annotation
GVOG02513	uncharacterized protein
GVOG02716	uncharacterized protein
GVOG06194	no_annotation
GVOG01590	no_annotation
GVOG07298	no_annotation
GVOG12817	Cytidine and deoxycytidylate deaminase | uncharacterized protein
GVOG00464	no_annotation
GVOG03229	no_annotation
GVOG05285	no_annotation
GVOG00599	no_annotation
GVOG01717	no_annotation
GVOG00940	no_annotation
GVOG03068	no_annotation
GVOG09701	no_annotation
GVOG08144	pqq-dependent dehydrogenase
GVOG02084	no_annotation
GVOG01301	no_annotation
GVOG08538	no_annotation
GVOG01587	no_annotation
GVOG02865	uncharacterized protein
GVOG09276	uncharacterized protein
GVOG11064	no_annotation
GVOG06869	no_annotation
GVOG07210	no_annotation
GVOG06372	no_annotation
GVOG02788	no_annotation
GVOG04727	no_annotation
GVOG05349	no_annotation
GVOG06369	no_annotation
GVOG10025	no_annotation
GVOG03825	no_annotation
GVOG02959	no_annotation
GVOG07561	uncharacterized protein
GVOG02185	no_annotation
GVOG01369	no_annotation
GVOG10194	no_annotation
GVOG11971	RING-finger-containing E3 ubiquitin ligase
GVOG00202	uncharacterized protein
GVOG13690	F-box domain protein | F-box and Morn-repeat proteins | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOG02689	uncharacterized protein
GVOG07079	no_annotation
GVOG01221	no_annotation
GVOG00546	no_annotation
GVOG07329	no_annotation
GVOG04310	uncharacterized protein
GVOG08724	HNH endonuclease | Numod4 NHN endonuclease
GVOG12422	RING-finger-containing E3 ubiquitin ligase
GVOG05090	no_annotation
GVOG00164	no_annotation
GVOG08403	no_annotation
GVOG04137	no_annotation
GVOG01918	no_annotation
GVOG04681	no_annotation
GVOG14207	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG02878	uncharacterized protein
GVOG01366	no_annotation
GVOG04371	no_annotation
GVOG13376	uncharacterized protein
GVOG01914	no_annotation
GVOG04774	BEN domain protein
GVOG07965	uncharacterized protein
GVOG04138	Poxvirus Late Transcription Factor VLTF3 like
GVOG02916	no_annotation
GVOG09592	serine/threonine protein kinase | tyrosine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinases | putative serine/threonine protein kinase | Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae) | Serine/Threonine protein kinase | serine/threonine protein kinase
GVOG00032	no_annotation
GVOG05186	no_annotation
GVOG00939	no_annotation
GVOG11209	no_annotation
GVOG02964	no_annotation
GVOG00935	no_annotation
GVOG03183	no_annotation
GVOG09886	no_annotation
GVOG03910	no_annotation
GVOG03913	no_annotation
GVOG02083	no_annotation
GVOG09776	no_annotation
GVOG05491	no_annotation
GVOG06946	no_annotation
GVOG00130	no_annotation
GVOG11550	uncharacterized protein
GVOG07040	uncharacterized protein
GVOG10408	no_annotation
GVOG00294	no_annotation
GVOG01309	uncharacterized protein
GVOG00933	uncharacterized protein
GVOG03744	no_annotation
GVOG02628	uncharacterized protein
GVOG01830	uncharacterized protein
GVOG01542	no_annotation
GVOG10566	no_annotation
GVOG02428	no_annotation
GVOG14016	Thioredoxin
GVOG06418	no_annotation
GVOG09135	uncharacterized protein
GVOG01833	no_annotation
GVOG09440	no_annotation
GVOG11723	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | F-box domain protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | hypothetical protein, similar to ankyrin
GVOG04676	uncharacterized protein
GVOG06501	AAA family ATPase - unique in NCLDV; ATPase domain similar to repl_factorC_sub2
GVOG00743	no_annotation
GVOG08363	restriction-fold endonuclease, D...H...D conserved.
GVOG00199	no_annotation
GVOG01832	no_annotation
GVOG01831	no_annotation
GVOG05187	no_annotation
GVOG03623	Ubiquitin
GVOG02631	uncharacterized protein | uncharacterized protein
GVOG01217	no_annotation
GVOG07883	no_annotation
GVOG12205	no_annotation
GVOG11083	uncharacterized protein
GVOG07260	no_annotation
GVOG04181	no_annotation
GVOG02953	no_annotation
GVOG01995	no_annotation
GVOG09061	pfam02250, Orthopox_35kD, 35kD major secreted virus protein
GVOG08716	no_annotation
GVOG01219	no_annotation
GVOG03181	uncharacterized protein
GVOG00121	no_annotation
GVOG00744	no_annotation
GVOG00203	no_annotation
GVOG07584	uncharacterized protein
GVOG05725	no_annotation
GVOG00078	no_annotation
GVOG04178	no_annotation
GVOG07373	no_annotation
GVOG04373	no_annotation
GVOG11403	uncharacterized domain DUF3627; found downstream KilA, BRO, and MSV199 domains. Also is found in some baculoviruses (gi 165969059, 18138388) | KilA-N domain protein | KilA domain (pfam04383) | KilA N-domain protein | KilA-N domain protein | KilA N-domain protein | uncharacterized protein
GVOG06104	no_annotation
GVOG13519	Thioredoxin
GVOG04180	no_annotation
GVOG00080	no_annotation
GVOG05189	no_annotation
GVOG05448	no_annotation
GVOG00603	no_annotation
GVOG06835	translation initiation factor 4E
GVOG02837	no_annotation
GVOG11128	uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein | uncharacterized protein
GVOG05934	uncharacterized protein
GVOG06421	no_annotation
GVOG01019	no_annotation
GVOG01541	no_annotation
GVOG04091	uncharacterized protein
GVOG06947	no_annotation
GVOG00741	no_annotation
GVOG02096	uncharacterized protein
GVOG01915	no_annotation
GVOG07558	short chain dehydrogenase
GVOG05347	no_annotation
GVOG09876	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat motif-containing protein | collagen triple helix repeat containing protein
GVOG05936	no_annotation
GVOG11501	uncharacterized protein
GVOG00200	uncharacterized protein
GVOG06305	no_annotation
GVOG05381	no_annotation
GVOG12498	no_annotation
GVOG12004	collagen triple helix repeat motif-containing protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG03082	no_annotation
GVOG00333	no_annotation
GVOG05507	no_annotation
GVOG02944	no_annotation
GVOG00942	no_annotation
GVOG07299	no_annotation
GVOG07868	no_annotation
GVOG11122	DNA directed RNA polymerase subunit L
GVOG01625	no_annotation
GVOG03572	no_annotation
GVOG00475	no_annotation
GVOG02931	no_annotation
GVOG08885	no_annotation
GVOG11485	putative DNA-directed RNA polymerase II subunit N
GVOG07924	no_annotation
GVOG02610	uncharacterized protein
GVOG13581	no_annotation
GVOG03375	no_annotation
GVOG01848	no_annotation
GVOG01378	no_annotation
GVOG09868	no_annotation
GVOG09359	no_annotation
GVOG04323	uncharacterized protein
GVOG02292	no_annotation
GVOG09872	MORN repeat proteins and some others
GVOG03601	no_annotation
GVOG14118	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG04010	no_annotation
GVOG11729	collagen triple helix repeat motif-containing protein | uncharacterized protein | uncharacterized protein | collagen triple helix repeat containing protein
GVOG05767	no_annotation
GVOG04793	no_annotation
GVOG03120	no_annotation
GVOG11497	
GVOG11322	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein
GVOG08805	no_annotation
GVOG10465	no_annotation
GVOG02408	no_annotation
GVOG09951	MORN repeat proteins and some others
GVOG05493	
GVOG06331	no_annotation
GVOG03448	no_annotation
GVOG00160	no_annotation
GVOG08701	no_annotation
GVOG12031	no_annotation
GVOG01383	uncharacterized protein
GVOG01303	no_annotation
GVOG01576	no_annotation
GVOG14199	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG07172	no_annotation
GVOG07036	no_annotation
GVOG00370	no_annotation
GVOG00330	uncharacterized protein
GVOG08630	no_annotation
GVOG07185	no_annotation
GVOG09076	no_annotation
GVOG01634	uncharacterized protein
GVOG01305	no_annotation
GVOG09363	no_annotation
GVOG01194	no_annotation
GVOG00873	ribonuclease Z
GVOG09857	Serine/Threonine protein kinase | Serine/Threonine or Tyrosine protein kinase (tandem-duplicated in Mimi- and Marseilleviridae) | Serine/Threonine protein kinase | Serine/Threonine protein kinase | Serine/Threonine protein kinase
GVOG02624	uncharacterized protein
GVOG01035	no_annotation
GVOG01308	no_annotation
GVOG09451	uncharacterized protein
GVOG11355	no_annotation
GVOG13655	IMV envelope protein p35
GVOG02711	no_annotation
GVOG00948	no_annotation
GVOG08887	no_annotation
GVOG00658	no_annotation
GVOG12249	no_annotation
GVOG00956	Immunoglobulin domain containing protein
GVOG01379	no_annotation
GVOG07841	no_annotation
GVOG02749	no_annotation
GVOG11498	no_annotation
GVOG08277	uncharacterized protein
GVOG06725	no_annotation
GVOG03480	no_annotation
GVOG00945	no_annotation
GVOG00210	no_annotation
GVOG01853	uncharacterized protein
GVOG01850	no_annotation
GVOG00883	no_annotation
GVOG01733	no_annotation
GVOG00504	no_annotation
GVOG02603	uncharacterized protein
GVOG04329	no_annotation
GVOG00702	no_annotation
GVOG07671	no_annotation
GVOG10462	no_annotation
GVOG06327	no_annotation
GVOG05818	no_annotation
GVOG09504	no_annotation
GVOG01384	uncharacterized protein
GVOG00663	no_annotation
GVOG07231	glycosyltransferase
GVOG10077	uncharacterized protein
GVOG00207	no_annotation
GVOG02640	uncharacterized protein
GVOG01037	no_annotation
GVOG00881	no_annotation
GVOG03083	no_annotation
GVOG04327	no_annotation
GVOG01729	no_annotation
GVOG06410	adenine-specific DNA methyltransferase
GVOG04595	uncharacterized protein
GVOG07876	uncharacterized protein
GVOG02191	no_annotation
GVOG00947	no_annotation
GVOG13961	Thioredoxin
GVOG03461	no_annotation
GVOG08698	no_annotation
GVOG03443	no_annotation
GVOG01382	no_annotation
GVOG05024	uncharacterized protein
GVOG04333	no_annotation
GVOG08530	uncharacterized protein
GVOG09858	no_annotation
GVOG09856	
GVOG00365	uncharacterized protein
GVOG04767	no_annotation
GVOG11053	Ubiquitin
GVOG00954	no_annotation
GVOG05199	no_annotation
GVOG04503	no_annotation
GVOG03235	no_annotation
GVOG00872	no_annotation
GVOG09117	uncharacterized protein
GVOG01204	no_annotation
GVOG08744	no_annotation
GVOG06047	no_annotation
GVOG05822	no_annotation
GVOG11002	MORN repeat proteins and some others
GVOG01207	no_annotation
GVOG10570	HNH endonuclease | HNH endonuclease
GVOG01380	no_annotation
GVOG06177	no_annotation
GVOG04118	no_annotation
GVOG10820	no_annotation
GVOG01377	uncharacterized protein
GVOG00700	no_annotation
GVOG01306	no_annotation
GVOG02310	no_annotation
GVOG05458	no_annotation
GVOG10732	no_annotation
GVOG08592	no_annotation
GVOG00660	no_annotation
GVOG10935	uncharacterized protein
GVOG06409	uncharacterized protein
GVOG05718	no_annotation
GVOG03240	no_annotation
GVOG08476	collagen triple helix repeat motif-containing protein | collagen triple helix repeat containing protein
GVOG03711	
GVOG09333	
GVOG00874	no_annotation
GVOG01575	no_annotation
GVOG10867	no_annotation
GVOG01310	no_annotation
GVOG01730	no_annotation
GVOG06330	uncharacterized, C-terminal domain conserved in irido, asco, phycodna, mimi
GVOG09870	uncharacterized protein
GVOG01851	no_annotation
GVOG01304	no_annotation
GVOG00943	no_annotation
GVOG02178	no_annotation
GVOG03899	no_annotation
GVOG02175	no_annotation
GVOG08392	HNH endonuclease
GVOG12833	uncharacterized protein
GVOG08121	F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | F-box domain protein | uncharacterized protein
GVOG01846	no_annotation
GVOG05923	no_annotation
GVOG07566	no_annotation
GVOG02672	no_annotation
GVOG02117	no_annotation
GVOG03568	uncharacterized protein
GVOG08038	no_annotation
GVOG11005	no_annotation
GVOG00879	no_annotation
GVOG04006	no_annotation
GVOG06629	no_annotation
GVOG09408	putative transposase
GVOG07233	no_annotation
GVOG04240	MutH/Vsr/archaeal HJR-like endonuclease
GVOG11711	no_annotation
GVOG01975	no_annotation
GVOG03176	Serine/Threonine protein kinase | uncharacterized protein
GVOG00661	uncharacterized protein
GVOG04009	no_annotation
GVOG11648	ATP-dependent DNA ligase
GVOG04414	no_annotation
GVOG00094	no_annotation
GVOG03710	no_annotation
GVOG08631	uncharacterized protein | uncharacterized protein
GVOG02634	uncharacterized protein
GVOG00727	no_annotation
GVOG00946	no_annotation
GVOG00657	no_annotation
GVOG06752	uncharacterized protein
GVOG09986	F-box and Morn-repeat proteins | F-box and Morn-repeat proteins | MORN repeat proteins and some others
GVOG01852	no_annotation
GVOG07086	no_annotation
GVOG02764	no_annotation
GVOG02600	uncharacterized protein
GVOG06406	no_annotation
GVOG09113	no_annotation
GVOG07836	no_annotation
GVOG03450	
GVOG02706	putative endonuclease
GVOG02195	no_annotation
GVOG11207	no_annotation
GVOG14192	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG02228	no_annotation
GVOG02760	no_annotation
GVOG03245	no_annotation
GVOG04325	uncharacterized protein
GVOG00322	no_annotation
GVOG06004	no_annotation
GVOG10076	no_annotation
GVOG06179	
GVOG11712	
GVOG03571	no_annotation
GVOG08803	no_annotation
GVOG06132	no_annotation
GVOG04171	no_annotation
GVOG09871	
GVOG14230	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein
GVOG01976	no_annotation
GVOG09285	no_annotation
GVOG09360	no_annotation
GVOG03969	no_annotation
GVOG03747	no_annotation
GVOG06405	uncharacterized protein
GVOG11040	no_annotation
GVOG00479	no_annotation
GVOG13875	Thioredoxin
GVOG04322	no_annotation
GVOG09438	no_annotation
GVOG02291	no_annotation
GVOG05198	no_annotation
GVOG04816	no_annotation
GVOG03967	uncharacterized protein
GVOG10631	no_annotation
GVOG10130	no_annotation
GVOG05384	no_annotation
GVOG09284	no_annotation
GVOG10936	
GVOG04677	ankyrin repeat protein
GVOG08529	no_annotation
GVOG04612	no_annotation
GVOG03236	no_annotation
GVOG05197	no_annotation
GVOG01724	uncharacterized protein
GVOG01979	no_annotation
GVOG03972	no_annotation
GVOG04119	no_annotation
GVOG14103	ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | hypothetical protein, similar to ankyrin | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein | ankyrin repeat protein | ankyrin repeat protein | uncharacterized protein | ankyrin repeat protein
GVOG03567	no_annotation
GVOG03484	no_annotation
GVOG03454	no_annotation
GVOG07178	no_annotation
GVOG01972	no_annotation
GVOG00095	no_annotation
GVOG11298	HNH endonuclease
GVOG03173	no_annotation
GVOG09334	uncharacterized protein | SEL1 repeat protein
GVOG07324	uncharacterized protein
GVOG01385	no_annotation
GVOG02331	no_annotation
GVOG08442	no_annotation
GVOG10440	no_annotation
GVOG04680	no_annotation
GVOG01978	no_annotation
GVOG02423	no_annotation
GVOG07182	uncharacterized protein | uncharacterized protein
GVOG05200	DNA topoisomerase II
GVOG06587	no_annotation
GVOG02853	no_annotation
GVOG02190	no_annotation
GVOG02745	no_annotation
GVOG01725	uncharacterized protein
GVOG02226	no_annotation
GVOG10688	no_annotation
GVOG06246	no_annotation
GVOG02740	no_annotation
GVOG00057	no_annotation
GVOG04507	no_annotation
GVOG07872	no_annotation
GVOG05068	no_annotation
GVOG05581	
GVOG04241	no_annotation
GVOG05505	uncharacterized protein
GVOG01214	no_annotation
GVOG02757	no_annotation
GVOG00158	no_annotation
GVOG11364	uncharacterized protein
GVOG04415	no_annotation
GVOG09766	IMV envelope protein p35 | Glycosyltransferase family 25 fused to procollagen lysine 2-oxoglutarate 5-dioxygenase, Procollagen-lysine,2-oxoglutarate 5-dioxygenase | uncharacterized protein
GVOG00548	no_annotation
GVOG09753	no_annotation
GVOG08417	glycosyltransferase
GVOG01193	no_annotation
GVOG07238	glycosyltransferase
GVOG08117	no_annotation
GVOG00875	no_annotation
GVOG02917	no_annotation
GVOG00552	uncharacterized protein
GVOG04610	uncharacterized protein
GVOG06402	no_annotation
GVOG10907	
GVOG01732	no_annotation
GVOG00555	no_annotation
GVOG03170	no_annotation
GVOG02418	no_annotation
GVOG11354	Serine/Threonine protein kinase
GVOG01980	uncharacterized protein
GVOG01973	no_annotation
GVOG10463	
GVOG09222	no_annotation
GVOG03241	
GVOG11117	no_annotation
GVOG11486	Ras-like GTPase
GVOG07402	deoxynucleotide monophosphate kinase (dNMP) kinase
GVOG06657	no_annotation
GVOG03892	no_annotation
GVOG03174	no_annotation
GVOG04592	putative chemotaxis protein CheD
GVOG04643	no_annotation
GVOG03323	no_annotation
GVOG03368	no_annotation
GVOG00953	uncharacterized protein
GVOG00093	uncharacterized protein | uncharacterized protein
GVOG00209	no_annotation
GVOG02251	uncharacterized protein
GVOG01974	no_annotation
GVOG06045	no_annotation
GVOG07871	no_annotation
GVOG00325	no_annotation
GVOG02306	2-cysteine adaptor domain (pfam08793). The virus-specific domain is found fused to OTU/A20-like peptidases and S/T protein kinases.
GVOG02871	uncharacterized protein
GVOG01726	uncharacterized protein
GVOG09398	uncharacterized protein
GVOG02942	no_annotation
GVOG04326	no_annotation
GVOG00311	no_annotation
GVOG03369	no_annotation
GVOG00159	no_annotation
GVOG01970	no_annotation
GVOG03247	no_annotation
GVOG11692	RING-finger-containing E3 ubiquitin ligase
GVOG02054	no_annotation
GVOG01969	toxin of RelE/StbE family
GVOG08815	no_annotation
GVOG03748	no_annotation
GVOG03374	no_annotation
GVOG04412	no_annotation
GVOG09894	uncharacterized protein | collagen triple helix repeat motif-containing protein | collagen triple helix repeat containing protein
GVOG02398	no_annotation
GVOG01731	no_annotation
GVOG00367	no_annotation
GVOG02618	uncharacterized protein
GVOG02079	no_annotation
GVOG05320	
GVOG08041	uncharacterized protein
GVOG07085	no_annotation
GVOG05717	uncharacterized protein
GVOG08444	no_annotation
GVOG04238	no_annotation
GVOG01386	no_annotation
GVOG08745	no_annotation
GVOG01038	uncharacterized protein
GVOG03246	no_annotation
GVOG01302	no_annotation
GVOG00951	no_annotation
GVOG02245	no_annotation
GVOG03238	no_annotation
GVOG00950	no_annotation
GVOG01849	uncharacterized protein
GVOG00314	uncharacterized protein
GVOG00332	no_annotation
GVOG03076	no_annotation
GVOG00722	no_annotation
GVOG07444	no_annotation
GVOG00877	no_annotation
GVOG09151	putative serine protease
GVOG04732	no_annotation
GVOG03172	no_annotation
GVOG00949	uncharacterized protein
GVOG01728	no_annotation
GVOG00058	no_annotation
GVOG02758	no_annotation
GVOG00944	no_annotation
GVOG13460	no_annotation
GVOG00720	no_annotation
GVOG05196	no_annotation
GVOG10963	no_annotation
GVOG09080	uncharacterized protein
GVOG09650	no_annotation
GVOG10908	
GVOG02756	uncharacterized protein
GVOG08703	no_annotation
GVOG03707	no_annotation
GVOG04649	no_annotation
GVOG02512	uncharacterized protein
GVOG01977	no_annotation
GVOG01734	no_annotation
GVOG14126	Thioredoxin
GVOG08416	no_annotation
GVOG06696	uncharacterized protein | uncharacterized protein
GVOG08218	uncharacterized protein
GVOG01036	no_annotation
GVOG01981	uncharacterized protein
GVOG05634	no_annotation
GVOG06046	no_annotation
GVOG03367	uncharacterized protein
GVOG01300	no_annotation
GVOG04173	uncharacterized protein
GVOG00369	no_annotation
GVOG02688	uncharacterized protein
GVOG03318	no_annotation
GVOG02077	no_annotation
GVOG11698	
GVOG03485	
GVOG00366	no_annotation
GVOG01847	no_annotation
GVOG01631	no_annotation
GVOG09407	2-cysteine adaptor domain (pfam08793). The virus-specific domain is found fused to OTU/A20-like peptidases and S/T protein kinases. | uncharacterized protein
GVOG04498	no_annotation
GVOG11678	RING-finger-containing E3 ubiquitin ligase
GVOG00062	no_annotation
GVOG07840	no_annotation
GVOG11997	uncharacterized protein
GVOG02562	nuclear transport factor 2 like protein
GVOG00659	no_annotation
GVOG01206	no_annotation
GVOG00031	no_annotation
GVOG12831	no_annotation
GVOG00312	no_annotation
GVOG05582	no_annotation
GVOG11947	uncharacterized protein | uncharacterized protein
GVOG03971	no_annotation
GVOG02662	uncharacterized protein
GVOG04007	uncharacterized protein
GVOG05819	no_annotation
GVOG01844	no_annotation
GVOG11362	Thioredoxin
GVOG11541	uncharacterized protein
GVOG08271	Guanine nucleotide exchange factor for Ras-like small GTPases
GVOG02900	uncharacterized protein
GVOG07189	no_annotation
GVOG05584	no_annotation
GVOG00882	no_annotation
GVOG09797	no_annotation
