Sample_ID	DRAM	Metacerberus
1207	100.0	3848.0
1208	132.0	3968.0
1209	112.0	3868.0
1210	108.0	3868.0
1211	92.0	3864.0
1212	208.0	52.0
1213	248.0	4108.0
1214	160.0	4048.0
1215	100.0	3864.0
1216	96.0	3864.0
1217	92.0	3848.0
1218	248.0	100.0
1219	220.0	92.0
1220	144.0	36.0
1221	200.0	4100.0
1222	224.0	4100.0
1223	256.0	0.0
1224	220.0	4100.0
1225	120.0	3868.0
1226	100.0	3868.0
1227	392.0	84.0
1228	164.0	4116.0
1229	160.0	52.0
1230	152.0	4100.0
1231	76.0	3848.0
1232	84.0	3848.0
1233	76.0	3860.0
1234	176.0	80.0
1235	148.0	40.0
1236	88.0	3864.0
1237	96.0	3864.0
1238	92.0	3848.0
1239	104.0	3864.0
1240	96.0	3848.0
1241	100.0	3864.0
1242	88.0	3864.0
1243	80.0	3860.0
1244	72.0	3860.0
1245	96.0	3864.0
1246	96.0	3848.0
1247	108.0	3848.0
1248	132.0	4056.0
1249	104.0	3868.0
1250	120.0	3868.0
1251	232.0	4100.0
1252	124.0	4056.0
1253	124.0	4056.0
1254	88.0	3848.0
1255	88.0	3864.0
1256	100.0	3864.0
1257	304.0	68.0
1258	92.0	3864.0
1259	96.0	3864.0
1260	852.0	4412.0
1261	96.0	3848.0
1262	128.0	3868.0
1263	128.0	3848.0
1264	100.0	3848.0
1265	160.0	68.0
1266	212.0	92.0
1267	200.0	4088.0
1268	112.0	3868.0
1269	84.0	3848.0
1270	84.0	3864.0
1271	260.0	4140.0
1272	228.0	4096.0
1273	356.0	684.0
1274	372.0	156.0
1275	160.0	68.0
1276	432.0	108.0
1277	660.0	112.0
1278	100.0	3848.0
1279	72.0	3848.0
1280	68.0	3860.0
1281	72.0	3848.0
1282	128.0	4084.0
1283	128.0	4056.0
1284	116.0	3868.0
1285	96.0	3848.0
1286	88.0	3864.0
1287	100.0	3864.0
1288	92.0	3864.0
1289	80.0	3860.0
1290	72.0	3860.0
1291	84.0	3848.0
1292	112.0	3868.0
1293	112.0	3848.0
1294	76.0	3848.0
1295	208.0	4044.0
1296	200.0	84.0
1297	96.0	3848.0
1298	88.0	3848.0
1299	164.0	4064.0
1300	180.0	4088.0
1301	236.0	108.0
1302	184.0	4076.0
1303	180.0	4080.0
1304	224.0	4124.0
1305	208.0	56.0
1306	200.0	92.0
1307	152.0	40.0
1308	360.0	140.0
1309	76.0	3848.0
1310	88.0	3860.0
1311	148.0	4068.0
1312	68.0	3848.0
1313	96.0	3864.0
1314	76.0	3860.0
1315	296.0	4180.0
1316	120.0	3868.0
1317	108.0	3868.0
1318	76.0	3864.0
1319	164.0	4072.0
1320	236.0	4048.0
1321	228.0	56.0
1322	112.0	3868.0
1323	72.0	3860.0
1324	72.0	3848.0
1325	332.0	136.0
1326	304.0	4196.0
1327	272.0	4172.0
1328	272.0	4112.0
1329	128.0	60.0
1330	260.0	108.0
1331	256.0	4068.0
1332	256.0	64.0
1333	76.0	3860.0
1334	264.0	112.0
1335	284.0	4128.0
1336	120.0	60.0
1337	136.0	4060.0
1338	240.0	4096.0
1339	280.0	4116.0
1340	252.0	60.0
1341	228.0	4100.0
1342	116.0	3848.0
1343	132.0	3848.0
1344	88.0	3848.0
1345	208.0	88.0
1346	200.0	4136.0
1347	88.0	3864.0
1348	76.0	3864.0
1349	92.0	3864.0
1350	100.0	3864.0
1351	88.0	3864.0
1352	80.0	3864.0
1353	152.0	68.0
1354	216.0	92.0
1355	208.0	60.0
1356	104.0	3848.0
1357	100.0	3864.0
1358	92.0	3848.0
1359	180.0	4076.0
1360	168.0	44.0
1361	164.0	4080.0
1362	196.0	4080.0
1363	104.0	3848.0
1364	88.0	3864.0
1365	92.0	3864.0
1366	64.0	3848.0
1367	148.0	4108.0
1368	164.0	76.0
1369	104.0	3868.0
1370	188.0	4048.0
1371	392.0	4096.0
1372	76.0	3848.0
1373	148.0	76.0
1374	172.0	4068.0
1375	292.0	60.0
1376	336.0	136.0
1377	352.0	144.0
1378	72.0	3860.0
1379	72.0	3860.0
1380	96.0	3864.0
1381	364.0	148.0
1382	424.0	88.0
1383	540.0	4308.0
1384	164.0	4120.0
1385	176.0	4088.0
1386	268.0	4108.0
1387	100.0	3864.0
1388	84.0	3864.0
1389	36.0	3852.0
1390	84.0	3864.0
1391	88.0	3848.0
1392	68.0	3860.0
1393	96.0	3848.0
1394	84.0	3848.0
1395	124.0	40.0
1396	120.0	60.0
1397	104.0	3864.0
1398	72.0	3860.0
1399	72.0	3860.0
1400	168.0	4140.0
1401	132.0	64.0
1402	120.0	3868.0
1403	148.0	4028.0
1404	148.0	72.0
1405	104.0	3868.0
1406	92.0	3864.0
1407	104.0	3864.0
1408	108.0	3868.0
1409	92.0	3848.0
1410	96.0	3848.0
1411	80.0	3860.0
1412	100.0	3864.0
1413	100.0	3864.0
1414	76.0	3848.0
1415	68.0	3860.0
1416	68.0	3860.0
1417	124.0	3868.0
1418	216.0	92.0
1419	144.0	76.0
1420	128.0	36.0
1421	96.0	3848.0
1422	92.0	3864.0
1423	96.0	3864.0
1424	160.0	4060.0
1425	96.0	3868.0
1426	112.0	3848.0
1427	116.0	3848.0
1428	148.0	4060.0
1429	92.0	3864.0
1430	100.0	3864.0
1431	104.0	3848.0
1432	96.0	3868.0
1433	100.0	3868.0
1434	180.0	4036.0
1435	136.0	4028.0
1436	228.0	56.0
1437	220.0	56.0
1438	224.0	4164.0
1439	68.0	3860.0
1440	80.0	3860.0
1441	176.0	4080.0
1442	120.0	4052.0
1443	132.0	4084.0
1444	88.0	3864.0
1445	72.0	3848.0
1446	68.0	3860.0
1447	168.0	40.0
1448	104.0	3868.0
1449	108.0	3868.0
1450	220.0	48.0
1451	228.0	92.0
1452	228.0	60.0
1453	96.0	3868.0
1454	96.0	3864.0
1455	92.0	3864.0
1456	244.0	4060.0
1457	72.0	3864.0
1458	88.0	3848.0
1459	68.0	3864.0
1460	232.0	4056.0
1461	260.0	4236.0
1462	232.0	4164.0
1463	80.0	3848.0
1464	100.0	3848.0
1465	88.0	3848.0
1466	104.0	3848.0
1467	124.0	60.0
1468	84.0	3848.0
1469	176.0	4120.0
1470	176.0	80.0
1471	68.0	3848.0
1472	136.0	4032.0
1473	96.0	3864.0
1474	100.0	3864.0
1475	244.0	4184.0
1476	132.0	4040.0
1477	136.0	36.0
1478	96.0	3864.0
1479	240.0	60.0
1480	100.0	3868.0
1481	72.0	3860.0
1482	72.0	3848.0
1483	240.0	52.0
1484	104.0	3864.0
1485	108.0	3848.0
1486	228.0	4144.0
1487	248.0	104.0
1488	240.0	100.0
1489	68.0	3860.0
1490	376.0	4136.0
1491	336.0	4132.0
1492	304.0	4116.0
1493	148.0	40.0
1494	240.0	4064.0
1495	200.0	52.0
1496	140.0	40.0
1497	96.0	3864.0
1498	100.0	3864.0
1499	80.0	3860.0
1500	104.0	3864.0
1501	76.0	3860.0
1502	88.0	3848.0
1503	168.0	76.0
1504	112.0	3868.0
1505	116.0	3848.0
1506	248.0	104.0
1507	84.0	3860.0
1508	68.0	3848.0
1509	68.0	3848.0
1510	140.0	36.0
1511	140.0	4116.0
1512	212.0	4144.0
1513	112.0	3848.0
1514	84.0	3864.0
1515	84.0	3860.0
1516	100.0	3864.0
1517	88.0	3848.0
1518	92.0	3864.0
1519	112.0	3848.0
1520	164.0	4120.0
1521	144.0	64.0
1522	276.0	60.0
1523	184.0	4084.0
1524	180.0	4132.0
1525	164.0	72.0
1526	144.0	3952.0
1527	156.0	4036.0
1528	112.0	3868.0
1529	92.0	3864.0
1530	100.0	3848.0
1531	156.0	72.0
1532	80.0	3864.0
1533	96.0	3864.0
1534	84.0	3848.0
1535	556.0	108.0
1536	80.0	3860.0
1537	144.0	44.0
1538	140.0	64.0
1539	100.0	3848.0
1540	92.0	3864.0
1541	96.0	3848.0
1542	96.0	3864.0
1543	92.0	3864.0
1544	236.0	4108.0
1545	96.0	3864.0
1546	96.0	3848.0
1547	800.0	4508.0
1548	100.0	3864.0
1549	88.0	3848.0
1550	104.0	3864.0
1551	244.0	4156.0
1552	176.0	4076.0
1553	180.0	4132.0
1554	144.0	4060.0
1555	112.0	3868.0
1556	104.0	3848.0
1557	144.0	4160.0
1558	168.0	4116.0
1559	168.0	4072.0
1560	88.0	3864.0
1561	88.0	3848.0
1562	76.0	3860.0
1563	80.0	3860.0
1564	76.0	3860.0
1565	80.0	3848.0
1566	88.0	3864.0
1567	140.0	36.0
1568	76.0	3848.0
1569	72.0	3860.0
1570	68.0	3860.0
1571	132.0	64.0
1572	260.0	124.0
1573	116.0	3868.0
1574	112.0	3848.0
1575	148.0	36.0
1576	116.0	3848.0
1577	108.0	3868.0
1578	112.0	3868.0
1579	308.0	120.0
1580	68.0	3860.0
1581	76.0	3860.0
1582	92.0	3864.0
1583	144.0	4084.0
1584	132.0	3924.0
1585	96.0	3848.0
1586	108.0	3848.0
1587	104.0	3868.0
1588	116.0	3868.0
1589	112.0	3868.0
1590	112.0	3848.0
1591	384.0	4180.0
1592	116.0	436.0
1593	116.0	3868.0
1594	108.0	3848.0
1595	284.0	4176.0
1596	72.0	3848.0
1597	72.0	3860.0
1598	72.0	3860.0
1599	104.0	3848.0
1600	96.0	3864.0
1601	128.0	3964.0
1602	72.0	3860.0
1603	132.0	4028.0
1604	132.0	64.0
1605	108.0	3868.0
1606	76.0	3860.0
1607	88.0	3860.0
1608	96.0	3848.0
1609	84.0	3848.0
1610	120.0	3868.0
1611	128.0	3868.0
1612	88.0	3864.0
1613	112.0	3848.0
1614	112.0	3868.0
1615	100.0	3848.0
1616	80.0	3848.0
1617	88.0	3848.0
1618	212.0	4092.0
1619	212.0	88.0
1620	104.0	3864.0
1621	96.0	3864.0
1622	476.0	92.0
1623	484.0	96.0
1624	104.0	3848.0
1625	96.0	3868.0
1626	120.0	3848.0
1627	112.0	3868.0
1628	236.0	4136.0
1629	232.0	92.0
1630	124.0	3868.0
1631	240.0	580.0
1632	212.0	4048.0
1633	112.0	3868.0
1634	220.0	4096.0
1635	160.0	76.0
1636	172.0	4036.0
1637	140.0	4052.0
1638	108.0	3848.0
1639	112.0	3848.0
1640	88.0	3848.0
1641	76.0	3848.0
1642	80.0	3860.0
1643	112.0	3868.0
1644	148.0	48.0
1645	132.0	60.0
1646	244.0	4156.0
1647	88.0	3860.0
1648	80.0	3860.0
1649	128.0	36.0
1650	116.0	3868.0
1651	108.0	3848.0
1652	100.0	3864.0
1653	528.0	96.0
1654	412.0	4196.0
1655	312.0	4148.0
1656	68.0	3860.0
1657	76.0	3860.0
1658	72.0	3860.0
1659	120.0	3868.0
1660	112.0	3848.0
1661	68.0	3848.0
1662	80.0	3848.0
1663	88.0	3864.0
1664	68.0	3848.0
1665	72.0	3848.0
1666	72.0	3848.0
1667	124.0	60.0
1668	104.0	3848.0
1669	116.0	3868.0
1670	76.0	3848.0
1671	68.0	3848.0
1672	572.0	4152.0
1673	132.0	3848.0
1674	120.0	3848.0
1675	100.0	3868.0
1676	100.0	3848.0
1677	96.0	3864.0
1678	64.0	3848.0
1679	92.0	3864.0
1680	76.0	3860.0
1681	68.0	3848.0
1682	112.0	3848.0
1683	96.0	3848.0
1684	92.0	3848.0
1685	116.0	4028.0
1686	128.0	4016.0
1687	84.0	3848.0
1688	96.0	3848.0
1689	168.0	4092.0
1690	108.0	3868.0
1691	116.0	3848.0
1692	100.0	3864.0
1693	212.0	88.0
1694	228.0	56.0
1695	92.0	3864.0
1696	112.0	3848.0
1697	68.0	3848.0
1698	68.0	3848.0
1699	160.0	76.0
1700	136.0	4056.0
1701	180.0	76.0
1702	156.0	72.0
1703	96.0	3864.0
1704	36.0	3848.0
1705	88.0	3848.0
1706	124.0	3868.0
1707	352.0	72.0
1708	320.0	120.0
1709	332.0	4088.0
1710	124.0	3868.0
1711	156.0	48.0
1712	76.0	3848.0
1713	104.0	3864.0
1714	80.0	3860.0
1715	416.0	4160.0
1716	364.0	4180.0
1717	284.0	4112.0
1718	72.0	3860.0
1719	76.0	3860.0
1720	88.0	3864.0
1721	316.0	4204.0
1722	240.0	100.0
1723	252.0	4156.0
1724	80.0	3860.0
1725	124.0	60.0
1726	328.0	4192.0
1727	316.0	88.0
1728	228.0	52.0
1729	244.0	104.0
1730	244.0	56.0
1731	164.0	72.0
1732	132.0	4080.0
1733	144.0	40.0
1734	84.0	3860.0
1735	232.0	4088.0
1736	112.0	3848.0
1737	104.0	3868.0
1738	280.0	4164.0
1739	156.0	4064.0
1740	160.0	4052.0
1741	136.0	4064.0
1742	112.0	3868.0
1743	112.0	3868.0
1744	240.0	4060.0
1745	84.0	3860.0
1746	84.0	3860.0
1747	136.0	4112.0
1748	76.0	3864.0
1749	72.0	3848.0
1750	140.0	64.0
1751	892.0	180.0
1752	196.0	52.0
1753	84.0	3848.0
1754	68.0	3848.0
1755	264.0	112.0
1756	220.0	52.0
1757	216.0	88.0
1758	288.0	120.0
1759	100.0	3848.0
1760	108.0	3848.0
1761	88.0	3848.0
1762	124.0	3872.0
1763	344.0	4184.0
1764	300.0	4240.0
1765	180.0	4148.0
1766	112.0	3868.0
1767	128.0	3868.0
1768	92.0	3864.0
1769	308.0	4136.0
1770	272.0	4196.0
1771	160.0	52.0
1772	100.0	3848.0
1773	88.0	3864.0
1774	180.0	44.0
1775	232.0	96.0
1776	244.0	4100.0
1777	336.0	4220.0
1778	72.0	3860.0
1779	176.0	80.0
1780	168.0	80.0
1781	72.0	3860.0
1782	268.0	108.0
1783	252.0	60.0
1784	124.0	4104.0
1785	132.0	4052.0
1786	68.0	3848.0
1787	80.0	3860.0
1788	76.0	3864.0
1789	72.0	3848.0
