Sample_ID	DRAM	Metacerberus
570	2.2121666666666666	2.4738333333333333
571	2.1771666666666665	0.242
572	2.1823333333333332	0.2658333333333333
573	2.1398333333333333	0.2876666666666667
574	2.3685	3.2055000000000002
575	4.143166666666667	0.23183333333333334
576	1.926	0.2836666666666667
577	2.1531666666666665	3.3033333333333332
578	1.9686666666666668	0.24233333333333332
579	1.5123333333333333	0.2635
580	1.5406666666666666	0.2658333333333333
581	1.6636666666666666	0.22
582	1.9015	2.685
583	2.6386666666666665	2.9655
584	1.965	2.6845
585	3.178833333333333	0.13133333333333333
586	1.5803333333333331	0.21716666666666665
587	1.5266666666666666	0.12566666666666668
588	1.537	0.21333333333333335
589	1.794	1.1355
590	1.8093333333333335	3.2018333333333335
591	1.7805	3.205
592	1.6236666666666666	0.21766666666666667
593	1.5488333333333335	0.147
594	1.5614999999999999	0.13566666666666669
595	1.9446666666666668	2.6445000000000003
596	1.4998333333333334	0.12516666666666668
597	1.5591666666666666	3.0018333333333334
598	1.5715	0.133
599	1.5683333333333331	0.125
600	1.6271666666666667	0.12483333333333334
601	1.5715	1.0363333333333333
602	1.9243333333333335	2.3593333333333333
603	1.8051666666666668	2.9228333333333336
604	1.6876666666666664	2.5178333333333334
605	1.5468333333333333	0.21516666666666667
606	1.7956666666666667	0.21616666666666667
607	1.5676666666666668	2.396166666666667
608	1.5318333333333334	0.128
609	2.102333333333333	2.902333333333333
610	3.8770000000000002	2.617833333333333
611	1.689	2.368333333333333
612	3.6578333333333335	2.5206666666666666
613	1.6376666666666666	3.1046666666666667
614	1.6796666666666666	2.4301666666666666
615	2.305333333333333	2.865666666666667
616	1.6701666666666668	2.637
617	1.5771666666666666	2.5383333333333336
618	1.631	3.1088333333333336
619	1.5331666666666666	0.13366666666666666
620	1.5658333333333334	0.126
621	1.6255	0.21716666666666665
622	1.578	0.12616666666666668
623	1.5221666666666667	0.21483333333333335
624	1.6661666666666666	1.9681666666666666
625	1.7655	2.871166666666667
626	1.7285000000000001	2.481666666666667
627	1.4733333333333334	0.21616666666666667
628	1.5925	2.428166666666667
629	1.5696666666666668	0.1285
630	1.5631666666666666	0.12633333333333333
631	1.6013333333333333	0.2185
632	1.616	0.22033333333333335
633	1.5338333333333334	0.12483333333333334
634	1.6285	0.21683333333333332
635	1.4968333333333335	0.12733333333333333
636	1.6748333333333334	2.5300000000000002
637	3.52	0.12483333333333334
638	3.172166666666667	0.21316666666666664
639	1.5161666666666667	0.128
640	1.7518333333333334	2.5685000000000002
641	2.037	2.5275000000000003
642	1.6065	2.1854999999999998
643	1.5826666666666669	2.4114999999999998
644	1.5795000000000001	0.23399999999999999
645	1.5479999999999998	0.12866666666666665
646	1.6328333333333334	0.127
647	1.5911666666666666	0.21733333333333332
648	1.5719999999999998	0.219
649	1.51	0.12666666666666665
650	1.6716666666666666	2.636166666666667
651	1.5718333333333334	0.126
652	1.5521666666666667	0.12533333333333332
653	1.5088333333333332	0.12483333333333334
