Sample_ID	DRAM	Metacerberus
1403	18.144464	0.262968
1404	18.122952	0.219132
1405	18.109748	0.258304
1406	18.068432	0.259596
1407	18.134096	0.258304
1408	18.11406	0.259048
1409	18.099956	0.254016
1410	18.113192	0.25434
1411	18.086276	0.261464
1412	18.100648	0.259772
1413	18.108588	0.254376
1414	18.090348	0.251604
1415	18.052456	0.260376
1416	18.05676	0.258684
1417	18.15172	0.252604
1418	18.14168	0.217296
1419	18.13086	0.218132
1420	18.122704	0.21674
1421	18.129928	0.258804
1422	18.11228	0.258312
1423	18.095692	0.261708
1424	18.146516	0.263644
1425	18.097172	0.257708
1426	18.113232	0.256628
1427	18.139712	0.259088
1428	18.159644	0.260168
1429	18.083696	0.256816
1430	18.099288	0.2561
1431	18.112848	0.25782
1432	18.072652	0.257768
1433	18.09598	0.259224
1434	18.148372	0.259924
1435	18.142904	0.259848
1436	18.156964	0.217792
1437	18.18286	0.21696
1438	18.159592	0.262352
1439	18.037432	0.260664
1440	18.102812	0.258732
1441	18.131248	0.260816
1442	18.105252	0.264876
1443	18.116216	0.26178
1444	18.094004	0.253552
1445	18.029364	0.255612
1446	18.03268	0.259356
1447	18.14556	0.21608
1448	18.114	0.259592
1449	18.106808	0.252172
1450	18.151784	0.2203
1451	18.148568	0.217344
1452	18.139984	0.2196
1453	18.069128	0.259888
1454	18.117292	0.259456
1455	18.083468	0.255864
1456	18.168308	0.260168
1457	18.006824	0.258972
1458	18.089452	0.257512
1459	18.008112	0.254916
1460	18.174016	0.262784
1461	18.151476	0.25818
1462	18.169084	0.2586
1463	18.061736	0.253108
1464	18.114568	0.258924
1465	18.111104	0.253716
1466	18.09688	0.25844
1467	18.102844	0.222272
1468	18.070252	0.259924
1469	18.147692	0.26152
1470	18.134068	0.219004
1471	18.046776	0.262156
1472	18.128984	0.259384
1473	18.11796	0.2573
1474	18.140556	0.261016
1475	18.164912	0.258632
1476	18.121376	0.25962
1477	18.111752	0.219364
1478	18.09652	0.25376
1479	18.184852	0.215964
1480	18.084156	0.25676
1481	18.086272	0.25816
1482	18.086692	0.260348
1483	18.151532	0.218652
1484	18.15232	0.2547
1485	18.134128	0.25334
1486	18.175148	0.258956
1487	18.136584	0.21966
1488	18.140448	0.218828
1489	18.071748	0.2587
1490	18.148268	0.262908
1491	18.160328	0.263236
1492	18.171796	0.262204
1493	18.140124	0.216072
1494	18.128912	0.260044
1495	18.170004	0.2189
1496	18.139676	0.216952
1497	18.116532	0.259104
1498	18.086584	0.252572
1499	18.121208	0.258112
1500	18.119796	0.253632
1501	18.085972	0.254752
1502	18.075256	0.262756
1503	18.16662	0.216904
1504	18.106448	0.253488
1505	18.133224	0.25736
1506	18.152476	0.21584
1507	18.106604	0.253156
1508	18.04876	0.260456
1509	18.059676	0.257612
1510	18.13226	0.215116
1511	18.113184	0.259716
1512	18.173132	0.26334
1513	18.122376	0.25822
1514	18.031852	0.258072
1515	18.067368	0.257344
1516	18.137712	0.255884
1517	18.100756	0.25514
1518	18.146536	0.256944
1519	18.118172	0.255844
1520	18.121868	0.260048
1521	18.13618	0.215292
1522	18.176684	0.216896
1523	18.18132	0.26096
1524	18.127704	0.262452
1525	18.162372	0.214976
1526	18.151536	0.256408
1527	18.1383	0.258352
1528	18.114668	0.252972
1529	18.106404	0.250732
1530	18.115908	0.252944
1531	18.131724	0.220564
1532	18.054712	0.256488
1533	18.116828	0.260776
1534	18.104476	0.25382
1535	18.135556	0.216292
1536	18.089264	0.251436
1537	18.14538	0.21882
1538	18.111668	0.218068
1539	18.102968	0.256588
1540	18.153424	0.260372
1541	18.09736	0.258844
1542	18.087388	0.25838
1543	18.10272	0.256808
1544	18.184036	0.26294
1545	18.09374	0.259664
1546	18.089636	0.257564
1547	18.186756	0.25896
1548	18.103816	0.259064
1549	18.041648	0.260216
1550	18.093764	0.260316
1551	18.164412	0.261676
1552	18.1686	0.2594
1553	18.145696	0.260268
1554	18.140632	0.259284
1555	18.107196	0.257084
1556	18.093776	0.258652
1557	18.15108	0.26232
1558	18.12698	0.26028
1559	18.13118	0.253204
1560	18.100316	0.258272
1561	18.092408	0.265264
1562	18.087996	0.252912
1563	18.07856	0.253408
1564	18.06528	0.261512
1565	18.10188	0.25654
1566	18.089544	0.2559
1567	18.146868	0.215272
1568	18.086784	0.25358
1569	18.040776	0.257704
1570	18.043332	0.253236
1571	18.149504	0.220984
1572	18.147288	0.218952
1573	18.122236	0.259128
1574	18.112008	0.259188
1575	18.126064	0.219272
1576	18.131888	0.262984
1577	18.122308	0.256896
1578	18.103544	0.252944
1579	18.155496	0.218416
1580	18.010172	0.258472
1581	18.100292	0.259464
1582	18.109224	0.257548
1583	18.110636	0.260976
1584	18.111444	0.2585
1585	18.0952	0.261048
1586	18.117168	0.255936
1587	18.05712	0.259892
1588	18.150428	0.261028
1589	18.144788	0.255736
1590	18.106784	0.26012
1591	18.171324	0.25664
1592	18.114852	0.2569
1593	18.130876	0.257544
1594	18.0866	0.256116
1595	18.176944	0.258712
1596	18.088672	0.259648
1597	18.050036	0.259628
1598	18.061036	0.261772
1599	18.106712	0.255132
1600	18.102232	0.260044
1601	18.107656	0.260536
1602	18.0724	0.253264
1603	18.137492	0.258528
1604	18.13688	0.219208
1605	18.116812	0.259164
1606	18.086248	0.25462
1607	18.090696	0.2545
1608	18.103808	0.258908
1609	18.101428	0.256064
1610	18.149468	0.252728
1611	18.1648	0.25786
1612	18.10194	0.256004
1613	18.145584	0.25812
1614	18.111292	0.25496
1615	18.115168	0.258008
1616	18.093992	0.254568
1617	18.0854	0.253596
1618	18.155928	0.261864
1619	18.166528	0.220004
1620	18.10272	0.256668
1621	18.110372	0.257868
1622	18.20188	0.218864
1623	18.154056	0.219248
1624	18.08564	0.257704
1625	18.055812	0.257884
1626	18.115544	0.258544
1627	18.110988	0.255276
1628	18.181804	0.261624
1629	18.182336	0.225168
1630	18.129916	0.252536
1631	18.181972	0.25648
1632	18.17428	0.262516
1633	18.106228	0.253152
1634	18.159232	0.260196
1635	18.152772	0.217144
1636	18.137088	0.260424
1637	18.123988	0.259168
1638	18.108984	0.259212
1639	18.100024	0.260004
1640	18.06776	0.25676
1641	18.100068	0.25614
1642	18.078908	0.254164
1643	18.104952	0.258552
1644	18.15758	0.22002
1645	18.116592	0.217096
1646	18.16042	0.257836
1647	18.107312	0.251468
1648	18.079148	0.2574
1649	18.122812	0.219032
1650	18.119412	0.256612
1651	18.157108	0.259176
1652	18.131028	0.268592
1653	18.17718	0.215212
1654	18.174064	0.262636
1655	18.17918	0.262988
1656	18.050632	0.25214
1657	18.100668	0.257892
1658	18.078864	0.259096
1659	18.105392	0.257156
1660	18.116872	0.258756
1661	18.067272	0.253572
1662	18.087772	0.255796
1663	18.100952	0.25552
1664	18.075748	0.252888
1665	18.069892	0.262572
1666	18.077936	0.262788
1667	18.126312	0.21758
1668	18.118848	0.258728
1669	18.118996	0.252352
1670	18.101052	0.256592
1671	18.04916	0.257964
1672	18.179964	0.26496
