ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K04565	0	0	0	0	0	1	1	1	1	1
K04567	1	1	1	1	1	1	1	1	1	1
K04568	0	0	0	0	0	1	1	1	1	1
K04643	0	0	0	1	1	0	0	0	0	0
K04653	0	1	0	0	0	0	0	0	0	0
K04654	0	1	0	0	0	0	0	0	0	0
K04719	0	0	0	0	1	1	1	1	1	1
K04744	0	1	0	0	0	1	1	1	1	1
K04749	1	1	1	1	1	0	0	0	0	0
K04750	1	1	1	1	1	1	1	1	1	1
K04751	0	0	0	0	0	1	1	1	1	1
K04752	0	0	0	0	0	1	1	1	1	1
K04753	0	1	0	0	0	0	0	0	0	0
K04754	0	0	0	1	0	0	0	0	0	0
K04755	0	0	0	0	0	1	1	1	1	1
K04756	0	0	0	0	0	1	1	1	1	1
K04757	1	1	1	1	1	0	0	0	0	0
K04758	0	1	0	1	1	0	0	0	0	0
K04759	0	1	0	1	1	0	0	0	0	0
K04760	0	0	0	0	0	1	1	1	1	1
K04761	0	0	0	0	0	1	1	1	1	1
K04762	1	1	1	1	1	1	1	1	1	1
K04763	1	1	1	1	1	1	1	1	1	1
K04764	0	0	0	0	0	1	1	1	1	1
K04765	0	0	0	0	0	1	1	1	1	1
K04766	1	1	1	1	1	0	0	0	0	0
K04767	1	1	1	1	1	1	1	1	1	1
K04768	1	1	1	1	1	1	1	1	1	1
K04771	1	0	0	1	0	1	0	0	0	0
K04772	0	0	0	1	1	1	1	1	1	1
K04773	0	0	0	0	0	1	1	1	1	1
K04775	0	0	0	0	0	0	0	0	0	1
K04780	0	0	0	0	0	0	0	1	0	0
K04884	0	0	0	0	0	1	1	1	1	1
K05020	1	1	1	1	1	0	0	0	0	0
K05275	1	1	0	0	0	1	1	1	1	1
K05299	0	0	0	0	0	0	0	1	1	0
K05301	0	0	0	0	0	1	1	1	1	1
K05303	0	0	0	0	0	0	0	0	1	0
K05308	0	0	0	0	0	1	1	1	1	1
K05311	1	1	1	1	1	0	0	0	0	0
K05337	1	1	1	1	1	0	0	0	0	0
K05339	1	1	1	1	1	0	0	0	0	0
K05340	1	1	1	1	1	1	1	0	1	0
K05343	0	0	0	0	0	1	1	1	1	1
K05346	0	0	0	0	0	1	1	1	1	1
K05349	1	1	1	1	1	1	1	1	1	1
K05350	1	1	1	1	1	1	1	1	1	1
K05351	0	0	0	0	0	1	1	1	1	1
K05358	0	0	0	0	0	1	1	1	1	1
K05366	1	1	1	1	1	1	1	1	1	1
K05367	0	1	0	0	0	1	1	1	1	1
K05375	0	0	0	0	0	0	1	0	0	1
K05384	1	1	1	1	1	0	0	0	0	0
K05389	1	1	1	1	1	0	0	0	0	0
K05499	1	1	1	1	1	1	1	1	1	1
K05516	1	1	1	1	1	1	1	1	1	1
K05520	1	1	1	1	1	0	0	0	0	0
K05523	0	0	0	0	0	0	0	0	0	1
K05524	0	0	0	0	0	1	1	1	1	1
K05527	0	0	0	0	0	1	1	1	1	1
K05539	0	0	0	0	0	1	1	1	1	1
K05540	1	1	1	1	1	1	1	1	1	1
K05548	0	0	0	0	0	1	1	1	1	1
K05549	0	0	0	0	0	0	0	0	0	1
K05550	0	0	0	0	0	0	0	0	0	1
K05555	1	1	1	1	1	1	1	1	1	1
K05558	0	0	0	0	0	0	0	1	0	0
K05559	0	0	0	1	0	0	0	0	0	0
K05565	1	1	1	1	1	1	1	1	1	1
K05566	1	1	1	1	1	1	1	1	1	1
K05567	1	0	1	1	1	1	1	1	1	1
K05568	1	1	1	1	1	1	1	1	1	1
K05569	1	1	1	1	1	1	1	1	1	1
K05570	1	1	1	1	1	1	1	1	0	1
K05571	1	1	1	1	1	1	1	1	1	1
K05589	0	0	0	0	0	1	1	1	1	1
K05592	1	1	1	1	1	1	1	1	1	1
K05593	1	1	1	1	1	0	0	0	0	0
K05594	0	0	0	0	0	1	1	1	1	1
K05595	0	0	0	0	0	1	1	1	1	1
K05596	0	0	0	0	0	1	1	1	1	1
K05603	0	0	0	0	0	1	1	1	1	1
K05605	0	0	0	0	0	1	1	1	1	1
K05606	1	1	1	1	1	1	1	1	1	1
K05614	1	1	1	1	1	0	0	0	0	0
K05685	0	1	0	0	0	1	1	1	1	1
K05710	0	1	0	0	0	1	1	1	1	1
K05711	1	0	0	0	0	0	0	0	0	0
K05712	1	1	1	1	1	1	1	1	1	1
K05714	1	1	1	1	1	1	1	1	1	1
K05715	0	0	0	0	0	0	0	1	1	0
K05770	1	1	1	1	1	1	1	0	0	0
K05774	0	0	0	0	0	1	1	1	1	1
K05777	1	1	1	1	1	0	0	0	0	0
K05780	0	0	0	0	0	1	1	1	1	1
K05781	0	0	0	0	0	1	1	1	1	1
K05782	0	0	0	0	0	1	1	1	1	1
K05783	0	0	0	0	0	0	0	0	0	1
K05784	0	0	0	0	0	0	0	0	0	1
K05785	0	0	0	0	0	1	1	0	0	1
K05786	1	1	1	1	1	1	1	1	1	1
K05788	0	0	0	0	0	1	1	1	1	1
K05794	1	1	1	1	1	1	1	1	1	1
K05795	0	0	0	0	0	0	0	1	0	0
K05799	1	1	1	1	1	1	1	1	1	1
K05800	0	1	1	0	1	1	1	1	1	1
K05801	0	0	0	0	0	1	1	1	1	1
K05802	0	0	0	0	0	1	1	1	1	1
K05803	0	0	0	0	0	0	0	1	0	0
K05805	0	0	0	0	0	1	1	1	1	1
K05807	0	0	0	0	0	1	1	1	1	1
K05808	1	1	1	1	1	1	1	1	1	1
K05810	1	1	1	1	1	1	1	1	1	1
K05813	1	1	1	0	0	1	1	1	1	1
K05814	1	1	1	0	0	1	1	1	1	1
K05815	1	1	1	0	0	1	1	1	1	1
K05820	1	1	1	1	1	1	1	1	1	1
K05822	1	1	1	1	1	0	0	0	0	0
K05823	1	1	1	1	1	0	0	0	0	0
K05825	0	0	0	0	0	1	1	1	1	1
K05832	0	0	0	0	0	1	1	1	1	1
K05833	0	0	0	0	0	1	1	1	1	1
K05834	0	0	0	0	0	1	1	1	1	1
K05835	0	0	0	0	0	1	1	1	1	1
K05836	0	0	0	0	0	1	1	1	1	1
K05837	1	1	1	1	1	0	0	0	0	0
K05838	0	1	0	0	0	1	1	1	1	1
K05841	0	0	0	0	0	0	1	0	0	0
K05844	1	1	1	1	1	0	0	0	0	0
K05845	1	0	1	1	0	1	1	1	1	1
K05846	1	1	1	1	1	1	1	1	1	1
K05847	1	1	1	1	1	1	1	1	1	1
K05851	0	1	0	0	0	0	0	0	0	0
K05874	1	1	1	1	1	1	1	1	1	1
K05875	0	0	0	0	0	1	1	1	1	1
K05876	0	0	0	0	0	0	1	0	0	0
K05878	1	1	1	1	1	1	1	1	1	1
K05879	1	1	1	1	1	1	1	1	1	1
K05881	1	1	1	1	1	1	1	1	1	1
K05882	0	0	0	0	0	1	1	1	1	1
K05884	0	0	0	0	0	1	1	1	1	1
K05895	0	0	0	0	0	0	1	0	1	1
K05896	1	1	1	1	1	1	1	1	1	1
K05897	0	1	0	0	0	0	0	0	0	0
K05898	0	0	0	0	0	0	0	1	0	0
K05901	0	0	0	1	0	0	0	1	0	0
K05916	1	1	1	1	1	1	1	1	1	1
K05925	0	0	0	0	0	0	0	0	0	1
K05928	0	0	0	0	0	1	0	1	0	0
K05936	0	0	0	0	0	1	1	1	1	1
K05937	1	0	1	0	1	0	0	0	0	0
K05939	0	1	0	0	0	1	1	1	1	1
K05946	0	0	0	0	0	1	1	1	1	1
K05964	0	1	0	0	0	0	0	0	0	0
K05967	1	1	1	1	1	1	0	0	1	1
K05972	0	0	0	0	0	1	1	1	1	1
K05973	0	0	0	0	0	1	1	1	1	1
K05985	1	1	1	1	1	0	0	0	0	0
K05986	0	0	0	0	0	1	0	1	0	0
K05989	0	0	0	0	0	1	1	1	1	1
K05995	1	1	1	0	1	0	1	1	1	0
K06016	0	0	0	0	0	1	1	1	1	1
K06019	1	1	1	1	1	0	0	0	0	0
K06020	0	0	0	0	0	1	1	1	1	1
K06023	1	1	1	1	1	1	1	1	1	1
K06024	1	1	1	1	1	1	1	1	1	1
K06030	1	1	1	1	1	0	0	0	0	0
K06035	0	0	0	0	0	1	1	0	0	0
K06037	0	0	0	0	0	1	1	1	1	1
K06041	0	1	0	0	0	1	1	1	1	1
K06042	0	0	0	0	0	1	1	1	1	1
K06044	0	0	0	0	0	1	1	1	1	1
K06046	0	0	0	0	0	0	0	0	1	0
K06048	0	0	0	0	0	1	1	1	1	1
K06075	0	0	0	0	0	1	1	1	1	1
K06076	0	0	0	0	0	1	1	1	1	1
K06113	0	0	1	1	1	0	0	0	0	1
K06117	1	1	1	1	1	1	1	1	1	1
K06118	0	0	0	0	0	1	1	1	1	1
K06123	0	0	0	0	0	1	1	1	1	1
K06125	0	0	0	0	0	1	1	1	1	1
K06127	0	0	0	0	0	1	1	1	1	1
K06131	1	1	1	1	1	1	1	1	1	1
K06132	0	0	0	0	0	0	1	0	0	0
K06133	0	0	0	0	0	0	0	1	0	0
K06134	0	0	0	0	0	0	0	0	0	1
K06145	0	1	0	0	0	1	1	1	1	1
K06147	0	0	0	0	0	1	1	1	1	1
K06148	0	0	0	0	0	0	1	1	0	1
K06149	1	1	1	1	1	1	1	1	0	1
K06151	0	0	0	0	0	0	1	1	0	0
K06153	1	1	1	1	1	1	1	1	1	1
K06156	1	1	1	1	1	0	0	0	0	0
K06158	1	1	1	1	1	1	1	1	1	1
K06162	0	0	0	0	0	1	1	1	1	1
K06163	0	0	0	0	0	1	1	1	1	1
K06164	0	0	0	0	0	1	1	1	1	1
K06165	0	0	0	0	0	1	1	1	1	1
K06166	0	0	0	0	0	1	1	1	1	1
K06167	1	1	1	1	1	1	1	1	1	1
K06168	0	1	0	0	0	1	1	1	1	1
K06173	1	1	1	1	1	1	1	1	1	1
K06178	1	1	1	1	1	1	1	1	1	1
K06179	0	0	0	0	0	1	1	1	1	1
K06180	1	1	1	1	1	1	1	1	1	1
K06182	1	1	1	1	1	0	0	0	0	0
K06183	1	1	1	1	1	0	0	0	0	0
K06186	0	0	0	0	0	1	1	1	1	1
K06187	1	1	1	1	1	1	1	1	1	1
K06188	0	0	0	0	0	1	1	1	1	1
K06189	0	0	0	0	1	1	1	1	1	1
K06190	0	0	0	0	0	1	1	1	1	1
K06191	0	0	0	0	0	1	1	1	1	1
K06193	1	1	1	1	1	1	1	1	1	1
K06194	0	0	0	0	0	1	1	1	1	1
K06195	0	0	0	0	0	1	1	1	1	1
K06196	1	1	1	1	1	1	1	1	1	1
K06198	1	1	1	1	1	0	0	1	0	0
K06199	1	1	1	1	1	1	1	1	1	1
K06200	1	1	1	1	1	0	0	0	0	0
K06201	1	1	1	1	1	1	1	1	1	1
K06203	0	0	0	0	0	1	1	1	1	1
K06204	1	1	1	1	1	1	1	1	1	1
K06205	0	1	0	0	0	0	0	0	0	0
K06206	1	1	1	0	0	0	0	0	0	0
K06207	1	1	1	1	1	1	1	1	1	1
K06211	0	1	0	0	0	1	0	0	1	0
K06213	1	1	1	1	1	1	1	1	1	1
K06215	1	1	1	1	1	0	0	0	0	0
K06217	1	1	1	1	1	1	1	1	1	1
K06218	0	0	0	1	0	1	1	1	0	0
K06221	1	1	1	1	1	1	1	1	1	1
K06222	0	0	0	0	0	0	1	1	1	0
K06265	0	0	0	0	0	1	1	1	1	0
K06281	0	1	0	0	0	0	0	0	0	0
K06284	1	1	1	1	1	0	0	0	0	0
K06286	1	1	1	1	1	0	0	0	0	0
K06287	1	1	1	1	1	1	1	1	1	1
K06306	0	0	0	1	1	0	0	0	0	0
K06320	1	1	1	1	1	1	1	1	1	1
K06324	1	1	1	0	0	0	0	0	0	0
K06330	0	0	1	0	1	0	0	0	0	0
K06349	1	1	1	1	1	0	0	0	0	0
K06350	0	0	0	0	0	0	0	0	0	1
K06351	0	0	0	0	0	1	1	1	1	1
K06375	1	1	1	1	1	0	0	0	0	0
K06376	1	1	1	1	1	0	0	0	0	0
K06377	1	1	1	1	1	0	0	0	0	0
K06384	1	1	1	1	1	0	0	1	1	1
K06400	1	1	1	1	1	0	1	1	1	1
K06409	1	1	1	1	1	0	0	0	0	0
K06412	1	1	1	1	1	0	0	0	0	0
K06413	1	1	1	1	1	0	0	0	0	0
K06415	0	0	0	0	0	1	1	1	1	1
K06416	1	1	1	1	1	0	0	0	0	0
K06439	1	0	0	0	0	0	0	0	0	0
K06440	1	0	0	0	0	0	0	0	0	0
K06442	1	1	1	1	1	1	1	1	1	1
K06518	1	1	1	1	1	0	0	0	0	0
K06568	1	0	1	0	0	0	0	0	0	0
K06595	1	1	1	1	1	0	1	0	0	0
K06599	0	0	0	0	0	1	1	1	1	1
K06601	0	0	0	0	0	1	1	1	1	1
K06602	0	0	0	0	0	1	1	1	1	1
K06603	1	1	1	1	1	0	0	0	0	0
K06604	1	1	1	1	1	0	0	0	0	0
K06605	0	0	0	0	0	1	1	1	1	1
K06606	0	0	0	0	0	1	1	1	1	1
K06607	0	1	0	1	1	1	1	1	1	1
K06720	0	0	0	0	0	1	1	1	1	1
K06726	1	1	1	0	0	0	0	0	0	0
K06816	0	0	0	0	0	1	1	1	1	0
K06861	0	1	0	0	0	1	1	1	1	1
K06865	1	1	1	1	1	0	0	0	0	0
K06867	1	1	1	1	1	0	1	1	1	1
K06876	1	1	1	1	1	0	0	0	0	0
K06877	1	1	1	1	1	1	1	1	0	0
K06878	1	1	1	1	1	1	1	1	1	1
K06879	0	1	0	0	0	0	0	0	0	0
K06881	1	1	1	1	1	0	0	0	0	0
K06882	1	0	1	0	0	0	0	0	0	0
K06883	1	0	1	1	1	0	0	0	0	0
K06885	1	1	1	1	1	0	0	0	0	0
K06886	1	1	1	1	0	1	1	1	1	1
K06889	1	1	1	1	1	1	1	1	1	1
K06890	0	0	0	0	0	1	1	1	1	1
K06891	0	0	0	0	0	1	1	1	1	1
K06893	0	0	0	0	0	1	1	1	1	1
K06894	0	0	0	0	0	1	1	1	1	1
K06895	0	1	0	0	0	1	1	1	1	1
K06896	1	1	1	1	1	0	1	1	1	0
K06901	1	1	1	1	1	0	0	0	0	0
K06902	0	0	0	0	0	1	1	1	1	1
K06903	0	0	0	0	1	0	0	0	0	1
K06904	0	0	0	1	0	0	0	0	0	0
K06905	0	0	0	0	0	0	0	0	0	1
K06906	0	0	0	0	0	0	0	0	0	1
K06907	0	0	0	0	0	0	0	0	0	1
K06908	0	0	0	0	0	0	0	0	0	1
K06909	0	1	0	0	1	1	0	0	0	0
K06910	0	0	0	0	0	0	1	1	1	1
K06911	1	1	1	1	1	1	1	1	1	1
K06912	0	0	0	0	0	0	0	1	0	0
K06915	0	0	0	0	0	1	1	1	1	1
K06916	0	1	0	0	0	1	1	1	1	1
K06918	0	0	0	0	0	1	1	1	1	1
K06919	0	1	0	0	0	0	0	0	0	1
K06920	1	1	1	1	1	1	1	1	1	1
K06921	0	0	0	0	0	1	1	1	0	0
K06923	0	0	0	0	0	1	1	1	1	1
K06925	1	1	1	1	1	0	0	0	0	0
K06929	1	1	1	1	1	1	1	1	1	1
K06930	0	0	0	1	0	1	1	0	1	1
K06934	0	0	0	0	0	0	0	0	1	0
K06938	0	0	0	0	0	0	1	0	0	0
K06940	0	0	0	0	0	1	1	1	1	1
K06941	1	1	1	1	1	1	1	1	1	1
K06946	1	1	1	1	1	0	0	0	0	0
K06948	1	1	1	1	1	0	0	0	0	0
K06949	1	1	1	1	1	1	1	1	1	1
K06950	1	1	1	1	1	1	1	1	1	1
K06952	0	0	0	0	0	1	1	1	1	1
K06953	0	0	0	0	0	1	1	1	1	1
K06954	0	0	0	0	0	1	1	1	1	1
K06958	1	1	1	1	1	0	0	0	0	0
K06959	1	1	1	1	1	1	1	1	1	1
K06962	1	1	1	1	1	0	0	0	0	0
K06966	0	0	0	0	0	1	0	0	0	0
K06967	1	1	1	1	1	0	0	0	0	0
K06968	0	1	0	0	0	0	0	0	0	0
K06969	0	0	0	0	0	1	1	1	1	1
K06971	0	0	0	0	0	1	1	1	1	1
K06973	1	1	1	1	1	0	0	0	0	0
K06975	0	0	0	0	0	1	1	1	1	1
K06976	1	1	1	1	1	0	0	0	0	0
K06978	0	0	0	0	0	1	1	1	1	1
K06980	0	0	0	0	0	1	1	1	1	1
K06985	0	0	0	1	0	1	1	1	1	1
K06987	0	0	0	0	0	1	1	1	1	1
K06988	1	1	1	1	1	1	1	1	1	1
K06989	0	0	0	0	0	0	0	1	0	0
K06994	1	1	1	1	1	0	0	0	0	0
K06995	0	0	0	0	0	1	1	1	1	1
K06996	0	0	0	0	0	1	1	1	1	1
K06997	1	1	1	1	1	1	1	1	1	1
K06998	0	0	0	0	0	1	1	1	1	1
K06999	1	0	0	1	1	1	1	1	1	1
K07000	0	1	0	0	0	0	0	0	0	0
K07001	0	0	0	0	0	1	1	1	1	1
K07002	0	0	0	0	0	1	1	1	1	1
K07004	1	1	1	1	1	1	1	1	1	1
K07005	0	0	0	0	0	1	1	1	1	1
K07006	0	0	0	0	0	1	1	1	1	1
K07007	1	1	1	1	1	1	1	1	1	1
K07010	0	0	0	0	0	1	1	1	1	1
K07012	0	0	0	1	1	0	0	0	0	0
K07015	1	1	1	1	1	0	0	0	0	0
K07017	1	1	1	1	1	1	1	1	1	1
K07018	1	0	0	0	0	1	1	1	1	1
K07020	1	0	1	0	0	1	1	1	1	1
K07025	1	1	1	1	1	1	1	1	0	1
K07027	0	0	0	0	0	0	0	1	0	0
K07028	1	1	1	1	1	1	1	1	1	1
K07029	1	1	1	1	1	1	1	1	1	1
K07030	1	1	1	1	1	0	0	0	0	0
K07031	0	0	0	0	0	0	0	1	0	0
K07032	1	1	1	1	1	1	1	1	1	1
K07035	1	1	1	1	1	0	0	0	0	0
K07037	1	1	1	1	1	0	0	0	0	0
K07038	1	1	1	1	1	0	1	0	0	1
K07039	0	0	0	0	0	1	0	1	0	0
K07040	1	1	1	1	1	1	1	1	1	1
K07041	0	0	1	0	0	0	0	0	0	0
K07042	1	1	1	1	1	1	1	1	1	1
K07046	0	0	0	0	0	1	1	1	1	1
K07047	1	1	1	1	1	1	1	1	1	0
K07048	0	0	0	0	0	1	1	1	1	1
K07050	1	1	1	1	1	1	1	1	1	1
K07052	1	1	1	1	1	0	0	0	0	0
K07054	1	1	1	1	1	1	1	1	1	1
K07055	0	0	0	1	0	0	0	0	0	0
K07056	1	1	1	1	1	1	1	1	1	1
K07058	1	1	1	1	1	1	1	1	1	1
K07059	0	0	0	0	0	1	1	1	1	1
K07062	0	0	0	0	0	1	1	1	1	1
K07064	0	0	0	0	0	0	0	0	1	1
K07071	1	1	1	1	1	0	1	0	0	0
K07074	0	0	0	0	0	0	0	0	1	0
K07075	0	0	0	1	1	1	0	0	1	0
K07076	1	0	1	1	1	1	1	0	1	1
K07079	0	0	0	0	0	0	1	0	0	1
K07082	1	1	1	1	1	1	1	1	1	1
K07084	1	1	1	1	1	0	0	0	0	0
K07085	0	1	0	0	0	0	0	0	0	0
K07086	1	1	1	1	1	0	0	0	0	0
K07089	0	0	0	1	1	0	0	0	0	0
K07090	1	1	1	1	1	1	1	1	1	1
K07091	0	0	0	0	0	1	1	1	1	1
K07092	1	1	1	1	1	1	1	1	1	1
K07094	1	1	1	1	1	0	0	0	0	0
K07095	1	1	1	1	1	1	1	1	1	1
K07096	0	0	0	0	0	0	1	1	0	1
K07098	1	1	1	1	1	1	1	1	1	1
K07102	1	0	1	1	1	1	1	1	1	1
K07104	1	1	1	1	1	1	1	1	1	1
K07105	1	1	1	1	1	0	0	0	0	0
K07106	1	1	1	1	1	0	0	0	0	0
K07107	1	1	1	1	1	1	1	1	1	1
K07110	0	0	0	0	0	1	1	1	1	1
K07112	0	0	0	0	0	0	1	0	1	1
K07113	0	0	0	0	0	1	1	1	1	1
K07114	0	0	0	1	0	1	1	1	1	1
K07115	0	0	0	0	0	1	1	1	1	1
K07118	1	1	1	1	1	0	1	0	0	1
K07120	0	0	0	0	0	1	1	1	1	1
K07121	0	1	0	0	0	0	0	0	0	0
K07122	0	0	0	0	0	1	1	1	1	1
K07123	0	0	0	0	0	1	1	1	1	1
K07124	1	1	1	1	1	1	1	1	1	1
K07126	0	0	0	0	0	1	1	1	1	1
K07127	0	0	0	0	0	1	1	0	1	0
K07130	1	1	1	1	1	0	1	0	0	1
K07133	0	0	0	0	0	0	0	1	1	1
K07137	0	0	0	0	0	1	0	0	1	0
K07139	1	1	1	1	1	0	0	0	0	0
K07140	0	0	0	0	0	1	1	1	1	1
K07141	0	0	0	1	0	1	1	1	1	1
K07145	0	0	0	0	0	1	1	1	1	1
K07146	1	1	1	1	1	1	1	1	1	1
K07147	0	0	0	0	0	1	1	1	1	1
K07148	1	1	1	1	1	0	0	0	1	0
K07149	1	1	1	1	1	0	0	0	0	0
K07150	1	1	1	1	1	0	0	0	0	0
K07152	1	1	1	1	1	1	1	1	1	1
K07154	0	0	0	0	0	1	1	1	1	1
K07155	0	0	0	0	0	1	1	1	1	1
K07156	0	0	0	0	0	1	0	0	1	0
K07157	0	0	0	0	0	1	1	1	1	1
K07160	0	0	0	0	0	1	1	1	1	1
K07165	0	0	0	1	0	1	1	1	1	1
K07167	1	1	1	1	1	1	1	1	1	1
K07168	0	0	0	0	0	1	1	1	1	1
K07171	1	1	1	1	1	0	0	0	0	0
K07172	1	0	0	1	0	1	1	1	1	1
K07173	1	1	1	1	1	0	0	0	0	0
K07175	1	1	1	1	1	0	0	0	0	0
K07176	1	1	1	1	1	0	0	0	0	0
K07177	1	1	1	1	1	0	0	0	0	0
K07180	0	0	0	0	0	1	1	1	1	1
K07181	1	1	1	1	1	0	0	0	0	0
K07182	0	0	0	0	0	1	1	1	1	1
K07183	0	0	0	0	0	1	1	1	1	1
K07184	1	1	1	1	1	0	0	1	1	1
K07192	1	1	1	1	1	1	1	1	1	1
K07213	1	1	1	1	1	0	0	0	0	0
K07215	0	0	0	0	0	1	1	1	1	1
K07217	1	0	0	0	0	0	0	0	0	0
K07218	0	1	1	1	1	1	1	1	1	1
K07220	0	0	0	0	0	1	1	1	1	1
K07222	0	0	0	1	1	1	1	1	1	1
K07223	0	1	0	0	0	0	0	0	0	0
K07224	0	1	0	0	0	1	1	0	1	0
K07225	0	0	0	0	0	1	1	1	1	1
K07226	0	0	0	0	0	1	1	1	1	1
K07228	1	1	1	1	1	0	0	0	0	0
K07229	0	0	0	0	0	1	1	1	1	1
K07231	0	0	0	0	0	1	1	1	1	1
K07232	0	0	0	0	0	1	1	1	1	1
K07238	1	1	1	1	1	0	0	0	0	0
K07240	1	1	1	1	1	1	1	0	1	1
K07245	0	0	0	0	0	1	1	0	1	0
K07246	0	1	0	0	0	1	1	1	1	1
K07250	0	0	0	0	0	1	1	1	1	1
K07251	1	1	1	1	1	1	1	1	1	1
K07257	0	0	0	0	0	0	0	1	0	0
K07258	1	1	1	1	1	1	1	1	1	1
K07260	1	1	1	1	1	0	0	0	0	1
K07261	0	0	0	0	0	1	1	1	1	1
K07263	1	1	1	1	1	1	1	1	1	1
K07270	0	0	0	0	0	0	0	0	1	1
K07272	0	0	0	0	0	0	0	0	0	1
K07273	0	0	0	0	0	1	1	1	1	1
K07274	0	0	0	0	0	1	1	1	1	1
K07277	0	0	0	0	0	1	1	1	1	1
K07278	0	1	0	0	0	1	1	1	1	1
K07280	0	0	0	1	1	0	0	0	0	0
K07282	1	1	1	1	1	0	0	0	0	0
K07284	1	1	1	1	1	1	1	1	1	1
K07289	0	1	0	0	0	1	1	1	1	1
K07300	0	0	0	0	0	1	1	1	1	1
K07301	1	1	1	1	1	0	0	0	0	0
K07302	0	0	0	0	0	1	1	1	1	0
K07303	0	0	0	0	0	0	1	1	1	0
K07304	0	0	0	0	0	1	1	1	1	1
K07305	0	0	0	0	0	1	1	1	1	1
K07306	0	1	0	0	0	0	0	0	0	0
K07307	0	1	0	0	0	0	0	0	0	0
K07309	0	1	0	0	0	0	0	0	0	0
K07312	0	1	0	0	0	0	0	0	0	0
K07313	1	1	1	1	1	1	1	1	1	1
K07315	0	0	0	0	0	1	1	1	1	1
K07317	0	0	0	0	0	1	1	1	1	0
K07319	0	0	0	0	0	0	0	0	0	1
K07322	1	1	1	1	0	0	0	0	0	0
K07326	0	1	0	0	0	1	0	0	1	1
K07334	0	0	0	0	0	0	0	0	1	0
K07335	1	1	1	1	1	1	1	1	1	1
K07338	0	0	0	0	0	1	1	1	1	1
K07340	1	1	1	1	1	1	1	1	1	1
K07341	0	0	0	0	0	1	1	1	1	1
K07343	0	0	0	0	0	1	1	1	1	1
K07344	0	0	1	0	1	0	1	0	1	1
K07345	0	1	0	0	0	0	0	0	0	0
K07347	0	1	0	0	0	0	0	0	0	0
K07348	0	1	0	0	0	0	0	0	0	0
K07351	0	1	0	0	0	0	0	0	0	0
K07354	0	1	0	0	0	0	0	0	0	0
K07369	0	0	0	0	0	1	1	1	1	1
K07387	0	1	0	0	0	0	0	0	0	0
K07390	0	0	0	0	0	1	1	1	1	1
K07391	0	1	0	0	0	1	1	1	1	1
K07393	0	0	0	1	0	1	1	1	1	1
K07396	1	1	1	1	1	1	1	1	1	1
K07397	1	1	1	1	1	1	1	1	1	1
K07399	1	1	1	1	1	0	0	0	0	0
K07401	0	0	0	0	0	1	1	1	1	1
K07402	0	0	0	0	0	1	1	1	1	1
K07403	1	1	1	1	1	0	0	1	1	1
K07404	0	1	0	0	0	1	1	0	1	0
K07406	0	0	0	0	0	1	1	1	1	1
K07407	0	1	1	1	0	0	0	0	0	0
K07432	0	0	0	0	0	0	1	0	0	0
K07441	0	0	0	0	0	1	1	1	1	1
K07444	1	1	1	1	1	0	0	0	0	0
K07447	1	1	1	1	1	1	1	1	1	1
K07448	0	1	1	0	0	1	0	0	0	1
K07449	1	1	1	1	1	0	0	0	0	0
K07451	1	1	1	1	1	1	1	1	1	1
K07452	0	0	0	0	0	1	0	1	0	1
K07453	1	1	0	0	0	0	0	0	0	0
K07454	0	0	1	0	0	1	1	1	0	0
K07455	0	1	0	0	1	0	0	0	0	0
K07456	1	1	1	1	1	0	0	0	0	0
K07458	0	1	0	1	1	0	0	1	1	0
K07459	1	1	1	0	1	1	1	1	1	1
K07460	0	0	0	0	0	1	1	1	1	1
K07461	1	1	1	0	1	1	1	0	1	0
K07462	1	1	1	1	1	1	1	1	1	1
K07464	0	0	0	1	1	0	0	0	0	0
K07471	0	0	0	0	0	0	1	0	0	0
K07473	0	0	0	0	0	1	1	0	1	0
K07474	0	1	0	0	1	1	0	0	0	1
K07478	1	1	1	1	1	1	1	1	1	1
K07481	0	1	0	0	0	1	1	0	1	0
K07482	1	1	0	0	0	1	1	1	1	1
K07483	1	1	1	1	1	1	1	1	1	1
K07484	0	0	0	0	0	1	1	1	1	1
K07485	1	1	0	0	0	1	0	0	0	1
K07486	0	0	0	0	0	1	1	1	1	1
K07487	1	1	1	1	1	1	1	1	0	0
K07490	0	1	0	0	0	0	0	0	0	0
K07491	1	0	0	0	1	0	0	0	0	0
K07492	0	0	0	1	0	1	1	1	1	1
K07493	0	0	0	0	0	1	1	0	0	1
K07494	0	0	0	0	0	1	1	1	1	1
K07495	0	0	0	0	0	0	0	1	0	1
K07496	1	1	1	1	1	0	0	0	0	0
K07497	1	1	1	1	1	1	1	1	1	1
K07498	0	0	0	0	0	1	1	1	1	1
K07499	0	0	0	0	0	0	1	1	1	1
K07502	1	1	1	1	1	0	0	0	0	0
K07503	0	0	0	0	0	0	1	0	0	0
K07504	0	0	0	0	0	0	0	0	0	1
K07505	0	0	0	0	0	0	0	1	0	0
K07506	1	1	1	0	0	1	1	1	1	1
K07507	0	0	1	0	0	1	1	1	1	1
K07511	0	1	0	0	0	1	1	1	1	1
K07512	0	0	0	0	0	1	1	1	1	1
K07516	1	1	1	1	1	0	0	0	0	0
