ID	count
K11927	1
K11959	1
K11960	1
K11961	1
K11962	1
K11963	1
K12256	1
K12308	1
K12368	1
K12369	1
K12370	1
K12371	1
K12372	1
K12373	1
K12583	1
K12658	1
K12945	1
K12972	1
K12978	1
K12989	1
K12997	1
K13015	1
K13017	1
K13018	1
K13020	1
K13021	1
K13412	1
K13481	1
K13482	1
K13483	1
K13485	1
K13503	1
K13533	1
K13587	1
K13598	1
K13657	1
K13668	1
K13688	1
K13693	1
K13788	1
K13797	1
K13821	1
K13829	1
K13893	1
K13894	1
K13895	1
K13896	1
K13953	1
K14085	1
K14159	1
K14259	1
K14261	1
K14286	1
K14633	1
K14977	1
K15371	1
