ID	count
VOG19343	1
VOG19351	1
VOG19360	1
VOG19363	1
VOG19698	1
VOG20124	1
VOG20327	1
VOG20698	1
VOG20801	1
VOG20806	1
VOG20955	1
VOG20978	1
VOG21123	1
VOG21204	1
VOG21226	1
VOG21288	1
VOG21290	1
VOG21292	1
VOG21314	1
VOG21335	1
VOG21345	1
VOG21354	1
VOG21380	1
VOG21382	1
VOG21385	1
VOG21387	1
VOG21389	1
VOG22054	1
VOG22184	1
VOG22891	1
VOG22895	1
VOG22909	1
VOG22917	1
VOG22935	1
VOG22948	1
VOG24258	1
VOG24539	1
VOG24573	1
VOG24845	1
VOG25309	1
VOG25887	1
VOG27087	1
VOG27111	1
VOG27780	1
VOG28198	1
VOG28199	1
VOG28221	1
VOG28308	1
VOG28359	1
VOG28396	1
VOG28529	1
VOG28530	1
VOG28531	1
VOG28537	1
VOG28631	1
VOG28640	1
VOG29077	1
VOG29693	1
VOG30456	1
VOG30458	1
VOG30911	1
VOG30939	1
VOG31127	1
VOG31344	1
VOG32117	1
VOG32231	1
VOG32551	1
VOG32986	1
VOG33004	1
VOG33006	1
VOG33029	1
VOG33053	1
VOG33075	1
VOG33137	1
VOG33225	1
VOG33229	1
VOG33234	1
VOG33235	1
VOG33271	1
VOG33557	1
VOG33559	1
VOG33679	1
VOG34404	1
VOG34642	1
VOG35164	1
VOG35410	1
VOG35465	1
VOG35943	1
VOG36004	1
VOG36316	1
VOG36874	1
VOG36909	1
VOG36954	1
