ID	DJ	GIC31	RW1	RW2	Rleg
COG1165	0	1	0	1	0
COG1166	1	0	0	0	0
COG1167	1	1	0	1	1
COG1168	0	1	0	1	0
COG1169	1	1	0	1	0
COG1171	1	0	1	0	1
COG1172	1	1	0	1	1
COG1173	1	1	1	1	1
COG1174	0	1	0	1	1
COG1175	1	1	0	1	1
COG1176	1	1	0	1	1
COG1177	1	1	0	1	1
COG1178	1	1	0	1	1
COG1179	1	1	0	1	0
COG1180	0	1	0	1	0
COG1181	1	1	0	1	1
COG1182	1	1	0	1	1
COG1183	1	1	0	1	1
COG1185	1	1	0	1	1
COG1186	1	1	0	1	1
COG1187	1	1	0	1	1
COG1188	1	1	0	1	1
COG1189	0	1	0	1	1
COG1190	1	1	0	1	1
COG1191	1	1	0	1	1
COG1192	1	0	0	1	1
COG1193	0	1	0	1	0
COG1194	1	1	0	1	1
COG1195	1	1	0	1	1
COG1197	1	1	1	1	1
COG1198	1	1	0	1	1
COG1199	1	1	0	1	0
COG1200	1	1	0	1	1
COG1201	0	0	0	0	1
COG1203	1	0	0	0	0
COG1205	0	1	0	1	0
COG1206	0	1	0	1	1
COG1207	1	1	1	1	1
COG1208	1	0	0	0	1
COG1209	1	0	1	1	1
COG1210	1	1	0	1	1
COG1211	1	1	0	1	0
COG1212	1	0	0	0	1
COG1213	1	0	0	0	1
COG1214	1	1	0	1	1
COG1216	1	1	1	1	1
COG1217	1	1	0	1	1
COG1218	1	0	0	0	1
COG1219	1	1	0	1	1
COG1220	1	1	0	1	1
COG1223	0	1	0	1	1
COG1226	0	0	0	0	1
COG1227	0	1	0	1	0
COG1228	1	1	1	1	1
COG1230	1	1	0	1	1
COG1231	1	1	0	1	1
COG1232	0	1	0	1	0
COG1233	0	1	0	1	0
COG1234	0	1	0	1	0
COG1235	1	1	0	1	1
COG1236	1	0	0	1	1
COG1238	0	0	0	0	1
COG1240	1	0	0	0	1
COG1242	0	1	0	1	0
COG1245	0	1	0	1	0
COG1246	1	1	0	0	1
COG1247	1	1	0	1	1
COG1249	1	1	1	1	1
COG1250	1	1	0	1	1
COG1251	1	1	0	1	1
COG1252	1	1	1	1	1
COG1253	1	1	0	1	1
COG1254	1	1	0	1	1
COG1256	1	1	0	1	1
COG1261	1	0	1	0	1
COG1262	1	0	0	0	1
COG1263	0	1	0	1	0
COG1264	0	1	0	1	0
COG1266	1	1	0	1	0
COG1267	1	1	0	1	0
COG1268	0	1	0	1	1
COG1270	1	0	0	0	1
COG1271	1	1	0	1	1
COG1272	1	1	0	1	1
COG1273	0	0	0	0	1
COG1275	0	0	0	0	1
COG1277	1	1	0	1	0
COG1278	1	1	0	1	1
COG1279	1	0	0	0	1
COG1280	1	0	0	0	1
COG1281	1	1	0	1	1
COG1282	1	0	0	0	1
COG1283	1	1	0	1	1
COG1284	0	1	0	1	1
COG1285	1	0	0	1	1
COG1286	1	1	0	1	1
COG1287	0	0	0	0	1
COG1289	1	0	0	0	1
COG1290	1	1	0	1	1
COG1291	1	1	0	1	1
COG1292	0	1	0	1	0
COG1293	0	1	0	1	0
COG1294	1	1	0	1	1
COG1295	1	1	1	1	1
COG1296	0	1	0	1	1
COG1298	1	1	0	1	1
COG1299	0	1	0	1	0
COG1300	1	1	0	1	0
COG1301	1	1	0	1	1
COG1302	0	1	0	1	0
COG1304	1	1	0	1	1
COG1305	1	1	0	1	1
COG1307	0	1	0	1	0
COG1312	0	0	0	0	1
COG1314	1	1	0	1	1
COG1316	0	1	1	1	0
COG1317	1	1	0	1	0
COG1320	1	1	0	1	1
COG1321	0	1	0	1	0
COG1322	0	0	0	0	1
COG1323	0	1	0	1	0
COG1327	1	1	0	1	1
COG1328	0	1	0	1	0
COG1329	0	1	0	1	1
COG1330	1	0	0	0	0
COG1333	0	1	0	1	0
COG1334	1	1	0	1	0
COG1335	1	1	1	1	1
COG1338	1	1	0	1	1
COG1343	1	0	0	0	0
COG1344	1	1	0	1	1
COG1345	1	1	0	1	0
COG1346	1	1	0	1	0
COG1347	1	0	0	0	0
COG1348	1	0	0	0	1
COG1349	1	1	0	1	1
COG1352	1	1	0	1	1
COG1354	1	1	0	1	1
COG1358	0	1	0	1	0
COG1359	1	1	0	1	1
COG1360	1	1	0	1	1
COG1362	1	0	0	0	0
COG1363	1	1	0	1	0
COG1364	1	1	0	1	1
COG1366	1	1	0	1	0
COG1368	1	1	0	1	0
COG1371	1	0	0	0	0
COG1376	1	0	0	0	1
COG1377	1	1	0	1	1
COG1380	1	1	0	1	0
COG1381	1	1	0	1	1
COG1385	1	1	0	1	1
COG1386	1	1	0	1	1
COG1387	0	1	0	1	0
COG1391	1	0	0	0	1
COG1392	1	0	0	0	1
COG1398	1	0	0	0	0
COG1399	1	1	0	1	1
COG1402	0	0	0	0	1
COG1403	1	1	1	0	1
COG1407	0	0	0	0	1
COG1408	0	1	1	1	1
COG1409	1	0	0	0	1
COG1410	1	0	0	0	1
COG1413	1	1	1	1	1
COG1415	0	0	0	0	1
COG1418	0	1	0	1	1
COG1419	1	1	0	1	0
COG1420	0	1	0	1	1
COG1426	1	1	0	1	1
COG1428	0	1	0	1	0
COG1429	1	0	0	0	1
COG1430	0	0	0	0	1
COG1432	0	0	0	0	1
COG1433	1	0	0	0	1
COG1434	1	1	0	1	1
COG1435	0	1	1	1	1
COG1438	0	1	0	1	0
COG1440	0	1	0	1	0
COG1442	1	0	0	0	1
COG1443	1	1	0	1	0
COG1445	1	1	0	1	0
COG1447	0	1	0	1	0
COG1448	1	0	0	0	1
COG1450	1	0	0	0	0
COG1451	1	1	0	1	1
COG1452	1	0	0	0	1
COG1454	1	1	0	1	1
COG1455	0	1	0	1	0
COG1457	1	0	0	0	1
COG1459	1	1	0	1	0
COG1461	0	1	0	1	0
COG1463	1	0	0	0	1
COG1464	1	1	0	1	1
COG1466	1	1	0	1	1
COG1468	1	0	0	0	0
COG1469	1	1	0	1	0
COG1472	1	1	0	1	1
COG1473	0	1	0	1	1
COG1475	1	1	0	1	1
COG1476	1	1	0	1	1
COG1477	1	0	0	0	1
COG1480	0	1	0	1	0
COG1481	0	1	0	1	0
COG1482	0	1	1	1	0
COG1484	1	1	0	1	1
COG1485	1	0	0	0	1
COG1486	1	1	0	1	1
COG1487	1	0	0	0	1
COG1488	1	1	0	1	1
COG1489	1	1	0	1	0
COG1490	1	1	0	1	0
COG1492	1	0	0	0	1
COG1493	1	1	0	1	1
COG1494	0	1	0	1	0
COG1495	1	1	0	1	1
COG1496	1	1	0	1	1
COG1499	1	0	0	0	0
COG1501	0	1	0	1	0
COG1502	1	1	0	1	1
COG1503	0	0	0	1	0
COG1505	0	0	0	0	1
COG1506	1	1	0	1	1
COG1507	0	0	1	0	0
COG1508	1	1	0	1	1
COG1509	1	0	0	0	1
COG1510	0	0	0	0	1
COG1511	0	1	1	1	0
COG1512	1	0	0	0	1
COG1514	1	1	0	1	1
COG1515	1	0	0	0	0
COG1516	1	1	0	1	0
COG1518	1	0	0	0	0
COG1519	1	0	0	0	1
COG1521	1	1	0	1	0
COG1522	1	1	0	1	1
COG1523	1	1	0	1	1
COG1524	1	0	0	0	0
COG1525	1	1	0	1	1
COG1526	1	0	0	0	1
COG1529	1	0	0	0	1
COG1530	1	1	0	1	1
COG1533	0	0	0	0	1
COG1534	1	1	0	1	0
COG1535	1	0	0	0	0
COG1536	1	1	0	1	1
COG1538	1	0	0	0	1
COG1539	1	1	0	1	1
COG1540	1	0	0	0	1
COG1541	0	0	0	0	1
COG1543	0	1	0	1	0
COG1544	1	1	0	1	1
COG1546	1	0	0	0	1
COG1547	0	1	0	1	0
COG1551	1	1	0	1	0
COG1553	1	0	0	0	1
COG1554	0	1	0	1	0
COG1555	1	1	0	1	0
COG1556	1	1	0	1	0
COG1558	1	1	0	1	1
COG1559	1	1	0	1	1
COG1560	1	0	0	0	1
COG1561	1	0	0	0	1
COG1562	1	1	0	1	1
COG1564	0	1	0	1	1
COG1565	0	0	0	0	1
COG1566	1	0	0	0	1
COG1569	1	0	0	0	0
COG1570	1	1	0	1	1
COG1573	0	0	0	0	1
COG1574	1	1	0	1	1
COG1575	0	1	0	1	0
COG1576	1	1	0	1	1
COG1580	1	1	0	1	1
COG1582	0	1	0	1	0
COG1585	1	1	0	1	1
COG1586	1	1	0	1	0
COG1587	1	1	0	1	1
COG1589	1	1	0	1	1
COG1593	1	0	0	0	1
COG1596	1	0	0	0	1
COG1597	1	1	0	1	1
COG1600	1	1	0	1	1
COG1605	0	0	0	0	1
COG1607	1	0	0	0	1
COG1609	1	1	0	1	1
COG1610	0	1	0	1	1
COG1611	1	0	0	0	1
COG1612	1	1	0	1	1
COG1613	1	0	0	0	1
COG1619	0	1	0	1	0
COG1620	1	1	0	1	0
COG1621	1	1	0	1	1
COG1622	1	1	0	1	1
COG1624	0	1	0	1	0
COG1626	0	0	0	0	1
COG1637	0	0	0	0	1
COG1638	1	0	0	0	1
COG1639	1	0	0	0	0
COG1640	1	0	0	0	1
COG1643	1	0	0	0	1
COG1646	0	1	0	1	0
COG1647	0	1	0	1	0
COG1648	1	0	0	0	1
COG1649	0	0	0	1	1
COG1652	1	0	0	0	1
COG1653	1	1	0	1	1
COG1654	1	0	0	0	0
COG1655	0	1	0	1	0
COG1656	1	0	0	0	0
COG1657	1	0	0	0	1
COG1658	0	1	0	1	0
COG1660	1	1	0	1	0
COG1663	1	0	0	0	1
COG1666	1	1	0	1	0
COG1668	1	1	0	1	1
COG1669	1	0	0	0	0
COG1670	1	1	1	1	1
COG1671	1	0	0	0	1
COG1673	0	0	0	0	1
COG1674	1	1	0	1	1
COG1677	1	1	0	1	1
COG1678	1	0	0	0	1
COG1680	1	1	0	1	1
COG1682	1	1	1	1	1
COG1683	1	0	0	0	1
COG1684	1	1	0	1	1
COG1686	1	1	0	1	1
COG1688	1	0	0	0	0
COG1690	1	1	0	1	0
COG1692	0	1	0	1	1
COG1694	1	1	0	1	1
COG1695	0	1	1	1	1
COG1696	1	1	0	1	0
COG1699	0	1	0	1	0
COG1700	1	0	0	0	0
COG1702	1	1	0	1	1
COG1704	1	1	1	1	1
COG1705	0	0	0	1	0
COG1706	1	0	0	0	1
COG1708	0	1	0	1	1
COG1712	1	1	0	1	1
COG1713	0	1	0	1	0
COG1714	1	1	0	1	1
COG1715	0	0	0	0	1
COG1716	0	0	0	0	1
COG1719	1	0	0	0	0
COG1720	1	0	0	0	0
COG1721	1	1	0	1	1
COG1722	1	1	0	1	1
COG1725	0	1	0	1	0
COG1726	1	0	0	0	0
COG1728	0	1	0	1	0
COG1732	0	1	0	1	1
COG1733	0	1	0	1	1
COG1734	1	1	0	1	1
COG1735	0	0	0	0	1
COG1737	1	1	0	1	1
COG1738	0	1	0	1	1
COG1739	0	1	0	1	0
COG1740	1	0	0	0	0
COG1741	1	1	0	1	1
COG1742	1	0	0	0	1
COG1744	0	1	1	1	1
COG1746	0	0	0	0	1
COG1748	1	1	0	0	1
COG1749	1	0	0	0	1
COG1752	1	0	0	0	1
COG1754	0	0	1	0	1
COG1755	0	0	0	0	1
COG1757	0	1	0	1	0
COG1758	1	1	0	1	1
COG1760	1	1	0	1	1
COG1762	1	1	1	1	1
COG1763	0	0	0	1	1
COG1764	1	1	0	1	1
COG1765	1	1	0	1	1
COG1766	1	1	0	1	1
COG1767	1	0	0	0	0
COG1770	1	0	0	0	1
COG1773	1	0	0	0	0
COG1774	0	1	0	1	0
COG1775	0	0	0	0	1
COG1776	0	1	0	1	0
COG1778	1	0	0	0	0
COG1780	0	0	0	0	1
COG1785	1	1	0	1	1
COG1787	1	1	0	1	0
COG1788	1	0	0	0	1
COG1791	1	1	0	1	0
COG1792	1	1	0	1	0
COG1793	0	0	0	0	1
COG1794	0	0	0	0	1
COG1796	0	1	0	1	0
COG1797	1	0	0	0	1
COG1799	0	1	0	1	0
COG1801	1	1	0	1	1
COG1802	1	0	1	0	1
COG1803	0	1	0	1	1
COG1804	1	0	0	0	1
COG1805	1	0	0	0	0
COG1806	1	1	0	1	1
COG1807	0	0	0	0	1
COG1811	0	1	0	1	0
COG1813	1	1	0	1	1
COG1814	0	0	0	0	1
COG1815	1	1	0	1	1
COG1816	1	0	1	0	1
COG1817	0	0	0	1	0
COG1819	0	1	0	0	0
COG1820	0	1	0	1	1
COG1825	1	1	1	1	1
COG1826	1	1	0	1	1
COG1827	0	1	0	1	0
COG1828	0	1	0	1	1
COG1830	0	0	0	0	1
COG1832	0	1	0	1	1
COG1835	1	0	1	1	1
COG1836	0	1	0	1	0
COG1838	1	0	0	0	1
COG1840	1	1	0	1	1
COG1841	1	1	0	1	1
COG1842	0	1	0	1	1
COG1843	1	1	0	1	1
COG1845	1	1	0	1	1
COG1846	1	1	1	1	1
COG1848	0	0	0	0	1
COG1850	0	1	0	1	1
COG1853	1	1	0	1	1
COG1854	0	1	0	1	0
COG1858	1	0	0	0	1
COG1859	0	0	0	0	1
COG1862	1	1	0	1	1
COG1863	1	1	0	1	1
COG1866	1	1	0	1	1
COG1868	1	1	0	1	1
COG1869	0	1	0	1	0
COG1871	0	1	0	1	1
COG1872	1	0	0	0	1
COG1873	0	0	0	0	1
COG1874	1	0	0	1	1
COG1875	1	1	0	1	0
COG1876	0	1	0	1	0
COG1877	1	0	0	0	1
COG1878	0	1	0	1	1
COG1879	1	1	0	1	1
COG1881	0	0	0	0	1
COG1882	0	1	0	1	0
COG1884	0	0	0	0	1
COG1886	1	0	0	0	1
COG1887	1	0	0	0	0
COG1893	1	1	0	1	1
COG1894	1	0	0	0	1
COG1896	0	1	0	1	1
COG1897	0	0	0	0	1
COG1898	1	0	0	1	1
COG1902	1	1	0	1	1
COG1904	0	0	0	0	1
COG1905	1	0	0	0	1
COG1914	0	0	0	0	1
COG1917	1	0	0	0	1
COG1918	1	0	0	0	0
COG1921	0	0	0	0	1
COG1922	0	0	0	0	1
COG1923	1	1	0	1	1
COG1924	0	0	0	0	1
COG1925	1	1	0	1	1
COG1926	1	0	0	0	1
COG1929	1	1	0	1	0
COG1932	1	1	0	1	1
COG1934	1	0	0	0	1
COG1936	0	0	0	1	1
COG1937	0	1	0	1	1
COG1939	0	1	0	1	0
COG1940	1	1	1	1	1
COG1941	1	0	0	0	0
COG1942	1	1	0	1	1
COG1943	1	1	0	0	0
COG1944	1	0	0	0	1
COG1946	1	0	0	0	1
COG1947	1	1	0	1	1
COG1949	1	0	0	0	0
COG1951	1	0	0	0	0
COG1952	1	0	0	0	1
COG1953	0	0	0	0	1
COG1954	0	1	0	1	0
COG1956	0	1	0	1	0
COG1957	0	0	0	0	1
COG1959	1	1	1	1	1
COG1961	1	1	1	1	1
COG1963	0	1	0	1	0
COG1965	1	0	0	0	0
COG1966	1	1	0	1	0
COG1968	1	1	0	1	1
COG1969	1	0	0	0	0
COG1970	1	1	0	1	1
COG1972	1	1	0	1	0
COG1974	1	1	0	1	1
COG1975	1	0	0	0	1
COG1977	1	0	0	1	1
COG1979	0	1	0	1	0
COG1981	1	0	0	0	1
COG1982	1	1	0	1	1
COG1983	0	1	0	1	0
COG1984	1	0	0	0	1
COG1985	1	1	1	1	1
COG1987	1	1	0	1	1
COG1988	1	1	0	1	1
COG1989	1	1	0	1	0
COG1994	1	0	0	0	0
COG1995	1	0	0	0	1
COG1998	1	0	0	0	0
COG1999	1	1	0	1	1
COG2001	1	0	0	0	1
COG2002	0	0	0	1	1
COG2003	1	1	0	1	1
COG2005	1	1	0	1	1
COG2008	0	1	0	1	1
COG2009	1	1	1	1	1
COG2010	1	1	0	1	1
COG2011	1	1	0	1	1
COG2013	1	0	0	0	0
COG2014	1	0	0	0	0
COG2017	1	1	0	1	1
COG2020	1	1	0	1	1
COG2021	1	0	0	0	1
COG2022	0	0	0	0	1
COG2025	1	1	0	1	1
COG2026	1	0	0	0	0
COG2027	1	0	0	0	0
COG2030	1	0	0	0	1
COG2031	1	0	0	0	0
COG2032	1	0	0	0	1
COG2035	0	1	0	1	0
COG2038	1	0	0	0	1
COG2040	0	0	0	0	1
COG2041	1	0	0	0	1
COG2048	1	1	0	1	1
COG2049	1	0	0	0	1
COG2050	1	1	0	1	1
COG2055	1	0	0	0	1
COG2056	0	1	0	1	0
COG2057	1	0	0	0	1
COG2059	1	1	0	1	1
COG2060	0	0	0	0	1
COG2062	1	0	0	0	1
COG2063	1	0	0	0	1
COG2064	0	0	1	0	1
COG2065	1	1	0	1	0
COG2066	0	1	0	1	1
COG2067	1	0	0	0	1
COG2068	1	0	0	0	1
COG2070	1	0	1	0	1
COG2071	1	0	0	0	1
COG2072	0	0	0	0	1
COG2073	0	0	0	0	1
COG2076	1	1	0	1	1
COG2077	1	1	1	1	1
COG2079	1	0	0	0	1
COG2080	1	0	0	0	1
COG2081	1	1	0	1	1
COG2082	0	0	0	0	1
COG2084	1	1	1	1	1
COG2085	1	1	0	1	1
COG2086	1	1	0	1	1
COG2087	1	0	0	0	1
COG2088	0	1	0	1	0
COG2091	1	0	0	0	1
COG2094	0	1	0	1	1
COG2095	0	0	0	0	1
COG2096	1	1	0	1	1
COG2099	0	0	0	0	1
COG2103	0	1	0	1	0
COG2104	1	0	0	0	1
COG2109	1	0	0	0	1
COG2110	1	0	0	0	0
COG2111	1	1	0	1	1
COG2112	0	1	0	1	0
COG2113	0	0	0	0	1
COG2114	1	0	0	0	1
COG2115	0	0	0	0	1
COG2116	1	1	0	1	0
COG2119	1	0	0	0	0
COG2120	1	1	1	1	0
COG2124	1	1	0	1	1
COG2126	1	0	0	0	0
COG2127	1	0	0	0	1
COG2129	1	0	0	0	1
COG2130	0	0	0	0	1
COG2131	0	1	0	1	0
COG2132	1	1	0	1	1
COG2133	1	1	0	1	1
COG2135	1	0	0	0	1
COG2137	1	1	0	1	1
COG2141	1	1	1	1	1
COG2142	1	0	1	0	1
COG2143	0	1	0	0	0
COG2144	0	0	0	0	1
COG2145	0	1	0	1	1
COG2146	1	0	0	0	1
COG2148	1	1	0	1	1
COG2149	1	0	0	1	0
COG2151	0	0	0	0	1
COG2152	0	0	0	0	1
COG2153	1	1	0	1	1
COG2154	1	1	0	1	1
COG2156	0	0	0	0	1
COG2159	1	0	0	0	1
COG2160	0	0	0	1	0
COG2161	1	0	0	0	1
COG2165	1	1	0	1	0
COG2166	1	0	0	0	1
COG2168	1	0	0	0	0
COG2169	1	1	0	1	1
COG2170	1	0	0	0	0
COG2171	1	1	0	1	1
COG2172	0	1	0	1	0
COG2173	1	0	0	0	0
COG2175	1	0	0	0	1
COG2176	1	1	0	1	0
COG2177	1	1	0	1	1
COG2179	0	1	0	1	0
COG2181	0	1	0	1	0
COG2182	0	1	0	1	1
COG2183	1	1	0	1	1
COG2184	0	1	0	0	0
COG2186	1	1	0	1	1
COG2187	1	0	0	0	1
COG2188	0	1	0	1	1
COG2189	1	0	0	0	0
COG2190	0	1	0	1	0
COG2192	1	0	0	0	0
COG2193	1	0	0	0	1
COG2194	1	0	0	0	0
COG2195	0	1	0	1	1
COG2198	1	1	0	1	1
COG2200	1	1	0	1	1
COG2201	1	0	0	0	1
COG2206	0	1	0	1	1
COG2208	1	1	0	1	1
COG2209	1	0	0	0	0
COG2210	0	1	0	1	0
COG2211	1	1	0	1	1
COG2212	1	1	0	1	1
COG2213	0	1	0	1	0
COG2215	0	0	0	0	1
COG2216	1	1	1	1	1
COG2220	1	1	0	1	1
COG2222	0	0	0	1	1
COG2223	1	0	0	1	1
COG2224	1	1	0	1	1
COG2225	1	1	0	1	1
COG2230	1	1	0	1	1
COG2233	1	1	0	1	0
COG2234	0	1	0	1	0
COG2235	0	1	0	1	1
COG2236	0	0	0	0	1
COG2239	1	1	0	1	1
COG2240	0	0	0	0	1
COG2241	0	0	0	0	1
COG2242	1	0	0	0	0
COG2243	0	0	0	0	1
COG2244	1	1	1	1	1
COG2246	1	0	0	0	1
COG2247	0	0	1	0	0
COG2249	1	0	0	0	1
COG2252	1	1	0	1	0
COG2253	1	0	0	0	1
COG2255	1	1	0	1	1
COG2256	1	1	0	1	1
COG2257	1	1	0	1	0
COG2258	0	0	0	0	1
COG2259	1	1	0	1	1
COG2261	1	1	0	1	1
COG2262	1	1	0	1	1
COG2263	0	0	0	0	1
COG2264	1	1	0	1	1
COG2265	1	1	1	1	1
COG2266	1	0	0	0	0
COG2267	1	1	1	1	1
COG2268	0	1	0	1	1
COG2269	0	0	0	0	1
COG2270	0	1	0	1	1
COG2271	1	1	1	1	1
COG2272	0	0	0	0	1
COG2273	0	1	0	1	1
COG2274	0	0	0	0	1
COG2301	1	1	0	1	1
COG2302	0	1	0	1	0
COG2303	1	0	0	0	1
COG2304	0	0	0	0	1
COG2306	0	1	0	1	0
COG2307	1	0	0	0	1
COG2308	1	0	0	0	1
COG2309	0	1	0	1	1
COG2311	0	1	0	1	0
COG2312	1	0	0	0	0
COG2313	0	0	0	0	1
COG2314	1	1	0	1	0
COG2317	0	1	0	1	0
COG2318	0	1	1	1	1
COG2320	0	1	0	1	1
COG2321	1	1	0	1	1
COG2322	0	1	0	1	0
COG2323	1	1	0	0	1
COG2324	0	1	0	1	0
COG2326	1	1	0	1	1
COG2329	1	1	0	1	1
COG2331	1	0	0	0	0
COG2332	1	0	0	0	1
COG2333	1	1	0	1	1
COG2334	1	0	1	1	1
COG2335	0	0	0	0	1
COG2336	0	1	0	0	1
COG2337	1	1	0	1	0
COG2339	0	1	0	1	0
COG2340	1	1	0	1	1
COG2342	0	1	0	1	0
COG2343	0	0	0	0	1
COG2344	0	1	0	1	0
COG2345	0	0	0	0	1
COG2346	1	1	0	1	1
COG2348	0	1	0	1	0
COG2350	1	0	0	0	1
COG2351	1	0	0	0	1
COG2352	1	0	0	0	0
COG2353	1	1	0	1	0
COG2354	1	0	0	0	1
COG2355	1	0	0	0	1
COG2356	1	0	0	0	0
COG2357	1	1	0	1	0
COG2358	1	0	0	0	0
COG2359	0	1	0	1	0
COG2360	1	0	0	0	1
COG2361	1	0	0	0	1
COG2363	1	1	0	1	1
COG2364	0	1	0	1	0
COG2366	1	0	0	0	0
COG2367	0	0	0	0	1
COG2368	0	0	0	0	1
COG2370	1	0	0	0	1
COG2371	1	0	0	0	1
COG2373	0	0	0	0	1
COG2374	0	1	0	1	1
COG2375	0	0	0	0	1
COG2376	1	1	0	1	1
COG2377	1	0	0	0	1
COG2378	1	1	0	1	1
COG2379	0	0	0	0	1
COG2384	0	1	0	1	0
COG2386	1	0	0	0	1
COG2388	1	0	0	0	1
COG2389	0	1	0	1	0
COG2390	1	1	0	1	1
COG2391	1	0	0	0	1
COG2406	1	0	0	0	0
COG2409	0	1	1	1	0
COG2421	0	0	0	0	1
COG2423	0	0	0	0	1
COG2425	0	0	0	0	1
COG2440	1	0	0	0	1
COG2442	0	0	0	0	1
COG2445	0	1	0	1	0
COG2453	0	0	0	0	1
COG2456	0	0	1	0	0
COG2501	0	1	0	1	0
COG2502	0	1	0	1	0
COG2508	0	1	0	1	0
COG2510	1	0	0	0	1
COG2513	1	0	0	0	1
COG2514	1	1	1	1	1
COG2515	1	0	0	0	1
COG2516	0	0	0	0	1
COG2518	1	0	0	0	1
COG2519	1	1	0	1	0
COG2520	0	0	0	0	1
COG2521	0	1	0	1	0
COG2603	1	0	0	0	0
COG2606	1	1	0	1	1
COG2607	1	0	0	0	1
COG2609	1	0	0	0	1
COG2610	1	1	1	1	0
COG2703	1	0	0	0	0
COG2706	1	0	0	0	0
COG2707	0	1	0	1	0
COG2716	1	0	0	0	0
COG2717	1	0	0	0	1
COG2718	1	0	0	0	1
COG2719	1	0	0	0	1
COG2720	0	1	0	1	0
COG2721	1	0	0	0	1
COG2723	1	1	0	1	1
COG2730	1	0	0	0	1
COG2738	0	1	0	1	0
COG2739	0	1	0	1	0
COG2740	0	1	0	1	1
COG2746	0	1	0	1	0
COG2747	1	1	0	1	0
COG2755	1	1	0	1	1
COG2759	0	1	0	1	1
COG2764	0	1	0	1	1
COG2766	1	0	0	0	1
COG2768	1	0	0	0	1
COG2770	0	0	0	0	1
COG2771	0	0	1	0	1
COG2801	1	1	1	1	1
COG2802	1	0	0	0	1
COG2804	1	1	0	1	0
COG2805	1	1	0	1	0
COG2807	1	0	0	0	1
COG2808	0	1	0	1	0
COG2812	1	1	1	1	1
COG2813	1	1	0	1	1
COG2815	0	1	0	1	0
COG2816	1	0	0	0	1
COG2818	1	1	0	1	1
COG2819	1	1	0	1	1
COG2820	1	0	0	0	0
COG2821	0	0	0	0	1
COG2823	1	0	0	0	1
COG2824	1	1	0	1	1
COG2825	1	0	0	0	0
COG2826	0	1	0	0	1
COG2827	1	1	0	1	1
COG2828	1	0	0	0	0
COG2831	1	0	0	0	1
COG2832	1	0	0	0	0
COG2833	0	0	0	0	1
COG2834	1	0	0	0	1
COG2835	1	0	0	0	1
COG2836	1	0	0	0	0
COG2837	1	0	0	0	1
COG2838	1	0	0	0	0
COG2839	0	1	0	1	0
COG2840	1	0	0	0	1
COG2841	1	0	0	0	0
COG2843	1	1	0	1	0
COG2844	1	0	0	0	1
COG2845	0	0	0	0	1
COG2846	0	1	0	1	0
COG2847	1	0	0	0	0
COG2849	1	0	0	0	0
COG2850	1	0	0	0	0
COG2851	1	0	0	0	0
COG2852	1	0	0	0	1
COG2853	1	0	0	0	0
COG2854	1	0	0	0	0
COG2855	0	0	0	0	1
COG2856	1	0	0	0	1
COG2857	1	0	0	0	1
COG2859	1	0	0	0	0
COG2860	0	1	0	1	1
COG2861	0	0	0	0	1
COG2862	1	0	0	0	1
COG2863	1	1	0	1	1
COG2864	1	0	0	0	0
COG2865	1	0	0	0	0
COG2866	0	1	0	1	0
COG2867	1	0	0	0	1
COG2868	0	1	0	1	0
COG2869	1	0	0	0	0
COG2870	1	0	0	0	0
COG2871	1	0	0	0	1
COG2872	0	1	0	1	1
COG2873	0	0	0	0	1
COG2874	0	0	0	0	1
COG2875	0	0	0	0	1
COG2876	0	1	0	1	0
COG2877	1	0	0	0	1
COG2879	1	0	0	0	0
COG2882	1	1	0	1	0
COG2884	1	1	0	1	1
COG2890	1	1	0	1	1
COG2891	1	1	0	1	0
COG2893	0	0	0	0	1
COG2894	1	1	0	1	1
COG2895	1	0	0	0	1
COG2896	1	0	0	1	1
COG2898	1	1	0	1	1
COG2899	0	0	0	0	1
COG2900	1	0	0	0	1
COG2901	1	0	0	0	1
COG2902	1	0	0	0	1
COG2904	1	0	0	0	0
COG2905	1	1	0	1	1
COG2906	1	0	0	1	1
COG2907	0	1	0	0	1
COG2908	1	0	0	0	1
COG2909	1	0	0	0	1
COG2910	1	1	0	1	0
COG2911	1	0	0	0	1
COG2912	1	0	0	0	0
COG2913	1	0	0	0	1
COG2914	1	0	0	0	0
COG2915	1	0	0	0	0
COG2917	1	0	0	0	1
COG2918	1	1	0	1	0
COG2919	1	1	1	1	1
COG2920	1	0	0	0	0
COG2921	1	0	0	0	0
COG2923	1	0	0	0	0
COG2924	1	0	0	0	0
COG2925	1	0	0	0	0
COG2927	1	0	0	0	1
COG2928	1	0	0	0	1
COG2929	1	0	0	0	0
COG2932	1	0	0	0	1
COG2933	1	0	0	0	0
COG2935	1	0	0	0	1
COG2936	0	0	0	0	1
COG2937	1	0	0	0	0
COG2938	1	0	0	0	1
COG2939	0	0	0	0	1
COG2941	1	0	0	0	1
COG2942	0	0	0	0	1
COG2943	1	0	0	0	0
COG2944	1	0	0	0	1
COG2945	1	1	0	0	1
COG2947	1	0	0	0	1
COG2948	1	0	0	0	1
COG2951	1	1	0	1	1
COG2954	0	0	0	0	1
COG2956	1	1	0	1	0
COG2957	1	0	0	0	0
COG2959	1	0	0	0	0
COG2960	1	0	0	0	1
COG2961	1	0	0	0	1
COG2962	1	1	0	1	1
COG2963	1	1	1	1	1
COG2967	1	0	0	0	1
COG2968	0	1	0	1	1
