ID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
K00001	-1.0534821500848774	-0.03264380845011642	-0.0035755501030547043	-0.0038976859131693424	-0.012585790119650891	0.0021470717428785837	-7.363749333183233e-05	-0.003007833289990717	-0.0045619410251867085	1.4748875507802754e-15
K00003	-1.0534821500848783	-0.03264380845011664	-0.0035755501030603704	-0.0038976859131703004	-0.012585790119654564	0.00214707174287758	-7.363749333273928e-05	-0.003007833289989974	-0.004561941025186169	-2.1146070532037617e-15
K00004	-0.4325823985693577	-0.2003808796260604	0.4669112669610754	-0.06516457575307807	0.6350508031578735	0.003823764219992661	0.48071723665199456	-0.01169730590633042	-0.16446427316304746	6.368251487765999e-15
K00012	1.4197079668095802e-15	-9.066126310027342e-17	9.566371682358322e-15	4.091791943293745e-15	-3.026026132348632e-15	-1.4127090303981107e-15	8.370567806079817e-16	-6.596863270209055e-15	5.751089519572447e-15	5.453114909629766e-17
K00013	1.5538589101880573e-15	-1.0004231558736763e-16	-3.4431569633551267e-15	-1.845871668324587e-15	-1.1183934212903207e-17	3.6004184576799005e-16	2.1507448181607881e-16	9.150563639457245e-16	-9.146186078866654e-16	-1.5291569929937862e-15
K00014	-1.0924322769186447e-17	-5.9984404581186175e-19	1.997914547347975e-16	1.0135622652924035e-16	2.9185300773858477e-16	1.5935684213851728e-16	-3.6159645582183534e-17	-1.542037367374849e-16	1.2863981603285592e-16	6.609785425133152e-18
K00016	1.0534821500848814	0.032643808450116385	0.003575550103049405	0.0038976859131648065	0.012585790119653918	-0.002147071742877704	7.363749333234873e-05	0.0030078332899930917	0.004561941025183538	-1.981193314272724e-15
K00020	-1.0805709340039686e-16	2.842860463304043e-16	5.069193822239638e-15	2.734218292477849e-15	-2.0623640449882968e-15	-6.64387609088496e-16	-4.951771814501098e-16	-3.503704808119e-15	3.3571034714469427e-15	9.065984537690779e-17
K00023	-1.0534821500848681	-0.03264380845011753	-0.0035755501030874932	-0.003897685913185471	-0.01258579011964977	0.0021470717428730764	-7.363749333026676e-05	-0.003007833289985821	-0.004561941025191794	-1.124965218574865e-14
K00024	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00031	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00033	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00035	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00036	-0.8788030969467278	0.576287007160132	0.01453294422700991	-0.07916537747956813	0.0022287798377240787	0.012669815923469618	-0.00012256274513617924	0.008046871273048926	0.0009439136542425884	6.648908107390818e-17
K00039	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00040	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00043	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00052	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00053	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00055	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00058	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00060	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00065	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
K00073	-0.3562651202807531	0.021500451521312865	0.8522826410418494	0.4629394693278817	-0.044440295284673956	0.14401190068442327	-0.03943014290796534	-0.08001636997034463	0.11114688599904712	-2.1607155860145195e-17
K00075	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00087	-0.2486575416200295	0.6720212149673988	0.4862347562102624	0.1791911231518264	-0.45915367281976205	-0.33716734196763654	0.011148858551823732	0.06682017752287221	-0.006417402315863283	2.7454340915266503e-17
K00088	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
K00108	-0.8788030969467278	0.576287007160132	0.01453294422700991	-0.07916537747956813	0.0022287798377240787	0.012669815923469618	-0.00012256274513617924	0.008046871273048926	0.0009439136542425884	6.648908107390818e-17
K00121	-1.0534821500848794	-0.032643808450116815	-0.003575550103059695	-0.003897685913170374	-0.012585790119651401	0.0021470717428776188	-7.363749333157935e-05	-0.003007833289988739	-0.004561941025187895	6.913538623624807e-18
