>152B_unitig_2|quiver
3	251	-	3	1.306325	I:	D:
461	964	+	2	1.278498	I:	D:
1150	1725	+	1	1.314978	I:	D:
1727	3010	+	2	1.266891	I:	D:
2863	3201	+	1	1.286225	I:	D:
3205	3345	-	1	1.306992	I:	D:
3351	3965	-	3	1.275125	I:	D:
3962	4426	-	2	1.243676	I:	D:
4133	4636	+	2	1.260709	I:	D:
4705	5052	+	1	1.305819	I:	D:
5190	5687	-	3	1.333788	I:	D:
5663	6007	-	2	1.243553	I:	D:
6175	6864	-	1	1.301352	I:	D:
6812	7261	-	2	1.273478	I:	D:
7564	7845	-	1	1.289073	I:	D:
7923	8387	-	3	1.281658	I:	D:
8652	9683	+	3	1.272386	I:	D:
9739	10422	+	1	1.267508	I:	D:
10452	12317	+	3	1.281631	I:	D:
12497	12673	+	2	1.274599	I:	D:
12769	13956	-	1	1.236020	I:	D:
14298	14660	-	3	1.305238	I:	D:
14714	14869	-	2	1.334308	I:	D:
14936	15148	-	2	1.303080	I:	D:
15419	15709	+	2	1.333170	I:	D:
15837	16250	+	3	1.289864	I:	D:
16318	16566	+	1	1.329672	I:	D:
16747	16977	+	1	1.357449	I:	D:
17107	17367	+	1	1.272926	I:	D:
17517	18620	-	3	1.370301	I:	D:
18795	19865	-	3	1.263314	I:	D:
20048	20875	+	2	1.263568	I:	D:
20966	22501	+	2	1.251819	I:	D:
22598	23734	+	2	1.246377	I:	D:
23809	24315	+	1	1.293399	I:	D:
24339	25067	-	3	1.280392	I:	D:
25492	25908	-	1	1.308334	I:	D:
26071	27594	-	1	1.279618	I:	D:
27713	28957	+	2	1.253510	I:	D:
29088	29429	-	3	1.347721	I:	D:
29621	30538	-	2	1.231818	I:	D:
30659	31582	-	2	1.304764	I:	D:
31647	32708	+	3	1.275564	I:	D:
33206	34207	+	2	1.246210	I:	D:
34274	35815	+	2	1.250302	I:	D:
35844	36836	+	3	1.253309	I:	D:
36838	37842	+	1	1.231665	I:	D:
37839	38834	+	3	1.243881	I:	D:
38847	40595	+	3	1.259966	I:	D:
40568	41410	+	2	1.226066	I:	D:
41442	42971	+	3	1.256405	I:	D:
42968	44593	+	2	1.259201	I:	D:
44941	45144	-	1	1.300333	I:	D:
45257	45940	-	2	1.327581	I:	D:
46196	47254	+	2	1.311510	I:	D:
47391	48236	+	3	1.294576	I:	D:
48283	49026	-	1	1.263769	I:	D:
49023	49880	-	3	1.261111	I:	D:
49877	50812	-	2	1.255052	I:	D:
50817	51914	-	3	1.246994	I:	D:
51921	53507	-	3	1.260837	I:	D:
53654	54607	-	2	1.279465	I:	D:
54665	55558	-	2	1.295189	I:	D:
55555	56385	-	1	1.288766	I:	D:
56407	57120	-	1	1.281960	I:	D:
57278	59380	+	2	1.264661	I:	D:
59504	60490	+	2	1.248312	I:	D:
60500	61621	+	2	1.245456	I:	D:
61629	63350	+	3	1.250902	I:	D:
63347	64558	+	2	1.240284	I:	D:
64571	65758	+	2	1.244795	I:	D:
66036	66452	-	3	1.311408	I:	D:
66490	67167	-	1	1.299504	I:	D:
67565	67918	-	2	1.337940	I:	D:
68118	68810	-	3	1.257817	I:	D:
68812	69189	-	1	1.313192	I:	D:
69192	69833	-	3	1.291913	I:	D:
69830	73672	-	2	1.301807	I:	D:
73816	74568	+	1	1.287276	I:	D:
74739	74924	+	3	1.367042	I:	D:
75260	75592	+	2	1.284097	I:	D:
75866	77059	+	2	1.294801	I:	D:
77064	78065	+	3	1.280582	I:	D:
78262	79524	+	1	1.295578	I:	D:
79638	80522	+	3	1.279509	I:	D:
80530	81207	+	1	1.306540	I:	D:
81263	82591	+	2	1.243719	I:	D:
82591	83529	+	1	1.277137	I:	D:
83529	84344	+	3	1.244852	I:	D:
84363	85340	+	3	1.283775	I:	D:
85450	85689	-	1	1.382572	I:	D:
85719	85949	-	3	1.324929	I:	D:
86276	87598	+	2	1.283803	I:	D:
87664	88548	+	1	1.284726	I:	D:
88561	89409	+	1	1.272744	I:	D:
89411	90457	+	2	1.282259	I:	D:
90513	91262	+	3	1.305814	I:	D:
91272	92057	+	3	1.304105	I:	D:
92054	92881	+	2	1.293797	I:	D:
92917	93762	-	1	1.264616	I:	D:
93768	94706	-	3	1.270669	I:	D:
94795	96042	-	1	1.261692	I:	D:
96574	97239	-	1	1.362366	I:	D:
97622	98596	-	2	1.270291	I:	D:
98593	99741	-	1	1.271407	I:	D:
99943	100842	+	1	1.276178	I:	D:
100935	101696	-	3	1.261802	I:	D:
101941	102741	+	1	1.253323	I:	D:
102745	103686	+	1	1.273439	I:	D:
104018	105163	+	2	1.263831	I:	D:
105287	106363	+	2	1.267283	I:	D:
106363	107208	+	1	1.251951	I:	D:
107205	108014	+	3	1.273188	I:	D:
108019	108720	+	1	1.251735	I:	D:
108735	109691	+	3	1.279931	I:	D:
109719	110114	-	3	1.300543	I:	D:
110282	111355	-	2	1.245149	I:	D:
111370	112749	-	1	1.226809	I:	D:
112793	114295	-	2	1.229080	I:	D:
114410	114907	-	2	1.214159	I:	D:
114967	116394	+	1	1.255146	I:	D:
116517	117302	+	3	1.218532	I:	D:
117359	118207	+	2	1.214319	I:	D:
118387	119046	+	1	1.223574	I:	D:
119051	119710	+	2	1.239311	I:	D:
119713	120492	+	1	1.237628	I:	D:
120497	121498	+	2	1.236775	I:	D:
121495	122487	+	1	1.232723	I:	D:
122518	123699	+	1	1.226507	I:	D:
123707	124714	+	2	1.254858	I:	D:
124746	126563	-	3	1.255293	I:	D:
126769	127017	+	1	1.363400	I:	D:
127113	127295	-	3	1.295234	I:	D:
127468	127953	-	1	1.323014	I:	D:
127969	128751	-	1	1.300176	I:	D:
129039	129932	-	3	1.279120	I:	D:
130088	130462	-	2	1.302020	I:	D:
130473	131519	-	3	1.280312	I:	D:
131522	132982	-	2	1.280691	I:	D:
132996	134288	-	3	1.272064	I:	D:
134422	134595	+	1	1.366247	I:	D:
134610	135482	-	3	1.302044	I:	D:
135647	136294	+	2	1.274743	I:	D:
136509	138692	+	3	1.264708	I:	D:
138855	139784	-	3	1.252250	I:	D:
139747	140331	+	1	1.269648	I:	D:
140604	141443	+	3	1.227895	I:	D:
141534	142223	+	3	1.261420	I:	D:
142228	142887	+	1	1.233913	I:	D:
142899	143669	+	3	1.250066	I:	D:
143710	144138	-	1	1.303448	I:	D:
144135	144401	-	3	1.304397	I:	D:
144661	145404	+	1	1.327326	I:	D:
145435	146193	+	1	1.242716	I:	D:
146275	146946	+	1	1.251551	I:	D:
146943	147602	+	3	1.278746	I:	D:
147580	148305	+	1	1.230253	I:	D:
148489	148935	-	1	1.365083	I:	D:
149043	150044	-	3	1.343829	I:	D:
150716	151237	+	2	1.348081	I:	D:
151296	152480	+	3	1.270426	I:	D:
152617	152769	+	1	1.258172	I:	D:
152948	153145	+	2	1.344873	I:	D:
153155	154207	+	2	1.324690	I:	D:
154297	154425	+	1	1.337295	I:	D:
154495	154632	+	1	1.367813	I:	D:
154913	155701	+	2	1.337861	I:	D:
155846	157075	-	2	1.276803	I:	D:
157176	158717	+	3	1.266411	I:	D:
158807	159865	-	2	1.250512	I:	D:
160111	161094	+	1	1.227419	I:	D:
161221	162735	+	1	1.245319	I:	D:
162728	163756	+	2	1.232433	I:	D:
163756	164742	+	1	1.216898	I:	D:
164754	165602	+	3	1.232405	I:	D:
165862	166968	+	1	1.256083	I:	D:
166976	168724	-	2	1.269122	I:	D:
168762	170291	-	3	1.268069	I:	D:
170329	171171	-	1	1.258836	I:	D:
171321	172268	-	3	1.238130	I:	D:
172381	173433	-	1	1.242792	I:	D:
173456	175000	-	2	1.257928	I:	D:
174997	175836	-	1	1.280255	I:	D:
176444	178018	+	2	1.268473	I:	D:
178050	179561	+	3	1.249297	I:	D:
179573	180505	+	2	1.237739	I:	D:
180576	181511	+	3	1.250784	I:	D:
181611	182387	+	3	1.242378	I:	D:
182384	183154	+	2	1.245787	I:	D:
183166	183621	+	1	1.243292	I:	D:
183711	183893	+	3	1.329847	I:	D:
183896	184936	+	2	1.282719	I:	D:
185082	185378	-	3	1.278518	I:	D:
185375	186223	-	2	1.284054	I:	D:
186244	187302	-	1	1.275985	I:	D:
187304	188284	-	2	1.275459	I:	D:
188332	189564	-	1	1.272997	I:	D:
189575	190114	-	2	1.315257	I:	D:
190316	190768	+	2	1.289493	I:	D:
190832	192250	+	2	1.300282	I:	D:
192522	192755	+	3	1.297183	I:	D:
192796	193191	+	1	1.348756	I:	D:
193295	194197	-	2	1.252519	I:	D:
194246	195178	-	2	1.238749	I:	D:
195262	196566	-	1	1.253608	I:	D:
196713	197780	-	3	1.250257	I:	D:
197948	198934	-	2	1.255404	I:	D:
198956	199690	-	2	1.311676	I:	D:
199846	202497	-	1	1.263681	I:	D:
202677	204443	+	3	1.304400	I:	D:
204603	205664	-	3	1.270938	I:	D:
205735	207255	-	1	1.272163	I:	D:
207442	208347	-	1	1.256668	I:	D:
208365	209882	-	3	1.256030	I:	D:
209935	210645	-	1	1.283079	I:	D:
210668	211858	-	2	1.255814	I:	D:
211868	213604	-	2	1.267490	I:	D:
213748	214467	+	1	1.267136	I:	D:
214495	215442	-	1	1.260167	I:	D:
215439	217073	-	3	1.252666	I:	D:
217066	217992	-	1	1.264133	I:	D:
217996	218910	-	1	1.233455	I:	D:
219078	219944	-	3	1.300528	I:	D:
220005	220178	+	3	1.356251	I:	D:
220216	220626	-	1	1.287704	I:	D:
220651	221133	-	1	1.363893	I:	D:
221158	221325	-	1	1.339806	I:	D:
221562	222242	+	3	1.297496	I:	D:
222297	223421	-	3	1.321908	I:	D:
223435	224595	-	1	1.302031	I:	D:
224730	225683	-	3	1.304793	I:	D:
225695	226528	-	2	1.297240	I:	D:
226552	227469	-	1	1.286870	I:	D:
227466	228998	-	3	1.278835	I:	D:
228754	229713	-	1	1.288838	I:	D:
229710	230504	-	3	1.302039	I:	D:
230705	232021	-	2	1.308533	I:	D:
232121	232987	+	2	1.338121	I:	D:
233022	233231	-	3	1.283330	I:	D:
233260	234180	-	1	1.312777	I:	D:
234304	236118	-	1	1.328173	I:	D:
236481	238016	+	3	1.329695	I:	D:
238190	238513	+	2	1.381105	I:	D:
238553	239059	+	2	1.280424	I:	D:
239073	241700	-	3	1.243640	I:	D:
241697	242821	-	2	1.274363	I:	D:
243127	244518	-	1	1.267726	I:	D:
244520	246166	-	2	1.273219	I:	D:
246263	247207	-	2	1.348631	I:	D:
247251	247526	-	3	1.378771	I:	D:
247599	249713	-	3	1.293488	I:	D:
249863	250351	-	2	1.283774	I:	D:
250461	251651	-	3	1.240641	I:	D:
251724	252503	-	3	1.235375	I:	D:
252500	253429	-	2	1.249713	I:	D:
253426	254316	-	1	1.248462	I:	D:
254386	255348	-	1	1.250429	I:	D:
255448	256773	+	1	1.273291	I:	D:
256828	257550	-	1	1.228237	I:	D:
257564	258802	-	2	1.243980	I:	D:
259083	260099	+	3	1.232736	I:	D:
260160	261623	+	3	1.240684	I:	D:
261620	262567	+	2	1.204017	I:	D:
262564	263514	+	1	1.225764	I:	D:
263529	264443	+	3	1.251666	I:	D:
264776	265960	+	2	1.274033	I:	D:
