ID	FragGeneScan_GIC31	FragGeneScan_DJ	FragGeneScan_RW1	FragGeneScan_Rleg	FragGeneScan_RW2
K02563	1.0	1.0	0.0	1.0	1.0
K02575	0.0	1.0	0.0	1.0	1.0
K02586	0.0	1.0	0.0	1.0	0.0
K02588	0.0	0.0	0.0	1.0	0.0
K02591	0.0	1.0	0.0	1.0	0.0
K02595	0.0	1.0	0.0	0.0	0.0
K02625	0.0	1.0	0.0	0.0	0.0
K02636	1.0	0.0	0.0	1.0	1.0
K02654	0.0	1.0	0.0	0.0	0.0
K02687	1.0	1.0	0.0	1.0	1.0
K02757	1.0	0.0	0.0	0.0	1.0
K02759	1.0	0.0	0.0	0.0	1.0
K02760	1.0	0.0	0.0	0.0	1.0
K02761	1.0	0.0	0.0	0.0	1.0
K02768	1.0	0.0	0.0	0.0	1.0
K02769	0.0	1.0	0.0	0.0	0.0
K02770	1.0	1.0	0.0	0.0	1.0
K02773	1.0	0.0	0.0	0.0	1.0
K02777	1.0	0.0	0.0	0.0	1.0
K02784	1.0	1.0	0.0	1.0	1.0
K02786	1.0	0.0	0.0	0.0	1.0
K02791	1.0	0.0	0.0	0.0	1.0
K02793	0.0	0.0	0.0	1.0	0.0
K02798	1.0	0.0	0.0	0.0	1.0
K02800	1.0	0.0	0.0	0.0	1.0
K02804	1.0	0.0	0.0	0.0	1.0
K02806	0.0	1.0	0.0	1.0	0.0
K02810	1.0	0.0	0.0	0.0	1.0
K02819	1.0	0.0	0.0	0.0	1.0
K02821	0.0	0.0	1.0	0.0	0.0
K02822	0.0	0.0	0.0	0.0	1.0
K02825	1.0	1.0	0.0	0.0	1.0
K02844	0.0	1.0	0.0	0.0	0.0
K02848	0.0	1.0	0.0	0.0	0.0
K03040	1.0	1.0	0.0	1.0	1.0
K03043	1.0	1.0	0.0	0.0	1.0
K03046	1.0	1.0	0.0	1.0	1.0
K03048	1.0	0.0	0.0	0.0	1.0
K03060	1.0	1.0	0.0	1.0	1.0
K03077	0.0	0.0	0.0	0.0	1.0
K03148	1.0	0.0	0.0	0.0	1.0
K03179	0.0	1.0	0.0	1.0	0.0
K03183	1.0	1.0	0.0	1.0	1.0
K03185	0.0	1.0	0.0	1.0	0.0
K03212	0.0	0.0	1.0	0.0	0.0
K03215	1.0	1.0	1.0	1.0	1.0
K03216	1.0	1.0	0.0	1.0	1.0
K03218	1.0	1.0	0.0	1.0	1.0
K03269	0.0	1.0	0.0	1.0	0.0
K03270	0.0	1.0	0.0	0.0	0.0
K03272	0.0	1.0	0.0	0.0	0.0
K03273	0.0	1.0	0.0	0.0	0.0
K03275	0.0	1.0	0.0	0.0	0.0
K03276	0.0	0.0	0.0	1.0	0.0
K03279	0.0	0.0	0.0	1.0	0.0
K03291	0.0	0.0	0.0	1.0	0.0
K03331	0.0	0.0	0.0	1.0	0.0
K03337	0.0	1.0	0.0	1.0	0.0
K03366	0.0	1.0	0.0	1.0	0.0
K03396	0.0	0.0	0.0	1.0	0.0
K03407	1.0	1.0	0.0	1.0	1.0
K03424	1.0	1.0	0.0	1.0	1.0
K03431	1.0	1.0	0.0	1.0	1.0
K03438	1.0	1.0	0.0	1.0	1.0
K03445	0.0	1.0	0.0	1.0	0.0
K03446	0.0	1.0	0.0	1.0	0.0
K03449	0.0	0.0	0.0	1.0	0.0
K03475	0.0	0.0	0.0	0.0	1.0
K03500	1.0	1.0	0.0	1.0	1.0
K03535	0.0	1.0	0.0	0.0	0.0
K03564	1.0	1.0	1.0	1.0	1.0
K03574	1.0	0.0	0.0	1.0	1.0
K03575	1.0	1.0	0.0	1.0	1.0
K03578	0.0	1.0	0.0	0.0	0.0
K03579	0.0	1.0	0.0	1.0	0.0
K03587	0.0	1.0	0.0	1.0	0.0
K03648	1.0	1.0	0.0	1.0	1.0
K03649	0.0	0.0	0.0	1.0	0.0
K03652	1.0	0.0	0.0	1.0	1.0
K03669	0.0	1.0	0.0	0.0	0.0
K03692	0.0	1.0	0.0	0.0	0.0
K03732	0.0	1.0	0.0	0.0	0.0
K03761	0.0	1.0	0.0	0.0	0.0
K03762	0.0	1.0	1.0	1.0	0.0
K03763	1.0	0.0	0.0	0.0	1.0
K03767	0.0	1.0	0.0	0.0	0.0
K03768	1.0	0.0	0.0	1.0	1.0
K03769	0.0	1.0	0.0	1.0	0.0
K03770	0.0	1.0	0.0	1.0	0.0
K03771	0.0	1.0	0.0	1.0	0.0
K03772	0.0	1.0	0.0	0.0	0.0
K03773	0.0	1.0	0.0	0.0	0.0
K03774	0.0	1.0	0.0	0.0	0.0
K03775	0.0	1.0	0.0	0.0	0.0
K03778	0.0	1.0	0.0	0.0	0.0
K03781	1.0	1.0	0.0	1.0	1.0
K03782	0.0	1.0	0.0	1.0	0.0
K03783	1.0	0.0	1.0	1.0	1.0
K03784	1.0	1.0	0.0	0.0	1.0
K03786	0.0	1.0	0.0	1.0	0.0
K03787	0.0	1.0	1.0	1.0	0.0
K03814	0.0	1.0	0.0	1.0	0.0
K03816	1.0	1.0	0.0	0.0	1.0
K03817	1.0	1.0	0.0	0.0	1.0
K03818	1.0	0.0	0.0	0.0	0.0
K03820	0.0	1.0	0.0	1.0	0.0
K03821	0.0	1.0	0.0	1.0	0.0
K03824	1.0	0.0	0.0	1.0	0.0
K03825	1.0	0.0	0.0	1.0	0.0
K03826	1.0	0.0	0.0	1.0	1.0
K03828	1.0	0.0	0.0	1.0	1.0
K03829	0.0	0.0	0.0	1.0	1.0
K03830	0.0	0.0	0.0	1.0	0.0
K03867	0.0	1.0	0.0	0.0	0.0
K03885	1.0	1.0	1.0	1.0	1.0
K03928	1.0	0.0	0.0	0.0	1.0
K03934	0.0	0.0	0.0	1.0	0.0
K03935	0.0	0.0	0.0	1.0	0.0
K03936	0.0	0.0	0.0	1.0	0.0
K03937	0.0	0.0	0.0	1.0	0.0
K03940	0.0	0.0	0.0	1.0	0.0
K03941	0.0	0.0	0.0	1.0	0.0
K03942	0.0	0.0	0.0	1.0	0.0
K03953	0.0	0.0	0.0	1.0	0.0
K03981	0.0	1.0	0.0	1.0	0.0
K04042	1.0	1.0	1.0	1.0	1.0
K04072	1.0	0.0	0.0	0.0	1.0
K04073	0.0	1.0	0.0	0.0	0.0
K04092	0.0	0.0	0.0	1.0	0.0
K04097	0.0	0.0	0.0	1.0	0.0
K04098	0.0	0.0	0.0	1.0	0.0
K04099	0.0	1.0	0.0	0.0	0.0
K04101	0.0	1.0	0.0	1.0	0.0
K04102	0.0	0.0	0.0	1.0	0.0
K04103	0.0	0.0	0.0	1.0	0.0
K04486	1.0	0.0	0.0	0.0	1.0
K04487	1.0	1.0	0.0	1.0	1.0
K04518	0.0	0.0	0.0	1.0	0.0
K04564	1.0	1.0	0.0	1.0	1.0
K04565	0.0	1.0	0.0	1.0	0.0
K04757	1.0	0.0	0.0	0.0	1.0
K04765	0.0	1.0	1.0	1.0	0.0
K04766	1.0	0.0	0.0	0.0	1.0
K05301	0.0	0.0	0.0	1.0	0.0
K05343	0.0	1.0	0.0	1.0	0.0
K05349	1.0	0.0	0.0	1.0	1.0
K05350	1.0	0.0	0.0	1.0	1.0
K05351	0.0	1.0	0.0	1.0	0.0
K05358	0.0	1.0	0.0	1.0	0.0
K05365	0.0	1.0	0.0	0.0	0.0
K05366	1.0	1.0	1.0	1.0	1.0
K05367	0.0	0.0	0.0	1.0	0.0
K05548	0.0	1.0	0.0	1.0	0.0
K05549	0.0	1.0	0.0	0.0	0.0
K05550	0.0	1.0	0.0	0.0	0.0
K05590	0.0	1.0	0.0	0.0	0.0
K05592	1.0	1.0	0.0	1.0	1.0
K05593	1.0	0.0	0.0	0.0	1.0
K05597	0.0	1.0	0.0	0.0	0.0
K05603	0.0	1.0	0.0	1.0	0.0
K05605	0.0	1.0	0.0	1.0	0.0
K05606	1.0	0.0	0.0	1.0	1.0
K05710	0.0	1.0	0.0	1.0	0.0
K05711	1.0	0.0	0.0	0.0	0.0
K05712	1.0	0.0	1.0	1.0	1.0
K05713	0.0	1.0	0.0	0.0	0.0
K05714	1.0	1.0	1.0	1.0	1.0
K05777	1.0	0.0	0.0	0.0	1.0
K05780	0.0	0.0	0.0	1.0	0.0
K05781	0.0	0.0	0.0	1.0	0.0
K05813	1.0	0.0	0.0	1.0	1.0
K05814	1.0	0.0	0.0	1.0	1.0
K05815	1.0	0.0	0.0	1.0	1.0
K05819	0.0	1.0	0.0	1.0	0.0
K05820	1.0	1.0	0.0	1.0	1.0
K05822	1.0	0.0	0.0	0.0	1.0
K05823	1.0	0.0	0.0	0.0	1.0
K05825	0.0	0.0	0.0	1.0	0.0
K05832	0.0	0.0	0.0	1.0	0.0
K05833	0.0	0.0	0.0	1.0	0.0
K05845	1.0	0.0	0.0	1.0	1.0
K05846	1.0	0.0	0.0	1.0	1.0
K05847	1.0	0.0	0.0	1.0	1.0
K05878	1.0	1.0	0.0	1.0	1.0
K05879	1.0	1.0	0.0	1.0	1.0
K05881	1.0	0.0	0.0	1.0	1.0
K05884	0.0	1.0	0.0	1.0	0.0
K05972	0.0	0.0	0.0	1.0	0.0
K05989	0.0	1.0	0.0	1.0	0.0
K06023	1.0	0.0	0.0	1.0	1.0
K06044	0.0	1.0	0.0	1.0	0.0
K06117	1.0	0.0	0.0	1.0	1.0
K06125	0.0	0.0	0.0	1.0	0.0
K06127	0.0	0.0	0.0	1.0	0.0
K06130	0.0	1.0	0.0	0.0	0.0
K06134	0.0	1.0	0.0	1.0	0.0
K06153	1.0	1.0	0.0	1.0	1.0
K06281	0.0	1.0	0.0	0.0	0.0
K06282	0.0	1.0	0.0	0.0	0.0
K06607	0.0	0.0	0.0	1.0	0.0
K06720	0.0	0.0	0.0	1.0	0.0
K06857	0.0	1.0	0.0	0.0	0.0
K06858	0.0	1.0	0.0	0.0	0.0
K06861	0.0	1.0	0.0	1.0	0.0
K06901	1.0	1.0	0.0	0.0	1.0
K06902	0.0	0.0	0.0	1.0	0.0
K06912	0.0	1.0	0.0	1.0	0.0
K06941	1.0	1.0	0.0	1.0	1.0
K06949	1.0	1.0	0.0	1.0	1.0
K06968	0.0	1.0	0.0	0.0	0.0
K06969	0.0	1.0	0.0	1.0	0.0
K07091	0.0	1.0	0.0	1.0	0.0
K07094	1.0	0.0	0.0	0.0	1.0
K07127	0.0	1.0	0.0	0.0	0.0
K07173	1.0	0.0	0.0	0.0	1.0
K07250	0.0	0.0	0.0	1.0	0.0
K07258	1.0	1.0	0.0	1.0	1.0
K07259	0.0	1.0	0.0	0.0	0.0
K07260	1.0	0.0	0.0	0.0	1.0
K07272	0.0	0.0	1.0	1.0	0.0
K07304	0.0	1.0	0.0	1.0	0.0
K07305	0.0	1.0	0.0	1.0	0.0
K07313	1.0	1.0	0.0	1.0	1.0
K07402	0.0	1.0	0.0	1.0	0.0
K07406	0.0	1.0	0.0	1.0	0.0
K07407	0.0	1.0	0.0	0.0	1.0
K07441	0.0	0.0	0.0	1.0	0.0
K07444	1.0	0.0	0.0	0.0	1.0
K07451	1.0	1.0	1.0	1.0	1.0
K07508	0.0	1.0	0.0	0.0	0.0
K07511	0.0	1.0	0.0	1.0	0.0
K07514	0.0	1.0	0.0	0.0	0.0
K07516	1.0	0.0	0.0	0.0	1.0
K07533	1.0	0.0	0.0	0.0	1.0
K07535	0.0	1.0	0.0	1.0	0.0
K07550	0.0	1.0	0.0	0.0	0.0
K07552	0.0	1.0	1.0	1.0	0.0
K07559	0.0	0.0	0.0	1.0	0.0
K07636	1.0	1.0	1.0	1.0	1.0
K07637	0.0	1.0	0.0	1.0	0.0
K07638	0.0	1.0	0.0	1.0	0.0
K07640	0.0	1.0	0.0	1.0	0.0
K07642	1.0	1.0	0.0	1.0	1.0
K07644	0.0	1.0	0.0	1.0	0.0
K07645	0.0	1.0	0.0	1.0	0.0
K07646	0.0	1.0	0.0	1.0	0.0
K07649	0.0	1.0	0.0	1.0	0.0
K07650	1.0	0.0	0.0	0.0	1.0
K07651	1.0	0.0	0.0	0.0	1.0
K07652	1.0	0.0	0.0	1.0	1.0
K07656	0.0	0.0	1.0	0.0	0.0
K07675	0.0	1.0	0.0	1.0	0.0
K07678	0.0	1.0	0.0	1.0	0.0
K07679	0.0	0.0	0.0	1.0	0.0
K07698	0.0	0.0	0.0	1.0	0.0
K07708	0.0	1.0	0.0	1.0	0.0
K07709	0.0	1.0	0.0	1.0	0.0
K07710	0.0	1.0	0.0	0.0	0.0
K07716	0.0	0.0	0.0	1.0	0.0
K07718	1.0	0.0	0.0	1.0	1.0
K07777	1.0	0.0	0.0	0.0	1.0
K07816	1.0	0.0	0.0	0.0	1.0
K08137	0.0	1.0	0.0	0.0	0.0
K08138	0.0	1.0	0.0	0.0	0.0
K08151	1.0	0.0	0.0	1.0	0.0
K08152	1.0	0.0	0.0	0.0	1.0
K08153	1.0	1.0	0.0	1.0	1.0
K08159	0.0	1.0	0.0	0.0	0.0
K08161	1.0	1.0	0.0	1.0	1.0
K08162	1.0	0.0	0.0	0.0	1.0
K08164	0.0	0.0	0.0	0.0	1.0
K08166	1.0	0.0	0.0	1.0	1.0
K08167	0.0	1.0	1.0	0.0	0.0
K08169	0.0	0.0	0.0	1.0	0.0
K08172	0.0	1.0	1.0	1.0	0.0
K08173	0.0	1.0	1.0	0.0	0.0
K08174	1.0	0.0	0.0	1.0	1.0
K08177	0.0	1.0	0.0	1.0	0.0
K08178	0.0	0.0	0.0	1.0	0.0
K08191	0.0	1.0	0.0	0.0	0.0
K08194	0.0	1.0	0.0	0.0	0.0
K08195	0.0	1.0	0.0	0.0	0.0
K08217	1.0	1.0	0.0	1.0	1.0
K08218	0.0	1.0	0.0	0.0	0.0
K08219	0.0	1.0	0.0	1.0	0.0
K08221	1.0	1.0	0.0	1.0	1.0
K08223	0.0	0.0	0.0	1.0	0.0
K08224	0.0	1.0	0.0	1.0	0.0
K08225	0.0	1.0	0.0	1.0	0.0
K08265	0.0	0.0	0.0	0.0	1.0
K08281	1.0	1.0	1.0	1.0	1.0
K08282	0.0	1.0	0.0	1.0	0.0
K08289	0.0	1.0	0.0	0.0	0.0
K08296	0.0	1.0	0.0	1.0	0.0
K08299	0.0	0.0	0.0	1.0	0.0
K08311	0.0	1.0	0.0	1.0	0.0
K08312	0.0	1.0	0.0	0.0	0.0
K08314	1.0	0.0	0.0	0.0	1.0
K08317	1.0	0.0	0.0	0.0	1.0
K08319	0.0	0.0	0.0	1.0	0.0
K08320	1.0	1.0	0.0	1.0	1.0
K08348	0.0	1.0	0.0	0.0	0.0
K08349	0.0	1.0	0.0	0.0	0.0
K08350	0.0	1.0	0.0	0.0	0.0
K08369	0.0	0.0	1.0	1.0	0.0
K08475	0.0	1.0	0.0	0.0	0.0
K08483	1.0	0.0	1.0	1.0	1.0
K08484	0.0	1.0	0.0	1.0	0.0
K08678	0.0	0.0	0.0	1.0	0.0
K08679	1.0	1.0	0.0	1.0	1.0
K08683	0.0	1.0	0.0	1.0	0.0
K08693	0.0	1.0	0.0	0.0	0.0
K08722	1.0	0.0	0.0	0.0	1.0
K08723	1.0	0.0	0.0	0.0	1.0
K08963	1.0	1.0	0.0	0.0	1.0
K08964	1.0	1.0	0.0	0.0	1.0
K08965	1.0	0.0	0.0	0.0	1.0
K08966	1.0	0.0	0.0	0.0	1.0
K08967	1.0	1.0	0.0	0.0	1.0
K08968	1.0	0.0	0.0	0.0	1.0
K08969	1.0	0.0	0.0	0.0	1.0
K09001	0.0	1.0	0.0	1.0	0.0
K09013	1.0	0.0	0.0	1.0	1.0
K09470	0.0	1.0	0.0	1.0	0.0
K09471	1.0	1.0	1.0	1.0	1.0
K09472	0.0	0.0	0.0	1.0	0.0
K09667	1.0	1.0	0.0	1.0	1.0
K09690	0.0	1.0	1.0	0.0	0.0
K09691	0.0	1.0	1.0	1.0	0.0
K09692	1.0	0.0	0.0	0.0	1.0
K09693	1.0	0.0	0.0	0.0	1.0
K09694	0.0	1.0	1.0	1.0	0.0
K09695	0.0	0.0	1.0	1.0	0.0
K09696	1.0	0.0	0.0	0.0	1.0
K09699	0.0	1.0	0.0	1.0	0.0
K09761	1.0	1.0	0.0	1.0	1.0
K09808	1.0	1.0	0.0	1.0	1.0
K09810	1.0	1.0	0.0	1.0	1.0
K09811	1.0	1.0	0.0	1.0	1.0
K09812	1.0	1.0	0.0	1.0	1.0
K09813	1.0	0.0	0.0	0.0	1.0
K09815	1.0	1.0	0.0	1.0	1.0
K09816	1.0	1.0	0.0	1.0	1.0
K09817	1.0	1.0	0.0	1.0	1.0
K09880	0.0	1.0	0.0	0.0	0.0
K09903	1.0	1.0	0.0	1.0	1.0
K09969	0.0	0.0	0.0	1.0	0.0
K09970	0.0	0.0	0.0	1.0	0.0
K09971	0.0	0.0	0.0	1.0	0.0
K09972	0.0	0.0	0.0	1.0	0.0
K09994	1.0	0.0	0.0	1.0	1.0
K10001	0.0	1.0	0.0	1.0	0.0
K10002	0.0	1.0	0.0	0.0	0.0
K10003	0.0	1.0	0.0	0.0	0.0
K10004	0.0	1.0	0.0	0.0	0.0
K10009	1.0	0.0	0.0	1.0	1.0
K10010	0.0	0.0	0.0	1.0	0.0
K10018	0.0	0.0	0.0	1.0	0.0
K10019	0.0	0.0	0.0	1.0	0.0
K10020	0.0	0.0	0.0	1.0	0.0
K10021	0.0	0.0	0.0	1.0	0.0
K10022	0.0	0.0	0.0	1.0	0.0
K10023	0.0	0.0	0.0	1.0	0.0
K10036	0.0	0.0	0.0	1.0	0.0
K10037	0.0	0.0	0.0	1.0	0.0
K10039	0.0	1.0	0.0	1.0	0.0
K10094	0.0	1.0	0.0	0.0	0.0
K10111	0.0	1.0	0.0	1.0	0.0
K10112	1.0	0.0	0.0	1.0	1.0
K10117	0.0	0.0	0.0	1.0	1.0
K10118	0.0	0.0	0.0	1.0	1.0
K10119	0.0	0.0	0.0	1.0	1.0
K10120	0.0	0.0	0.0	1.0	0.0
K10125	0.0	1.0	0.0	1.0	0.0
K10188	0.0	0.0	0.0	1.0	0.0
K10189	0.0	0.0	0.0	1.0	0.0
K10190	0.0	0.0	0.0	1.0	0.0
K10191	0.0	0.0	0.0	1.0	0.0
K10192	0.0	0.0	0.0	1.0	0.0
K10193	0.0	0.0	0.0	1.0	0.0
K10208	1.0	1.0	0.0	0.0	1.0
K10213	0.0	0.0	0.0	1.0	0.0
K10217	0.0	1.0	0.0	0.0	0.0
K10222	0.0	1.0	0.0	0.0	0.0
K10227	0.0	1.0	0.0	1.0	0.0
K10228	0.0	1.0	0.0	1.0	0.0
K10229	0.0	1.0	0.0	1.0	0.0
K10232	0.0	0.0	0.0	1.0	0.0
K10233	0.0	0.0	0.0	1.0	0.0
K10234	0.0	0.0	0.0	1.0	0.0
K10235	0.0	0.0	0.0	1.0	0.0
K10236	0.0	0.0	0.0	1.0	0.0
K10237	0.0	0.0	0.0	1.0	0.0
K10240	1.0	0.0	0.0	0.0	1.0
K10241	1.0	0.0	0.0	0.0	1.0
K10242	1.0	0.0	0.0	0.0	1.0
K10439	1.0	1.0	0.0	1.0	1.0
K10440	1.0	1.0	0.0	1.0	1.0
K10441	1.0	1.0	0.0	1.0	1.0
K10536	0.0	1.0	0.0	0.0	0.0
K10537	0.0	0.0	0.0	1.0	0.0
K10538	0.0	0.0	0.0	1.0	0.0
K10539	0.0	0.0	0.0	1.0	0.0
K10543	0.0	0.0	0.0	1.0	0.0
K10544	0.0	0.0	0.0	1.0	0.0
K10545	0.0	0.0	0.0	1.0	0.0
K10546	0.0	0.0	1.0	1.0	0.0
K10547	0.0	0.0	1.0	1.0	0.0
K10548	0.0	0.0	1.0	1.0	0.0
K10552	0.0	0.0	0.0	1.0	0.0
K10553	0.0	0.0	0.0	1.0	0.0
K10554	0.0	0.0	0.0	1.0	0.0
K10559	0.0	0.0	0.0	1.0	0.0
K10560	0.0	0.0	0.0	1.0	0.0
K10561	0.0	0.0	0.0	1.0	0.0
K10562	0.0	0.0	0.0	1.0	0.0
K10563	1.0	1.0	0.0	1.0	1.0
K10676	0.0	0.0	0.0	1.0	0.0
K10718	1.0	0.0	0.0	0.0	1.0
K10764	0.0	1.0	0.0	1.0	0.0
K10773	1.0	1.0	0.0	0.0	1.0
K10778	0.0	1.0	0.0	1.0	0.0
K10804	1.0	1.0	0.0	1.0	1.0
K10907	1.0	0.0	0.0	1.0	1.0
K11065	1.0	0.0	0.0	0.0	1.0
K11066	0.0	1.0	0.0	1.0	0.0
K11069	1.0	0.0	0.0	1.0	1.0
K11070	1.0	0.0	0.0	1.0	1.0
K11071	1.0	0.0	0.0	1.0	1.0
K11072	1.0	0.0	0.0	1.0	1.0
K11073	0.0	1.0	0.0	1.0	0.0
K11074	0.0	1.0	0.0	1.0	0.0
K11075	0.0	1.0	0.0	1.0	0.0
K11076	0.0	1.0	0.0	1.0	0.0
K11077	0.0	0.0	0.0	1.0	0.0
K11078	0.0	0.0	0.0	1.0	0.0
K11079	0.0	0.0	0.0	1.0	0.0
K11080	0.0	0.0	0.0	1.0	0.0
K11150	0.0	0.0	0.0	1.0	0.0
K11153	0.0	1.0	0.0	1.0	0.0
K11163	0.0	0.0	0.0	1.0	1.0
K11175	1.0	1.0	0.0	0.0	1.0
K11210	1.0	0.0	0.0	0.0	1.0
K11211	0.0	1.0	0.0	0.0	0.0
K11352	0.0	0.0	0.0	1.0	0.0
K11354	0.0	0.0	1.0	1.0	0.0
K11357	0.0	0.0	0.0	1.0	0.0
K11383	1.0	1.0	0.0	1.0	1.0
K11407	0.0	0.0	0.0	1.0	0.0
K11414	0.0	1.0	0.0	0.0	0.0
K11527	0.0	1.0	0.0	0.0	0.0
K11529	0.0	0.0	0.0	1.0	0.0
K11604	0.0	0.0	0.0	1.0	0.0
K11605	0.0	0.0	0.0	1.0	0.0
K11606	0.0	0.0	0.0	1.0	0.0
K11607	0.0	0.0	0.0	1.0	0.0
K11617	1.0	0.0	0.0	0.0	1.0
K11631	0.0	0.0	0.0	0.0	1.0
K11632	0.0	0.0	0.0	0.0	1.0
K11645	0.0	0.0	0.0	1.0	0.0
K11693	1.0	0.0	0.0	0.0	1.0
K11711	0.0	1.0	0.0	1.0	0.0
K11720	1.0	1.0	0.0	1.0	0.0
K11751	1.0	0.0	0.0	0.0	1.0
K11755	1.0	0.0	0.0	0.0	1.0
K11788	0.0	0.0	0.0	1.0	0.0
K11912	0.0	1.0	0.0	0.0	0.0
K11927	0.0	1.0	0.0	1.0	0.0
K11954	0.0	0.0	0.0	1.0	0.0
K11956	0.0	0.0	0.0	1.0	0.0
K11959	0.0	0.0	0.0	1.0	0.0
K11960	0.0	0.0	0.0	1.0	0.0
K11961	0.0	0.0	0.0	1.0	0.0
K11962	0.0	0.0	0.0	1.0	0.0
K11963	0.0	0.0	0.0	1.0	0.0
K12132	1.0	1.0	0.0	0.0	1.0
K12152	0.0	1.0	0.0	0.0	0.0
K12251	0.0	1.0	0.0	1.0	0.0
K12254	0.0	1.0	0.0	0.0	0.0
K12256	0.0	1.0	0.0	1.0	0.0
K12267	1.0	0.0	0.0	0.0	1.0
K12308	0.0	0.0	0.0	1.0	1.0
K12339	0.0	1.0	0.0	0.0	0.0
K12368	0.0	1.0	1.0	1.0	0.0
K12369	0.0	1.0	1.0	1.0	0.0
K12370	0.0	1.0	0.0	1.0	0.0
K12371	0.0	1.0	0.0	1.0	0.0
K12372	0.0	1.0	0.0	1.0	0.0
K12373	0.0	0.0	0.0	1.0	0.0
K12405	0.0	1.0	0.0	0.0	0.0
K12410	0.0	1.0	0.0	0.0	0.0
K12583	0.0	1.0	1.0	1.0	0.0
K12658	0.0	0.0	0.0	1.0	0.0
K12944	1.0	0.0	0.0	1.0	1.0
K12945	0.0	0.0	0.0	1.0	0.0
K12972	1.0	1.0	1.0	1.0	1.0
K12978	0.0	0.0	0.0	1.0	0.0
K12988	0.0	0.0	0.0	1.0	1.0
K12989	0.0	0.0	0.0	1.0	0.0
K12990	0.0	0.0	0.0	1.0	0.0
K12991	0.0	0.0	1.0	0.0	0.0
K12996	0.0	1.0	0.0	0.0	0.0
K12997	0.0	1.0	0.0	1.0	0.0
K13004	0.0	0.0	0.0	0.0	1.0
K13017	0.0	0.0	0.0	1.0	0.0
K13018	0.0	0.0	0.0	1.0	0.0
K13020	0.0	0.0	0.0	1.0	0.0
K13021	0.0	1.0	0.0	1.0	0.0
K13378	0.0	1.0	0.0	0.0	0.0
K13412	0.0	0.0	0.0	1.0	0.0
K13481	0.0	1.0	0.0	1.0	0.0
K13482	0.0	1.0	0.0	1.0	0.0
K13485	0.0	1.0	0.0	1.0	0.0
K13503	0.0	0.0	0.0	1.0	0.0
K13513	0.0	1.0	0.0	0.0	0.0
K13529	0.0	0.0	0.0	1.0	0.0
K13530	0.0	0.0	0.0	0.0	1.0
K13533	0.0	0.0	0.0	1.0	0.0
K13566	0.0	1.0	0.0	0.0	0.0
K13587	0.0	1.0	0.0	1.0	0.0
K13598	0.0	0.0	0.0	1.0	0.0
K13657	0.0	0.0	0.0	1.0	0.0
K13658	0.0	0.0	1.0	0.0	0.0
K13663	1.0	0.0	0.0	0.0	1.0
K13668	0.0	1.0	0.0	1.0	0.0
K13688	0.0	0.0	0.0	1.0	0.0
K13693	0.0	0.0	0.0	1.0	0.0
K13766	0.0	1.0	0.0	0.0	0.0
K13788	1.0	1.0	1.0	1.0	1.0
K13797	0.0	0.0	0.0	1.0	0.0
K13799	1.0	0.0	0.0	0.0	1.0
K13821	1.0	1.0	0.0	1.0	1.0
K13829	0.0	1.0	0.0	1.0	0.0
K13832	0.0	1.0	0.0	0.0	0.0
K13853	1.0	0.0	0.0	0.0	1.0
K13893	0.0	1.0	0.0	1.0	0.0
K13894	0.0	1.0	0.0	1.0	0.0
K13895	0.0	1.0	0.0	1.0	0.0
K13896	0.0	1.0	1.0	1.0	0.0
K13953	0.0	1.0	0.0	1.0	0.0
K13954	0.0	1.0	0.0	0.0	0.0
K14085	0.0	0.0	0.0	1.0	0.0
K14155	1.0	0.0	0.0	0.0	1.0
K14159	0.0	1.0	0.0	1.0	0.0
K14170	0.0	1.0	0.0	0.0	0.0
K14259	0.0	1.0	0.0	1.0	0.0
K14260	0.0	1.0	1.0	0.0	0.0
K14261	0.0	1.0	0.0	1.0	0.0
K14267	0.0	1.0	0.0	0.0	0.0
K14268	0.0	1.0	0.0	0.0	0.0
K14286	0.0	0.0	0.0	1.0	0.0
K14287	0.0	1.0	0.0	0.0	0.0
K14335	0.0	1.0	0.0	0.0	0.0
K14340	0.0	0.0	0.0	1.0	0.0
K14481	0.0	1.0	0.0	0.0	0.0
K14633	0.0	0.0	0.0	1.0	0.0
K14682	0.0	1.0	0.0	0.0	0.0
K14977	0.0	0.0	0.0	1.0	0.0
K15054	0.0	0.0	0.0	1.0	0.0
K15371	0.0	1.0	0.0	1.0	0.0
K15373	0.0	1.0	0.0	0.0	0.0
K15633	1.0	1.0	0.0	0.0	1.0
K15634	1.0	1.0	0.0	1.0	1.0
K16260	0.0	1.0	0.0	0.0	0.0
