ID	PC1	PC2	PC3	PC4	PC5
COG0001	-0.7905143543768954	-0.7889872415586843	0.04835502948889411	0.015747358662023085	-2.3251023559544915e-15
COG0002	-0.790514354376909	-0.7889872415586803	0.048355029488878994	0.015747358662026437	4.5089021829211945e-15
COG0003	0.39607306577823126	-1.0451388171642857	-0.02726955484200436	0.008206753306340325	2.2393499809458888e-14
COG0004	-0.7905143543769894	-0.7889872415586512	0.04835502948877646	0.01574735866202317	7.752524253453366e-14
COG0005	0.0	-0.0	0.0	0.0	0.0
COG0006	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0007	-1.041525333301393	0.40093343203614357	0.0667512710902113	0.004650911199953416	-2.92843903762301e-17
COG0008	0.0	-0.0	0.0	0.0	0.0
COG0009	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0010	-0.17022713695872646	-0.8431041357922393	-0.7141297236034048	0.01472670767631758	-1.535210817448115e-17
COG0012	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0013	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0014	-1.041525333301393	0.40093343203614357	0.0667512710902113	0.004650911199953416	-2.92843903762301e-17
COG0015	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0016	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0017	-0.17022713695872646	-0.8431041357922393	-0.7141297236034048	0.01472670767631758	-1.535210817448115e-17
COG0018	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0019	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0020	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0021	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0022	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0023	-0.5820295414150184	0.24360022480189703	0.9229817459804565	-0.0022891010370315935	-3.0739726289945224e-17
COG0024	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0025	-1.041525333301393	0.40093343203614357	0.0667512710902113	0.004650911199953416	-2.92843903762301e-17
COG0026	0.0	-0.0	0.0	0.0	0.0
COG0027	-0.5820295414150184	0.24360022480189703	0.9229817459804565	-0.0022891010370315935	-3.0739726289945224e-17
COG0028	-0.39607306577837137	1.0451388171644087	0.02726955484187023	-0.008206753306229792	1.5430336773374397e-16
COG0029	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0030	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0031	0.0	-0.0	0.0	0.0	0.0
COG0033	-0.6935732689702777	0.2474409398537981	-0.8412284690538506	0.007985280676472202	-2.0550213415740037e-17
COG0034	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0035	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0036	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0037	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0038	-0.6935732689702777	0.2474409398537981	-0.8412284690538506	0.007985280676472202	-2.0550213415740037e-17
COG0039	0.5820295414150184	-0.243600224801897	-0.9229817459804563	0.0022891010370315957	-3.7529962924354354e-17
COG0040	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0041	0.0	-0.0	0.0	0.0	0.0
COG0042	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0043	-1.041525333301393	0.40093343203614357	0.0667512710902113	0.004650911199953416	-2.92843903762301e-17
COG0044	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0045	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0046	-0.17022713695872646	-0.8431041357922393	-0.7141297236034048	0.01472670767631758	-1.535210817448115e-17
COG0047	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0048	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0049	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
COG0050	-0.7905143543768924	-0.7889872415586859	0.0483550294888937	0.01574735866202155	-6.916257656755576e-17
