ID	PC1	PC2	PC3	PC4	PC5
AA1	0.5686246106364065	-0.8837458650769783	0.37923449385186053	0.04290101176963526	1.4405122116742756e-15
AA12	0.04446322847792811	0.14762253147906873	1.1064444592725837	-0.04484716332202213	-2.1763561588696637e-15
AA2	0.8919100148824644	0.26276095825298995	0.6208457031064433	-0.001953741179938836	1.4685220695134513e-17
AA3	0.8919100148824664	0.2627609582529904	0.6208457031064426	-0.0019537411799386527	9.679666524133504e-16
AA4	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.322789329114353e-17
AA6	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
AA7	0.42762996446647805	0.9843364354973578	0.311202035506542	-0.03698227060818715	8.374229571416802e-17
CBM34	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
CBM4	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
CBM41	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
CBM48	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CBM50	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CBM56	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
CBM67	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
CBM91	0.4279759763867504	-0.8421087694649209	-0.5937644503825894	0.0716460849449895	-5.022839481976385e-17
CE1	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CE11	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
CE14	-1.047898987992167	-0.1741926045432233	0.3460668684674616	-0.042454328831868955	1.6001638045231728e-17
CE19	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
CE3	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CE4	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CE6	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
CE7	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
CE9	-0.0	0.0	-0.0	0.0	0.0
GH1	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH10	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH102	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH103	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH105	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH106	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH109	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH114	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH117	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH12	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH127	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH13	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH130	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH136	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH141	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH144	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH15	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH154	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH16	0.4279759763867504	-0.8421087694649209	-0.5937644503825894	0.0716460849449895	-5.022839481976385e-17
GH166	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH17	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH170	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH171	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH19	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH2	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH20	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH23	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH25	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH26	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH28	0.4279759763867504	-0.8421087694649209	-0.5937644503825894	0.0716460849449895	-5.022839481976385e-17
GH29	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH3	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH31	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH32	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH33	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH36	-0.15204037245054877	-0.4014628039629482	0.7215738542139922	-0.7382699473052309	1.5232796184043115e-16
GH38	0.6672614943734441	-0.3797684301510636	-0.46439667864454587	-0.6669885774516872	-3.046559236808786e-17
GH39	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH4	0.5686246106364075	-0.8837458650769779	0.3792344938518609	0.042901011769636344	-3.3227893291143255e-17
GH42	0.6672614943734441	-0.3797684301510636	-0.46439667864454587	-0.6669885774516872	-3.046559236808786e-17
GH43	0.6672614943734441	-0.3797684301510636	-0.46439667864454587	-0.6669885774516872	-3.046559236808786e-17
GH46	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH5	0.6672614943734441	-0.3797684301510636	-0.46439667864454587	-0.6669885774516872	-3.046559236808786e-17
GH50	0.044463228477927046	0.14762253147906562	1.106444459272583	-0.04484716332202572	8.929482224850371e-17
GH51	0.6672614943734441	-0.3797684301510636	-0.46439667864454587	-0.6669885774516872	-3.046559236808786e-17
GH55	-0.39132589043724236	-0.8638031432768052	0.5922060824759486	0.0003647150914457899	1.946285132199368e-16
GH57	0.4279759763867504	-0.8421087694649209	-0.5937644503825894	0.0716460849449895	-5.022839481976385e-17
GH63	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH65	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH73	-0.39132589043724236	-0.8638031432768052	0.5922060824759486	0.0003647150914457899	1.946285132199368e-16
GH74	-0.42762996446647805	-0.9843364354973578	-0.311202035506542	0.03698227060818715	-8.374229571416802e-17
GH77	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH78	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH8	0.8919100148824642	0.26276095825298995	0.6208457031064433	-0.001953741179938897	-5.428907777546379e-17
GH88	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
GH94	1.047898987992167	0.1741926045432233	-0.3460668684674616	0.042454328831868955	-1.6001638045231728e-17
