ID	Function
pVOG1936	hypothetical protein
pVOG1942	major head protein
pVOG1944	unannotated protein
pVOG1945	hypothetical protein
pVOG1948	hypothetical protein
pVOG1950	hypothetical protein
pVOG1951	head decoration
pVOG1952	head protein
pVOG1953	hypothetical protein
pVOG1956	tail fiber protein
pVOG1960	pyrophosphatase
pVOG1962	host RecBCD nuclease inhibitor
pVOG1964	hypothetical protein
pVOG1965	hypothetical protein
pVOG1967	hypothetical protein
pVOG1968	unannotated protein
pVOG1975	hypothetical protein
pVOG1979	hypothetical protein
pVOG1980	hypothetical protein
pVOG1981	virion structural protein
pVOG1982	hypothetical protein
pVOG1984a	hypothetical protein
pVOG1984b	hypothetical protein
pVOG1985	unannotated protein
pVOG1986	hypothetical protein
pVOG1987	unknown function
pVOG1988	unannotated protein
pVOG1989	hypothetical protein
pVOG1992	internal virion protein
pVOG1993	unknown function
pVOG1995	hypothetical protein
pVOG1996	hypothetical protein
pVOG1998	hypothetical protein
pVOG2000	hypothetical protein
pVOG2001	unannotated protein
pVOG2002	hypothetical protein
pVOG2004	unknown function
pVOG2005	homing endonuclease
pVOG2006	long tail fiber protein proximal connector
pVOG2011	hypothetical protein
pVOG2012	DenB-like DNA endonuclease IV
pVOG2013	hypothetical protein
pVOG2015	tail fiber protein
pVOG2017	head-tail connector protein
pVOG2018	head closure
pVOG2020	hypothetical protein
pVOG2021	unannotated protein
pVOG2023	hypothetical protein
pVOG2024	unannotated protein
pVOG2025	unannotated protein
pVOG2026	unannotated protein
pVOG2027	hypothetical protein
pVOG2029	hypothetical protein
pVOG2030	hypothetical protein
pVOG2032	hypothetical protein
pVOG2033	hypothetical protein
pVOG2036	hypothetical protein
pVOG2037	hypothetical protein
pVOG2038	hypothetical protein
pVOG2039	hypothetical protein
pVOG2040	hypothetical protein
pVOG2041	hypothetical protein
pVOG2042	glycosyltransferase
pVOG2043	HNH endonuclease
pVOG2044	hypothetical protein
pVOG2045	hypothetical protein
pVOG2049	excisionase
pVOG2051	hypothetical protein
pVOG2052	hypothetical protein
pVOG2053	hypothetical protein
pVOG2054	phosphoribosyl transferase
pVOG2056	hypothetical protein
pVOG2057	hypothetical protein
pVOG2059	hypothetical protein
pVOG2063	hypothetical protein
pVOG2067	unannotated protein
pVOG2069	hypothetical protein
pVOG2070	peptidase HslV family protein
pVOG2072	unannotated protein
pVOG2073	tail fiber assembly protein
pVOG2075	terminase small subunit
pVOG2078	outer membrane protein
pVOG2079	membrane associated protein
pVOG2080	Cor superinfection exclusion protein
pVOG2083	hypothetical protein
pVOG2085	hypothetical protein
pVOG2086	hypothetical protein
pVOG2088	unannotated protein
pVOG2089	unannotated protein
pVOG2090	unannotated protein
pVOG2091	unannotated protein
pVOG2092	unannotated protein
pVOG2094	hypothetical protein
pVOG2095	unannotated protein
pVOG2096	hypothetical protein
pVOG2097	hypothetical protein
pVOG2098	unannotated protein
pVOG2100	hypothetical protein
pVOG2101	major head protein
pVOG2102	virion structural protein
pVOG2103	hypothetical protein
pVOG2104	virion structural protein
pVOG2105	structural protein
pVOG2106	hypothetical protein
pVOG2107	hypothetical protein
pVOG2111	outer membrane protein
pVOG2113	virion structural protein
pVOG2114	hypothetical protein
pVOG2115	hypothetical protein
pVOG2116	hypothetical protein
pVOG2117	hypothetical protein
pVOG2118	tail protein
pVOG2119	tail terminator
pVOG2120	major tail protein
pVOG2121	tail assembly chaperone
pVOG2123	DNA methyltransferase
pVOG2124	hypothetical protein
pVOG2125	unannotated protein
pVOG2127	virion structural protein
pVOG2128	hypothetical protein
pVOG2129	head protein
pVOG2130	minor head protein
pVOG2131	hypothetical protein
pVOG2137	tail protein
pVOG2138	minor tail protein
pVOG2142	transposase
pVOG2147	hypothetical protein
pVOG2149	host nuclease inhibitor
pVOG2152	hypothetical protein
pVOG2153	hypothetical protein
pVOG2154	late transcriptional activator
pVOG2163	head maturation protease
pVOG2164	hypothetical protein
pVOG2165	head-tail adaptor
pVOG2166	portal protein
pVOG2167	unannotated protein
pVOG2168	tail assembly chaperone
pVOG2170	structural protein
pVOG2171	unannotated protein
pVOG2172	tail assembly protein
pVOG2173	tail assembly chaperone
pVOG2174	hypothetical protein
pVOG2177	tail assembly chaperone
pVOG2178	hypothetical protein
pVOG2180	hypothetical protein
pVOG2183	hypothetical protein
pVOG2184	hypothetical protein
pVOG2185	hypothetical protein
pVOG2186	hypothetical protein
pVOG2187	cell division inhibitor
pVOG2188	RecA filament binding protein DinI
pVOG2190	hypothetical protein
pVOG2191	unannotated protein
pVOG2192	hypothetical protein
pVOG2194	hypothetical protein
pVOG2195	hypothetical protein
pVOG2196	hypothetical protein
pVOG2198	hypothetical protein
pVOG2199	unannotated protein
pVOG2200	hypothetical protein
pVOG2201	unannotated protein
pVOG2202	baseplate protein
pVOG2204	hypothetical protein
pVOG2205	hypothetical protein
pVOG2206	tail protein
pVOG2207	hypothetical protein
pVOG2210	unannotated protein
pVOG2211	tail sheath
pVOG2212	tail completion or Neck1 protein
pVOG2213	tail terminator
pVOG2215	transcriptional repressor
pVOG2216	hypothetical protein
pVOG2217	holin
pVOG2218	hypothetical protein
pVOG2219	unannotated protein
pVOG2220	hypothetical protein
pVOG2221	hypothetical protein
pVOG2222	hypothetical protein
pVOG2225	hypothetical protein
pVOG2228	hypothetical protein
pVOG2232	pilot protein for DNA ejection
pVOG2233	replication initiation protein
pVOG2234	major head protein
pVOG2235	virion structural protein
pVOG2238	DNA binding protein
pVOG2240	hypothetical protein
pVOG2246	hypothetical protein
pVOG2260	nucleoside 2-deoxyribosyltransferase
pVOG2273	hypothetical protein
pVOG2278	glycerophosphoryl diester phosphodiesterase
pVOG2290	unannotated protein
pVOG2306	hypothetical protein
pVOG2308	hypothetical protein
pVOG2309	holin
pVOG2310	serine-threonine kinase
pVOG2311	hypothetical protein
pVOG2312	dGTPase inhibitor; target for F exclusion
pVOG2313	hypothetical protein
pVOG2314	hypothetical protein
pVOG2315	RNA polymerase inhibitor
pVOG2317	hypothetical protein
pVOG2318	hypothetical protein
pVOG2320	hypothetical protein
pVOG2322	hypothetical protein
pVOG2323	virion structural protein
pVOG2325	tail protein
pVOG2326	tail protein
pVOG2332	HNH endonuclease
pVOG2335	unannotated protein
pVOG2336	hypothetical protein
pVOG2337	hypothetical protein
pVOG2338	transcriptional repressor
pVOG2339	NinB/ Orf homologous recombination mediator
pVOG2341	MokW-like host killing
pVOG2344	hypothetical protein
pVOG2346	hypothetical protein
pVOG2349	hypothetical protein
pVOG2350	host range and adsorption protein
pVOG2352	polynucleotide kinase
pVOG2353	hypothetical protein
pVOG2355	tail appendage
pVOG2357	tail protein
pVOG2361	hypothetical protein
pVOG2363	hypothetical protein
pVOG2364	hypothetical protein
pVOG2366	hypothetical protein
pVOG2368	ribonucleoside-diphosphate reductase large subunit
pVOG2370	hypothetical protein
pVOG2371	N4-like RNA polymerase
pVOG2373	hypothetical protein
pVOG2375	exonuclease
pVOG2377	single strand DNA binding protein
pVOG2378	hypothetical protein
pVOG2379	virion RNA polymerase
pVOG2380	hypothetical protein
pVOG2381	hypothetical protein
pVOG2382	virion structural protein
pVOG2383	hypothetical protein
pVOG2384	major head protein
pVOG2385	tail length tape measure protein
pVOG2386	portal protein
pVOG2388	holin
pVOG2389	virion structural protein
pVOG2390	hypothetical protein
pVOG2395	hypothetical protein
pVOG2397	single strand DNA binding protein
pVOG2401	hypothetical protein
pVOG2403	hypothetical protein
pVOG2404	hypothetical protein
pVOG2405	hypothetical protein
pVOG2406	hypothetical protein
pVOG2409	Rz-like spanin
pVOG2412	hypothetical protein
pVOG2413	hypothetical protein
pVOG2414	hypothetical protein
pVOG2415	hypothetical protein
pVOG2416	hypothetical protein
pVOG2417	hypothetical protein
pVOG2418	hypothetical protein
pVOG2419	unannotated protein
pVOG2420	hypothetical protein
pVOG2421	hypothetical protein
pVOG2422	unannotated protein
pVOG2423	hypothetical protein
pVOG2424	hypothetical protein
pVOG2428	unannotated protein
pVOG2432	hypothetical protein
pVOG2434	hypothetical protein
pVOG2436	unannotated protein
pVOG2438	thymidylate kinase
pVOG2439	hypothetical protein
pVOG2440	unannotated protein
pVOG2441	Dmd discriminator of mRNA degradation
pVOG2443	unannotated protein
pVOG2444	decoy of host sigma32
pVOG2447	unannotated protein
pVOG2448	hypothetical protein
pVOG2450	tail fiber protein; host specificity
pVOG2451	unknown function
pVOG2452	unannotated protein
pVOG2453	hypothetical protein
pVOG2454	hypothetical protein
pVOG2456	hypothetical protein
pVOG2457	unannotated protein
pVOG2463	hypothetical protein
pVOG2464	portal protein
pVOG2466	hypothetical protein
pVOG2467	virion structural protein
pVOG2468	hypothetical protein
pVOG2469	hypothetical protein
pVOG2471	hypothetical protein
pVOG2473	hypothetical protein
pVOG2474	hypothetical protein
pVOG2478	unannotated protein
pVOG2481	hypothetical protein
pVOG2482	hypothetical protein
pVOG2483	hypothetical protein
pVOG2484	hypothetical protein
pVOG2485	hypothetical protein
pVOG2486	unannotated protein
pVOG2487	hypothetical protein
pVOG2489	hypothetical protein
pVOG2490	hypothetical protein
pVOG2491	hypothetical protein
pVOG2492	hypothetical protein
pVOG2493	virion structural protein
pVOG2494	hypothetical protein
pVOG2495	hypothetical protein
pVOG2496	hypothetical protein
pVOG2497	hypothetical protein
pVOG2499	hypothetical protein
pVOG2500	hypothetical protein
pVOG2501	hypothetical protein
pVOG2502	hypothetical protein
pVOG2503	hypothetical protein
pVOG2505	hypothetical protein
pVOG2506	hypothetical protein
pVOG2507	hypothetical protein
pVOG2508	hypothetical protein
pVOG2512	tail terminator
pVOG2513	tail assembly chaperone
pVOG2515	minor tail protein
pVOG2518	minor tail protein
pVOG2519	hypothetical protein
pVOG2520	hypothetical protein
pVOG2522	hypothetical protein
pVOG2523	hypothetical protein
pVOG2526	holin
pVOG2527	hypothetical protein
pVOG2528	HTH DNA binding protein
pVOG2529	hypothetical protein
pVOG2531	hypothetical protein
pVOG2533	hypothetical protein
pVOG2534	exonuclease
pVOG2537	hypothetical protein
pVOG2538	unannotated protein
pVOG2539	HNH endonuclease
pVOG2540	hypothetical protein
pVOG2543	hypothetical protein
pVOG2544	hypothetical protein
pVOG2545	hypothetical protein
pVOG2547	hypothetical protein
pVOG2548	hypothetical protein
pVOG2549	minor tail protein
pVOG2550	hypothetical protein
pVOG2552	hypothetical protein
pVOG2553	hypothetical protein
pVOG2554	hypothetical protein
pVOG2555	hypothetical protein
pVOG2557	anti-restriction protein
pVOG2558	hypothetical protein
pVOG2559	hypothetical protein
pVOG2560	unannotated protein
pVOG2561	hypothetical protein
pVOG2565	head-tail adaptor
pVOG2566	head-tail connector protein
pVOG2567	unannotated protein
pVOG2568	hypothetical protein
pVOG2570	hypothetical protein
pVOG2571	hypothetical protein
pVOG2573	hypothetical protein
pVOG2574	hypothetical protein
pVOG2575	metallo-phosphoesterase
pVOG2576	hypothetical protein
pVOG2577	lipoprotein
pVOG2578	hypothetical protein
pVOG2579	hypothetical protein
pVOG2580	hypothetical protein
pVOG2581	Erf-like ssDNA annealing protein
pVOG2582	hypothetical protein
pVOG2585	hypothetical protein
pVOG2586	hypothetical protein
pVOG2587	hypothetical protein
pVOG2588	hypothetical protein
pVOG2589	hypothetical protein
pVOG2590	hypothetical protein
pVOG2591	hypothetical protein
pVOG2592	hypothetical protein
pVOG2593	hypothetical protein
pVOG2594	hypothetical protein
pVOG2595	hypothetical protein
pVOG2596	hypothetical protein
pVOG2597	hypothetical protein
pVOG2598	hypothetical protein
pVOG2600	hypothetical protein
pVOG2601	hypothetical protein
pVOG2602	hypothetical protein
pVOG2605	hypothetical protein
pVOG2606	hypothetical protein
pVOG2607	hypothetical protein
pVOG2608	hypothetical protein
pVOG2610	unannotated protein
pVOG2612	terminase small subunit
pVOG2613	portal protein
pVOG2616	head scaffolding protein
pVOG2617	major head protein
pVOG2618	hypothetical protein
pVOG2620	hypothetical protein
pVOG2621	major tail protein
pVOG2622	tail assembly chaperone
pVOG2624	minor tail protein
pVOG2626	hypothetical protein
pVOG2627	virion structural protein
pVOG2628	hypothetical protein
pVOG2629	exonuclease
pVOG2631	hypothetical protein
pVOG2632	hypothetical protein
pVOG2633	hypothetical protein
pVOG2634	hypothetical protein
pVOG2635	hypothetical protein
pVOG2636	hypothetical protein
pVOG2637	terminase small subunit
pVOG2638	neck protein
pVOG2639	unannotated protein
pVOG2641	hypothetical protein
pVOG2642	hypothetical protein
pVOG2643	hypothetical protein
pVOG2644	holin
pVOG2645	hypothetical protein
pVOG2646	hypothetical protein
pVOG2647	hypothetical protein
pVOG2648	HTH DNA binding protein
pVOG2649	endonuclease
pVOG2651	hypothetical protein
pVOG2652	hypothetical protein
pVOG2653	hypothetical protein
pVOG2654	unannotated protein
pVOG2655	hypothetical protein
pVOG2656	hypothetical protein
pVOG2657	hypothetical protein
pVOG2659	hypothetical protein
pVOG2660	hypothetical protein
pVOG2661	hypothetical protein
pVOG2663	hypothetical protein
pVOG2664	replication initiation protein
pVOG2665	hypothetical protein
pVOG2666	hypothetical protein
pVOG2667	hypothetical protein
pVOG2668	hypothetical protein
pVOG2669	mobile element MPME
pVOG2670	hypothetical protein
pVOG2671	hypothetical protein
pVOG2672	hypothetical protein
pVOG2673	hypothetical protein
pVOG2674	hypothetical protein
pVOG2675	hypothetical protein
pVOG2676	hypothetical protein
pVOG2678	hypothetical protein
pVOG2680	minor tail protein
pVOG2681	unannotated protein
pVOG2682	unannotated protein
pVOG2683	hypothetical protein
pVOG2684	hypothetical protein
pVOG2685	hypothetical protein
pVOG2686	hypothetical protein
pVOG2687	hypothetical protein
pVOG2688	hypothetical protein
pVOG2689	single strand annealing protein
pVOG2690	hypothetical protein
pVOG2691	hypothetical protein
pVOG2692	hypothetical protein
pVOG2694	hypothetical protein
pVOG2695	hypothetical protein
pVOG2696	hypothetical protein
pVOG2697	hypothetical protein
pVOG2698	hypothetical protein
pVOG2699	hypothetical protein
pVOG2700	hypothetical protein
pVOG2701	hypothetical protein
pVOG2702	hypothetical protein
pVOG2703	MerR-like transcriptional regulator
pVOG2704	hypothetical protein
pVOG2706	hypothetical protein
pVOG2707	hypothetical protein
pVOG2725	hypothetical protein
pVOG2731	hypothetical protein
pVOG2735	antimicrobial peptide resistance and lipid A acylation protein PagP
pVOG2742	hypothetical protein
pVOG2743	hypothetical protein
pVOG2749	hypothetical protein
pVOG2752	ERCC4-type nuclease
pVOG2755	hypothetical protein
pVOG2761	hypothetical protein
pVOG2763	hypothetical protein
pVOG2764	DNA helicase
pVOG2765	hypothetical protein
pVOG2766	unannotated protein
pVOG2767	unannotated protein
pVOG2768	hypothetical protein
pVOG2770	hypothetical protein
pVOG2771	hypothetical protein
pVOG2773	transcriptional regulator
pVOG2774	DNA primase
pVOG2775	hypothetical protein
pVOG2776	membrane protein
pVOG2778	hypothetical protein
pVOG2779	unannotated protein
pVOG2780	unannotated protein
pVOG2781	hypothetical protein
pVOG2783	hypothetical protein
pVOG2785	hypothetical protein
pVOG2786	transcriptional repressor
pVOG2788	DNA transposition protein
pVOG2789	hypothetical protein
pVOG2790	major head protein
pVOG2791	tail sheath
pVOG2792	DNA circularization
pVOG2793	tail protein
pVOG2794	tail protein
pVOG2795	tail protein
pVOG2797	translational regulator
pVOG2802	hypothetical protein
pVOG2803	hypothetical protein
pVOG2804	unannotated protein
pVOG2806	head maturation protease
pVOG2808	head-tail connector protein
pVOG2809	tail terminator
pVOG2813	hypothetical protein
pVOG2816	hypothetical protein
pVOG2819	kinase
pVOG2820	glycosyltransferase
pVOG2821	zinc-finger protease
pVOG2822	glycosyltransferase
pVOG2823	head-tail connector protein
pVOG2824	hypothetical protein
pVOG2825	hypothetical protein
pVOG2827	hypothetical protein
pVOG2828	hypothetical protein
pVOG2829	hypothetical protein
pVOG2830	hypothetical protein
pVOG2832	hypothetical protein
pVOG2833	hypothetical protein
pVOG2834	hypothetical protein
pVOG2837	hypothetical protein
pVOG2838	hypothetical protein
pVOG2839	hypothetical protein
pVOG2840	hypothetical protein
pVOG2841	hypothetical protein
pVOG2842	esterase
pVOG2843	hypothetical protein
pVOG2844	hypothetical protein
pVOG2845	hypothetical protein
pVOG2846	hypothetical protein
pVOG2847	hypothetical protein
pVOG2848	exonuclease
pVOG2849	hypothetical protein
pVOG2850	hypothetical protein
pVOG2851	hypothetical protein
pVOG2852	hypothetical protein
pVOG2853	hypothetical protein
pVOG2854	hypothetical protein
pVOG2855	hypothetical protein
pVOG2856	hypothetical protein
pVOG2857	hypothetical protein
pVOG2858	hypothetical protein
pVOG2859	hypothetical protein
pVOG2860	hypothetical protein
pVOG2861	hypothetical protein
pVOG2862	hypothetical protein
pVOG2863	hypothetical protein
pVOG2864	hypothetical protein
pVOG2865	hypothetical protein
pVOG2866	hypothetical protein
pVOG2868	hypothetical protein
pVOG2869	hypothetical protein
pVOG2870	hypothetical protein
pVOG2873	hypothetical protein
pVOG2874	hypothetical protein
pVOG2875	hypothetical protein
pVOG2876	Non-homologous end joining protein Ku
pVOG2877	hypothetical protein
pVOG2878	hypothetical protein
pVOG2879	hypothetical protein
pVOG2880	hypothetical protein
pVOG2881	hypothetical protein
pVOG2882	hypothetical protein
pVOG2883	hypothetical protein
pVOG2887	hypothetical protein
pVOG2888	hypothetical protein
pVOG2889	peptidase
pVOG2890	hypothetical protein
pVOG2891	hypothetical protein
pVOG2892	hypothetical protein
pVOG2893	hypothetical protein
pVOG2894	head maturation protease
pVOG2895	head-tail adaptor Ad1
pVOG2896	hypothetical protein
pVOG2897	hypothetical protein
pVOG2898	unannotated protein
pVOG2899	Arc-like repressor
pVOG2900	hypothetical protein
pVOG2901	hypothetical protein
pVOG2902	replication initiation protein
pVOG2903	hypothetical protein
pVOG2904	transcriptional repressor
pVOG2905	hypothetical protein
pVOG2906	hypothetical protein
pVOG2907	hypothetical protein
pVOG2909	hypothetical protein
pVOG2910	hypothetical protein
pVOG2911	hypothetical protein
pVOG2912	hypothetical protein
pVOG2913	hypothetical protein
pVOG2914	hypothetical protein
pVOG2915	unannotated protein
pVOG2916	hypothetical protein
pVOG2917	hypothetical protein
pVOG2918	hypothetical protein
pVOG2919	hypothetical protein
pVOG2920	hypothetical protein
pVOG2921	hypothetical protein
pVOG2922	hypothetical protein
pVOG2923	hypothetical protein
pVOG2924	hypothetical protein
pVOG2925	hypothetical protein
pVOG2926	hypothetical protein
pVOG2927	hypothetical protein
pVOG2928	unannotated protein
pVOG2929	hypothetical protein
pVOG2930	hypothetical protein
pVOG2931	unknown function
pVOG2932	terminase large subunit
pVOG2933	hypothetical protein
pVOG2934	hypothetical protein
pVOG2935	membrane protein
pVOG2936	methyltransferase
pVOG2937	hypothetical protein
pVOG2938	hypothetical protein
pVOG2940	hypothetical protein
pVOG2941	hypothetical protein
pVOG2942	hypothetical protein
pVOG2943	hypothetical protein
pVOG2945	hypothetical protein
pVOG2946	hypothetical protein
pVOG2947	hypothetical protein
pVOG2948	HNH endonuclease
pVOG2950	hypothetical protein
pVOG2951	hypothetical protein
pVOG2954	hypothetical protein
pVOG2955	hypothetical protein
pVOG2956	hypothetical protein
pVOG2957	hypothetical protein
pVOG2958	DNA helicase
pVOG2959	hypothetical protein
pVOG2961	hypothetical protein
pVOG2962	hypothetical protein
pVOG2963	hypothetical protein
pVOG2964	hypothetical protein
pVOG2967	hypothetical protein
pVOG2971	hypothetical protein
pVOG2972	hypothetical protein
pVOG2973	hypothetical protein
pVOG2974	hypothetical protein
pVOG2975	hypothetical protein
pVOG2976	hypothetical protein
pVOG2977	HTH DNA binding protein
pVOG2978	hypothetical protein
pVOG2979	hypothetical protein
pVOG2980	hypothetical protein
pVOG2981	hypothetical protein
pVOG2982	hypothetical protein
pVOG2983	hypothetical protein
pVOG2984	hypothetical protein
pVOG2986	hypothetical protein
pVOG2987	hypothetical protein
pVOG2988	hypothetical protein
pVOG2989	hypothetical protein
pVOG2990	hypothetical protein
pVOG2991	hypothetical protein
pVOG2992	hypothetical protein
pVOG2993	hypothetical protein
pVOG2994	hypothetical protein
pVOG2995	metallo-phosphoesterase
pVOG2996	hypothetical protein
pVOG2997	hypothetical protein
pVOG2998	hypothetical protein
pVOG2999	hypothetical protein
pVOG3000	hypothetical protein
pVOG3001	hypothetical protein
pVOG3002	hypothetical protein
pVOG3003	hypothetical protein
pVOG3004	head-tail connector protein
pVOG3005	hypothetical protein
pVOG3006	hypothetical protein
pVOG3007	hypothetical protein
pVOG3008	hypothetical protein
pVOG3009	transcriptional regulator WhiB-like protein
pVOG3010	hypothetical protein
pVOG3011	dual specificity phosphatase
pVOG3012	hypothetical protein
pVOG3014	hypothetical protein
pVOG3015	hypothetical protein
pVOG3016	hypothetical protein
pVOG3017	hypothetical protein
pVOG3020	hypothetical protein
pVOG3022	hypothetical protein
pVOG3023	hypothetical protein
pVOG3024	transposase
pVOG3025	hypothetical protein
pVOG3026	hypothetical protein
pVOG3027	hypothetical protein
pVOG3028	HNH endonuclease
pVOG3029	terminase large subunit
pVOG3030	hypothetical protein
pVOG3031	hypothetical protein
pVOG3032	hypothetical protein
pVOG3033	hypothetical protein
pVOG3034	hypothetical protein
pVOG3035	hypothetical protein
pVOG3036	hypothetical protein
pVOG3041	hypothetical protein
pVOG3042	hypothetical protein
pVOG3043	hypothetical protein
pVOG3044	ParB-like partition protein
pVOG3045	hypothetical protein
pVOG3046	hypothetical protein
pVOG3047	hypothetical protein
pVOG3048	hypothetical protein
pVOG3049	hypothetical protein
pVOG3050	hypothetical protein
pVOG3051	unannotated protein
pVOG3055	hypothetical protein
pVOG3056	hypothetical protein
pVOG3057	histone family DNA-binding protein
pVOG3058	hypothetical protein
pVOG3060	hypothetical protein
pVOG3061	hypothetical protein
pVOG3064	hypothetical protein
pVOG3066	hypothetical protein
pVOG3074	hypothetical protein
pVOG3077	hypothetical protein
pVOG3082	hypothetical protein
pVOG3083	hypothetical protein
pVOG3084	hypothetical protein
pVOG3085	hypothetical protein
pVOG3086	hypothetical protein
pVOG3087	hypothetical protein
pVOG3088	hypothetical protein
pVOG3090	hypothetical protein
pVOG3091	hypothetical protein
pVOG3093	unannotated protein
pVOG3094	hypothetical protein
pVOG3099	hypothetical protein
pVOG3101	hypothetical protein
pVOG3102	unannotated protein
pVOG3105	hypothetical protein
pVOG3108	hypothetical protein
pVOG3124	head closure Hc2
pVOG3125	hypothetical protein
pVOG3129	unannotated protein
pVOG3130	hypothetical protein
pVOG3133	unannotated protein
pVOG3136	guanylate kinase
pVOG3137	hypothetical protein
pVOG3138	hypothetical protein
pVOG3140	unannotated protein
pVOG3141	hypothetical protein
pVOG3142	hypothetical protein
pVOG3143	unannotated protein
pVOG3150	hypothetical protein
pVOG3151	unannotated protein
pVOG3152	hypothetical protein
pVOG3153	hypothetical protein
pVOG3155	hypothetical protein
pVOG3162	hypothetical protein
pVOG3167	hypothetical protein
pVOG3172	hypothetical protein
pVOG3173	hypothetical protein
pVOG3174	hypothetical protein
pVOG3175	hypothetical protein
pVOG3178	major head protein
pVOG3179	minor tail protein
pVOG3180	tail fiber protein
pVOG3181	hypothetical protein
pVOG3185	hypothetical protein
pVOG3188	hypothetical protein
pVOG3189	HicB-like antitoxin
pVOG3193	unannotated protein
pVOG3196	hypothetical protein
pVOG3197	hypothetical protein
pVOG3198	head maturation protease
pVOG3199	hypothetical protein
pVOG3200	hypothetical protein
pVOG3201	hypothetical protein
pVOG3202	tail assembly chaperone
pVOG3203	hypothetical protein
pVOG3204	helicase
pVOG3205	hypothetical protein
pVOG3206	hypothetical protein
pVOG3208	hypothetical protein
pVOG3209	hypothetical protein
pVOG3210	unannotated protein
pVOG3211	tail assembly chaperone
pVOG3212	hypothetical protein
pVOG3213	hypothetical protein
pVOG3214	unannotated protein
pVOG3215	hypothetical protein
pVOG3217	hypothetical protein
pVOG3218	hypothetical protein
pVOG3220	unannotated protein
pVOG3221	unannotated protein
pVOG3222	GTP cyclohydrolase
pVOG3227	tail fiber protein
pVOG3232	hypothetical protein
pVOG3233	putative protein YpjQ
pVOG3235	GMP reductase
pVOG3237	replication initiation by nicking
pVOG3238	hypothetical protein
pVOG3239	DNA helicase
pVOG3241	metallo-phosphoesterase
pVOG3244	endonuclease
pVOG3245	hypothetical protein
pVOG3246	DNA polymerase
pVOG3247	hypothetical protein
pVOG3248	hypothetical protein
pVOG3249	RNA polymerase beta subunit
pVOG3251	hypothetical protein
pVOG3254	hypothetical protein
pVOG3255	hypothetical protein
pVOG3256	hypothetical protein
pVOG3257	hypothetical protein
pVOG3258	hypothetical protein
pVOG3259	hypothetical protein
pVOG3260	virion structural protein
pVOG3261	hypothetical protein
pVOG3262	DnaB-like replicative helicase
pVOG3263	major head protein
pVOG3264	virion structural protein
pVOG3265	hypothetical protein
pVOG3266	hypothetical protein
pVOG3267	RuvC-like Holliday junction resolvase
pVOG3268	hypothetical protein
pVOG3269	hypothetical protein
pVOG3270	hypothetical protein
pVOG3271	virion structural protein
pVOG3272	UvsX-like recombinase
pVOG3273	hypothetical protein
pVOG3274	virion structural protein
pVOG3275	head maturation protease
pVOG3277	virion structural protein
pVOG3278	tail sheath
pVOG3279	hypothetical protein
pVOG3280	virion structural protein
pVOG3281	hypothetical protein
pVOG3282	hypothetical protein
pVOG3285	hypothetical protein
pVOG3287	RelE-like toxin
pVOG3288	hypothetical protein
pVOG3289	minor head protein Ace-like protein
pVOG3291	hypothetical protein
pVOG3292	unknown function
pVOG3294	activator of host PrrC lysyl-tRNA endonuclease
pVOG3298	hypothetical protein
pVOG3299	hypothetical protein
pVOG3300	hypothetical protein
pVOG3301	hypothetical protein
pVOG3302	hypothetical protein
pVOG3303	hypothetical protein
pVOG3304	hypothetical protein
pVOG3307	hypothetical protein
pVOG3309	unannotated protein
pVOG3310	hypothetical protein
pVOG3311	hypothetical protein
pVOG3313	hypothetical protein
pVOG3314	tail protein
pVOG3315	released from the phage upon host infection
pVOG3318	hypothetical protein
pVOG3319	hypothetical protein
pVOG3321	hypothetical protein
pVOG3325	Rz-like spanin
pVOG3327	hypothetical protein
pVOG3328	tail tube protein
pVOG3331	Rz-like spanin
pVOG3334	rolling circle DNA replication initiation
pVOG3335	hypothetical protein
pVOG3336	unannotated protein
pVOG3339	hypothetical protein
pVOG3340	hypothetical protein
pVOG3341	minor coat protein
pVOG3343	DnaA-like replication initiation protein
pVOG3344	integrase
pVOG3345	nuclease
pVOG3346	transcriptional regulator
pVOG3347	hypothetical protein
pVOG3348	hypothetical protein
pVOG3349	CopG-like transcriptional repressor
pVOG3350	hypothetical protein
pVOG3351	hypothetical protein
pVOG3352	zinc-finger domain protein
pVOG3353	end-filament protein
pVOG3354	hypothetical protein
pVOG3355	hypothetical protein
pVOG3356	virion structural protein
pVOG3357	virion structural protein
pVOG3358	hypothetical protein
pVOG3359	hypothetical protein
pVOG3360	hypothetical protein
pVOG3361	hypothetical protein
pVOG3362	hypothetical protein
pVOG3363	hypothetical protein
pVOG3364	hypothetical protein
pVOG3366	hypothetical protein
pVOG3367	hypothetical protein
pVOG3368	hypothetical protein
pVOG3369	hypothetical protein
pVOG3370	hypothetical protein
pVOG3371	hypothetical protein
pVOG3373	hypothetical protein
pVOG3374	hypothetical protein
pVOG3375	hypothetical protein
pVOG3376	Gp5.9-like inihibitor of recBCD nuclease
pVOG3379	Cox-like excisionase and repressor
pVOG3380	hypothetical protein
pVOG3381	hypothetical protein
pVOG3382	DNA binding protein
pVOG3386	endonuclease
pVOG3389	hypothetical protein
pVOG3390	hypothetical protein
pVOG3391	unannotated protein
pVOG3396	transcriptional repressor
pVOG3397	hypothetical protein
pVOG3398	hypothetical protein
pVOG3399	replication
pVOG3401	anti-termination protein Q-like protein
pVOG3402	transcriptional regulator
pVOG3403	hypothetical protein
pVOG3404	hypothetical protein
