ID	Function
VOG5668	hypothetical protein
VOG5669	hypothetical protein
VOG5670	hypothetical protein
VOG5671	hypothetical protein
VOG5672	hypothetical protein
VOG5673	hypothetical protein
VOG5674	hypothetical protein
VOG5675	hypothetical protein
VOG5676	unannotated protein
VOG5677	unannotated protein
VOG5678	hypothetical protein
VOG5679	hypothetical protein
VOG5680	minor head protein
VOG5681	hypothetical protein
VOG5682	hypothetical protein
VOG5683	hypothetical protein
VOG5684	hypothetical protein
VOG5685	hypothetical protein
VOG5686	hypothetical protein
VOG5687	HTH DNA binding protein
VOG5688	unannotated protein
VOG5689	hypothetical protein
VOG5690	hypothetical protein
VOG5691	virion structural protein
VOG5692	hypothetical protein
VOG5693	unannotated protein
VOG5694	unannotated protein
VOG5695	hypothetical protein
VOG5696	hypothetical protein
VOG5697	hypothetical protein
VOG5698	hypothetical protein
VOG5699	hypothetical protein
VOG5700	hypothetical protein
VOG5701	hypothetical protein
VOG5702	hypothetical protein
VOG5703	hypothetical protein
VOG5704	hypothetical protein
VOG5705	hypothetical protein
VOG5706	hypothetical protein
VOG5707	lipoprotein precursor
VOG5708	hypothetical protein
VOG5709	hypothetical protein
VOG5710	hypothetical protein
VOG5711	hypothetical protein
VOG5712	hypothetical protein
VOG5713	hypothetical protein
VOG5714	hypothetical protein
VOG5715	hypothetical protein
VOG5716	tail protein
VOG5717	integrase
VOG5718	hypothetical protein
VOG5719	hypothetical protein
VOG5720	hypothetical protein
VOG5721	portal protein
VOG5722	hypothetical protein
VOG5723	hypothetical protein
VOG5724	hypothetical protein
VOG5725	hypothetical protein
VOG5726	hypothetical protein
VOG5727	hypothetical protein
VOG5728	hypothetical protein
VOG5729	hypothetical protein
VOG5730	hypothetical protein
VOG5731	hypothetical protein
VOG5732	hypothetical protein
VOG5733	hypothetical protein
VOG5734	Holliday junction resolvase
VOG5735	hypothetical protein
VOG5736	haemolysin-type calcium binding protein
VOG5737	hypothetical protein
VOG5738	hypothetical protein
VOG5739	hypothetical protein
VOG5740	hypothetical protein
VOG5741	hypothetical protein
VOG5742	transcriptional regulator
VOG5743	hypothetical protein
VOG5744	hypothetical protein
VOG5745	hypothetical protein
VOG5746	hypothetical protein
VOG5747	hypothetical protein
VOG5748	hypothetical protein
VOG5749	MotB-like transcriptional regulator
VOG5750	hypothetical protein
VOG5751	DNA primase
VOG5752	exonuclease
VOG5753	hypothetical protein
VOG5754	hypothetical protein
VOG5755	unannotated protein
VOG5756	hypothetical protein
VOG5757	DNA topoisomerase
VOG5758	hypothetical protein
VOG5759	RNA-dependent RNA polymerase
VOG5760	hypothetical protein
VOG5761	hypothetical protein
VOG5762	hypothetical protein
VOG5763	hypothetical protein
VOG5764	hypothetical protein
VOG5765	hypothetical protein
VOG5766	hypothetical protein
VOG5767	hypothetical protein
VOG5768	hypothetical protein
VOG5769	tail protein
VOG5770	hypothetical protein
VOG5771	hypothetical protein
VOG5772	unannotated protein
VOG5773	hypothetical protein
VOG5774	hypothetical protein
VOG5775	hypothetical protein
VOG5776	hypothetical protein
VOG5777	hypothetical protein
VOG5778	hypothetical protein
VOG5779	terminase large subunit
VOG5780	hypothetical protein
VOG5781	hydrolase
VOG5782	Oligoribonuclease
VOG5783	hypothetical protein
VOG5784	hypothetical protein
VOG5785	hypothetical protein
VOG5786	pectate lyase
VOG5787	hypothetical protein
VOG5788	hypothetical protein
VOG5789	helicase loader
VOG5790	hypothetical protein
VOG5791	terminase large subunit
VOG5792	hypothetical protein
VOG5793	unannotated protein
VOG5794	tail assembly chaperone
VOG5795	hypothetical protein
VOG5796	hypothetical protein
VOG5797	hypothetical protein
VOG5798	hypothetical protein
VOG5799	hypothetical protein
VOG5800	hypothetical protein
VOG5801	hypothetical protein
VOG5802	hypothetical protein
VOG5803	hypothetical protein
VOG5804	hypothetical protein
VOG5805	hypothetical protein
VOG5806	hypothetical protein
VOG5807	hypothetical protein
VOG5808	hypothetical protein
VOG5809	hypothetical protein
VOG5810	hypothetical protein
VOG5811	hypothetical protein
VOG5812	hypothetical protein
VOG5813	unannotated protein
VOG5814	nucleotide pyrophosphohydrolase
VOG5815	unannotated protein
VOG5816	unannotated protein
VOG5817	hypothetical protein
VOG5818	FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase
VOG5819	homing endonuclease
VOG5820	hypothetical protein
VOG5821	HNH endonuclease
VOG5822	hypothetical protein
VOG5823	DNA methyltransferase
VOG5824	hypothetical protein
VOG5825	unannotated protein
VOG5826	transcriptional regulator
VOG5827	hypothetical protein
VOG5828	hypothetical protein
VOG5829	hypothetical protein
VOG5830	head-tail adaptor Ad1
VOG5831	hypothetical protein
VOG5832	hypothetical protein
VOG5833	single strand DNA binding protein
VOG5834	hypothetical protein
VOG5835	hypothetical protein
VOG5836	hypothetical protein
VOG5837	hypothetical protein
VOG5838	hypothetical protein
VOG5839	hypothetical protein
VOG5840	hypothetical protein
VOG5841	hypothetical protein
VOG5842	hypothetical protein
VOG5843	hypothetical protein
VOG5844	hypothetical protein
VOG5845	membrane protein
VOG5846	receptor binding tail protein
VOG5847	hypothetical protein
VOG5848	Gp2.5-like ssDNA binding protein and ssDNA annealing protein
VOG5849	hypothetical protein
VOG5850	hypothetical protein
VOG5851	hypothetical protein
VOG5852	head-tail adaptor
VOG5853	cysteine dioxygenase
VOG5854	hypothetical protein
VOG5855	hypothetical protein
VOG5856	hypothetical protein
VOG5857	hypothetical protein
VOG5858	hypothetical protein
VOG5859	hypothetical protein
VOG5860	hypothetical protein
VOG5861	short tail fiber protein
VOG5862	short tail fiber protein
VOG5863	tail assembly chaperone
VOG5864	hypothetical protein
VOG5865	hypothetical protein
VOG5866	hypothetical protein
VOG5867	membrane-flanked domain protein
VOG5868	hypothetical protein
VOG5869	hypothetical protein
VOG5870	hypothetical protein
VOG5871	tail fiber protein
VOG5872	hypothetical protein
VOG5873	hypothetical protein
VOG5874	hypothetical protein
VOG5875	hypothetical protein
VOG5876	hypothetical protein
VOG5877	hypothetical protein
VOG5878	hypothetical protein
VOG5879	hypothetical protein
VOG5880	hypothetical protein
VOG5881	hypothetical protein
VOG5882	hypothetical protein
VOG5883	hypothetical protein
VOG5884	hypothetical protein
VOG5885	hypothetical protein
VOG5886	tellurite resistance
VOG5887	hypothetical protein
VOG5888	hypothetical protein
VOG5889	hypothetical protein
VOG5890	MazG-like pyrophosphatase
VOG5891	hypothetical protein
VOG5892	hypothetical protein
VOG5893	minor tail protein
VOG5894	hypothetical protein
VOG5895	hypothetical protein
VOG5896	hypothetical protein
VOG5897	hypothetical protein
VOG5898	hypothetical protein
VOG5899	hypothetical protein
VOG5900	hypothetical protein
VOG5901	nucleoside 2-deoxyribosyltransferase
VOG5902	adaptor Ad4
VOG5903	hypothetical protein
VOG5904	tail protein
VOG5905	hypothetical protein
VOG5906	hypothetical protein
VOG5907	hypothetical protein
VOG5908	hypothetical protein
VOG5909	hypothetical protein
VOG5910	hypothetical protein
VOG5911	hypothetical protein
VOG5912	hypothetical protein
VOG5913	unannotated protein
VOG5914	hypothetical protein
VOG5915	hypothetical protein
VOG5916	unannotated protein
VOG5917	hypothetical protein
VOG5918	zinc carboxypeptidase
VOG5919	hypothetical protein
VOG5920	unannotated protein
VOG5921	hypothetical protein
VOG5922	hypothetical protein
VOG5923	exonuclease
VOG5924	hypothetical protein
VOG5925	hypothetical protein
VOG5926	unannotated protein
VOG5927	tail tube protein
VOG5928	hypothetical protein
VOG5929	hypothetical protein
VOG5930	hypothetical protein
VOG5931	hypothetical protein
VOG5932	head maturation protease
VOG5933	hypothetical protein
VOG5934	minor tail protein
VOG5935	tail protein
VOG5936	RusA-like Holliday junction resolvase
VOG5937	hypothetical protein
VOG5938	helicase
VOG5939	DNA primase
VOG5940	hypothetical protein
VOG5941	hypothetical protein
VOG5942	replication initiation protein
VOG5943	hypothetical protein
VOG5944	hypothetical protein
VOG5945	hypothetical protein
VOG5946	tail protein
VOG5947	unannotated protein
VOG5948	hypothetical protein
VOG5949	hypothetical protein
VOG5950	unannotated protein
VOG5951	hypothetical protein
VOG5952	hypothetical protein
VOG5953	internal virion protein
VOG5954	tail fiber protein
VOG5955	hypothetical protein
VOG5956	hypothetical protein
VOG5957	hypothetical protein
VOG5958	hypothetical protein
VOG5959	hypothetical protein
VOG5960	hypothetical protein
VOG5961	hypothetical protein
VOG5962	hypothetical protein
VOG5963	hypothetical protein
VOG5964	hypothetical protein
VOG5965	hypothetical protein
VOG5966	hypothetical protein
VOG5967	hypothetical protein
VOG5968	hypothetical protein
VOG5969	hypothetical protein
VOG5970	hypothetical protein
VOG5971	hypothetical protein
VOG5972	hypothetical protein
VOG5973	hypothetical protein
VOG5974	hypothetical protein
VOG5975	hypothetical protein
VOG5976	hypothetical protein
VOG5977	hypothetical protein
VOG5978	hypothetical protein
VOG5979	phospho-2-dehydro-3-deoxyheptonate aldolase
VOG5980	HTH DNA binding protein
VOG5981	hypothetical protein
VOG5982	unannotated protein
VOG5983	hypothetical protein
VOG5984	hypothetical protein
VOG5985	hypothetical protein
VOG5986	MazG-like pyrophosphatase
VOG5987	hypothetical protein
VOG5988	hypothetical protein
VOG5989	HTH DNA binding protein
VOG5990	unannotated protein
VOG5991	hypothetical protein
VOG5992	hypothetical protein
VOG5993	hypothetical protein
VOG5994	unannotated protein
VOG5995	hypothetical protein
VOG5996	hypothetical protein
VOG5997	hypothetical protein
VOG5998	RNA polymerase beta subunit
VOG5999	hypothetical protein
VOG6000	hypothetical protein
VOG6001	head maturation protease
VOG6002	hypothetical protein
VOG6003	hypothetical protein
VOG6004	hypothetical protein
VOG6005	hypothetical protein
VOG6006	hypothetical protein
VOG6007	hypothetical protein
VOG6008	tubulin PhuZ
VOG6009	hypothetical protein
VOG6010	hypothetical protein
VOG6011	hypothetical protein
VOG6012	virion structural protein
VOG6013	unannotated protein
VOG6014	membrane protein
VOG6015	hypothetical protein
VOG6016	hypothetical protein
VOG6017	major head protein
VOG6018	hypothetical protein
VOG6019	hypothetical protein
VOG6020	hypothetical protein
VOG6021	hypothetical protein
VOG6022	hypothetical protein
VOG6023	hypothetical protein
VOG6024	unannotated protein
VOG6025	hypothetical protein
VOG6026	hypothetical protein
VOG6027	hypothetical protein
VOG6028	unannotated protein
VOG6029	hypothetical protein
VOG6030	hypothetical protein
VOG6031	hypothetical protein
VOG6032	unannotated protein
VOG6033	hypothetical protein
VOG6034	hypothetical protein
VOG6035	unannotated protein
VOG6036	hypothetical protein
VOG6037	hypothetical protein
VOG6038	hypothetical protein
VOG6039	hypothetical protein
VOG6040	Rz-like spanin
VOG6041	hypothetical protein
VOG6042	tail fiber protein
VOG6043	hypothetical protein
VOG6044	hypothetical protein
VOG6045	hypothetical protein
VOG6046	hypothetical protein
VOG6047	hypothetical protein
VOG6048	hypothetical protein
VOG6049	hypothetical protein
VOG6050	nucleoside triphosphate pyrophosphohydrolase
VOG6051	hypothetical protein
VOG6052	hypothetical protein
VOG6053	hypothetical protein
VOG6054	hypothetical protein
VOG6055	hypothetical protein
VOG6056	hypothetical protein
VOG6057	Lar-like restriction alleviation protein
VOG6058	terminase
VOG6059	hypothetical protein
VOG6060	hypothetical protein
VOG6061	hypothetical protein
VOG6062	hypothetical protein
VOG6063	Putative membrane-bound redox modulator Alx
VOG6064	hypothetical protein
VOG6065	hypothetical protein
VOG6066	hypothetical protein
VOG6067	hypothetical protein
VOG6068	unannotated protein
VOG6069	hypothetical protein
VOG6070	hypothetical protein
VOG6071	hypothetical protein
VOG6072	hypothetical protein
VOG6073	hypothetical protein
VOG6074	hypothetical protein
VOG6075	hypothetical protein
VOG6076	pilot protein for DNA ejection
VOG6077	hypothetical protein
VOG6078	unannotated protein
VOG6079	hypothetical protein
VOG6080	hypothetical protein
VOG6081	unannotated protein
VOG6082	hypothetical protein
VOG6083	protease
VOG6084	unannotated protein
VOG6085	DHH phosphoesterase
VOG6086	hypothetical protein
VOG6087	hypothetical protein
VOG6088	internal virion protein
VOG6089	hypothetical protein
VOG6090	hypothetical protein
VOG6091	hypothetical protein
VOG6092	hypothetical protein
VOG6093	hypothetical protein
VOG6094	hypothetical protein
VOG6095	hypothetical protein
VOG6096	hypothetical protein
VOG6097	hypothetical protein
VOG6098	hypothetical protein
VOG6099	hypothetical protein
VOG6100	hypothetical protein
VOG6101	hypothetical protein
VOG6102	hypothetical protein
VOG6103	hypothetical protein
VOG6104	hypothetical protein
VOG6105	hypothetical protein
VOG6106	hypothetical protein
VOG6107	unannotated protein
VOG6108	hypothetical protein
VOG6109	RusA-like Holliday junction resolvase
VOG6110	virion structural protein
VOG6111	hypothetical protein
VOG6112	unannotated protein
VOG6113	hypothetical protein
VOG6114	hypothetical protein
VOG6115	hypothetical protein
VOG6116	hypothetical protein
VOG6117	hypothetical protein
VOG6118	hypothetical protein
VOG6119	hypothetical protein
VOG6120	hypothetical protein
VOG6121	hypothetical protein
VOG6122	hypothetical protein
VOG6123	hypothetical protein
VOG6124	hypothetical protein
VOG6125	hypothetical protein
VOG6126	hypothetical protein
VOG6127	hypothetical protein
VOG6128	Lar-like restriction alleviation protein
VOG6129	hypothetical protein
VOG6130	hypothetical protein
VOG6131	hypothetical protein
VOG6132	head scaffolding protein
VOG6133	tail protein
VOG6134	hypothetical protein
VOG6135	hypothetical protein
VOG6136	unannotated protein
VOG6137	hypothetical protein
VOG6138	hypothetical protein
VOG6139	hypothetical protein
VOG6140	hypothetical protein
VOG6141	hypothetical protein
VOG6142	hypothetical protein
VOG6143	hypothetical protein
VOG6144	head-tail adaptor
VOG6145	hypothetical protein
VOG6146	hypothetical protein
VOG6147	hypothetical protein
VOG6148	hypothetical protein
VOG6149	hypothetical protein
VOG6150	unannotated protein
VOG6151	unannotated protein
VOG6152	tail assembly chaperone
VOG6153	unannotated protein
VOG6154	HNH endonuclease
VOG6155	hypothetical protein
VOG6156	hypothetical protein
VOG6157	hypothetical protein
VOG6158	hypothetical protein
VOG6159	hypothetical protein
VOG6160	hypothetical protein
VOG6161	hypothetical protein
VOG6162	hypothetical protein
VOG6163	tail length tape measure protein
VOG6164	hypothetical protein
VOG6165	hypothetical protein
VOG6166	baseplate protein
VOG6167	complement inhibitor
VOG6168	unannotated protein
VOG6169	hypothetical protein
VOG6170	methyltransferase
VOG6171	unknown function
VOG6172	hypothetical protein
VOG6173	hypothetical protein
VOG6174	hypothetical protein
VOG6175	hypothetical protein
VOG6176	hypothetical protein
VOG6177	hypothetical protein
VOG6178	hypothetical protein
VOG6179	DNA binding protein
VOG6180	hypothetical protein
VOG6181	hypothetical protein
VOG6182	terminase small subunit
VOG6183	anti-termination protein Q-like protein
VOG6184	hypothetical protein
VOG6185	sigma factor
VOG6186	hypothetical protein
VOG6187	hypothetical protein
VOG6188	hypothetical protein
VOG6189	hypothetical protein
VOG6190	virion structural protein
VOG6191	unannotated protein
VOG6192	hypothetical protein
VOG6193	transglycosylase
VOG6194	hypothetical protein
VOG6195	hypothetical protein
VOG6196	major head protein
VOG6197	transmembrane protein
VOG6198	hypothetical protein
VOG6199	hypothetical protein
VOG6200	hypothetical protein
VOG6201	hypothetical protein
VOG6202	hypothetical protein
VOG6203	hypothetical protein
VOG6204	unannotated protein
VOG6205	hypothetical protein
VOG6206	hypothetical protein
VOG6207	hypothetical protein
VOG6208	hypothetical protein
VOG6209	unannotated protein
VOG6210	unannotated protein
VOG6211	hypothetical protein
VOG6212	hypothetical protein
VOG6213	hypothetical protein
VOG6214	hypothetical protein
VOG6215	hypothetical protein
VOG6216	hypothetical protein
VOG6217	unannotated protein
VOG6218	hypothetical protein
VOG6219	hypothetical protein
VOG6220	tail protein
VOG6221	thymidylate kinase
VOG6222	hypothetical protein
VOG6223	DNA primase
VOG6224	hypothetical protein
VOG6225	hypothetical protein
VOG6226	DNA ligase
VOG6227	hypothetical protein
VOG6228	baseplate wedge subunit
VOG6229	hypothetical protein
VOG6230	Cor superinfection exclusion protein
VOG6231	hypothetical protein
VOG6232	major head protein
VOG6233	hypothetical protein
VOG6234	hypothetical protein
VOG6235	hypothetical protein
VOG6236	hypothetical protein
VOG6237	integrase
VOG6238	endonuclease
VOG6239	hypothetical protein
VOG6240	Rz-like spanin
VOG6241	terminase small subunit
VOG6242	hypothetical protein
VOG6243	tail fiber protein
VOG6244	unannotated protein
VOG6245	hypothetical protein
VOG6246	hypothetical protein
VOG6247	Peroxiredoxin
VOG6248	hypothetical protein
VOG6249	hypothetical protein
VOG6250	hypothetical protein
VOG6251	hypothetical protein
VOG6252	hypothetical protein
VOG6253	hypothetical protein
VOG6254	hypothetical protein
VOG6255	hypothetical protein
VOG6256	hypothetical protein
VOG6257	unannotated protein
VOG6258	hypothetical protein
VOG6259	hypothetical protein
VOG6260	unannotated protein
VOG6261	unannotated protein
VOG6262	hypothetical protein
VOG6263	hypothetical protein
VOG6264	hypothetical protein
VOG6265	hypothetical protein
VOG6266	hypothetical protein
VOG6267	hypothetical protein
VOG6268	hypothetical protein
VOG6269	hypothetical protein
VOG6270	hypothetical protein
VOG6271	hypothetical protein
VOG6272	hypothetical protein
VOG6273	immunity protein
VOG6274	hypothetical protein
VOG6275	sporulation protein
VOG6276	hypothetical protein
VOG6277	hypothetical protein
VOG6278	hypothetical protein
VOG6279	hypothetical protein
VOG6280	hypothetical protein
VOG6281	hypothetical protein
VOG6282	transposase
VOG6283	hypothetical protein
VOG6284	short tail fiber protein
VOG6285	hypothetical protein
VOG6286	transcriptional regulator
VOG6287	2OG-Fe(II) oxygenase
VOG6288	DNA ejection protein
VOG6289	hypothetical protein
VOG6290	hypothetical protein
VOG6291	hypothetical protein
VOG6292	hypothetical protein
VOG6293	hypothetical protein
VOG6294	hypothetical protein
VOG6295	hypothetical protein
VOG6296	hypothetical protein
VOG6297	hypothetical protein
VOG6298	hypothetical protein
VOG6299	hypothetical protein
VOG6300	hypothetical protein
VOG6301	internal virion lysozyme motif protein
VOG6302	head maturation protease
VOG6303	hypothetical protein
VOG6304	hypothetical protein
VOG6305	hypothetical protein
VOG6306	hypothetical protein
VOG6307	hypothetical protein
VOG6308	hypothetical protein
VOG6309	hypothetical protein
VOG6310	hypothetical protein
VOG6311	hypothetical protein
VOG6312	hypothetical protein
VOG6313	terminase small subunit
VOG6314	receptor binding tail protein
VOG6315	hypothetical protein
VOG6316	hypothetical protein
VOG6317	hypothetical protein
VOG6318	hypothetical protein
VOG6319	hypothetical protein
VOG6320	hypothetical protein
VOG6321	hypothetical protein
VOG6322	hypothetical protein
VOG6323	hypothetical protein
VOG6324	hypothetical protein
VOG6325	hypothetical protein
VOG6326	hypothetical protein
VOG6327	hypothetical protein
VOG6328	hypothetical protein
VOG6329	hypothetical protein
VOG6330	hypothetical protein
VOG6331	minor tail protein
VOG6332	hypothetical protein
VOG6333	hypothetical protein
VOG6334	hypothetical protein
VOG6335	hypothetical protein
VOG6336	hypothetical protein
VOG6337	hypothetical protein
VOG6338	hypothetical protein
VOG6339	hypothetical protein
VOG6340	hypothetical protein
VOG6341	hypothetical protein
VOG6342	unannotated protein
VOG6343	portal protein
VOG6344	head maturation protease
VOG6345	head maturation protease
VOG6346	hypothetical protein
VOG6347	hypothetical protein
VOG6348	hypothetical protein
VOG6349	hypothetical protein
VOG6350	unannotated protein
VOG6351	hypothetical protein
VOG6352	hypothetical protein
VOG6353	hypothetical protein
VOG6354	hypothetical protein
VOG6355	hypothetical protein
VOG6356	hypothetical protein
VOG6357	hypothetical protein
VOG6358	hypothetical protein
VOG6359	hypothetical protein
VOG6360	hypothetical protein
VOG6361	hypothetical protein
VOG6362	hypothetical protein
VOG6363	hypothetical protein
VOG6364	hypothetical protein
VOG6365	hypothetical protein
VOG6366	head maturation protease
VOG6367	hypothetical protein
VOG6368	hypothetical protein
VOG6369	hypothetical protein
VOG6370	tail assembly chaperone
VOG6371	endolysin
VOG6372	hypothetical protein
VOG6373	hypothetical protein
VOG6374	unannotated protein
VOG6375	hypothetical protein
VOG6376	hypothetical protein
VOG6377	hypothetical protein
VOG6378	hypothetical protein
VOG6379	hypothetical protein
VOG6380	hypothetical protein
VOG6381	hypothetical protein
VOG6382	hypothetical protein
VOG6383	hypothetical protein
VOG6384	hypothetical protein
VOG6385	hypothetical protein
VOG6386	hypothetical protein
VOG6387	hypothetical protein
VOG6388	hypothetical protein
VOG6389	hypothetical protein
VOG6390	hypothetical protein
VOG6391	head maturation protease
VOG6392	hypothetical protein
VOG6393	hypothetical protein
VOG6394	HNH endonuclease
VOG6395	hypothetical protein
VOG6396	DNA polymerase
VOG6397	hypothetical protein
VOG6398	hypothetical protein
VOG6399	hypothetical protein
VOG6400	hypothetical protein
VOG6401	hypothetical protein
VOG6402	hypothetical protein
VOG6403	hypothetical protein
VOG6404	hypothetical protein
VOG6405	hypothetical protein
VOG6406	hypothetical protein
VOG6407	unannotated protein
VOG6408	unannotated protein
VOG6409	nucleotidyltransferase
VOG6410	unannotated protein
VOG6411	hypothetical protein
VOG6412	unannotated protein
VOG6413	unannotated protein
VOG6414	hypothetical protein
VOG6415	transcriptional regulator
VOG6416	hypothetical protein
VOG6417	hypothetical protein
VOG6418	unannotated protein
VOG6419	DNA helicase
VOG6420	hypothetical protein
VOG6421	hypothetical protein
VOG6422	abortive infection resistance protein
VOG6423	hypothetical protein
VOG6424	unannotated protein
VOG6425	hypothetical protein
VOG6426	hypothetical protein
VOG6427	kinase
VOG6428	hypothetical protein
VOG6429	head-tail adaptor
VOG6430	replication initiation protein
VOG6431	hypothetical protein
VOG6432	hypothetical protein
VOG6433	unannotated protein
VOG6434	hypothetical protein
VOG6435	hypothetical protein
VOG6436	hypothetical protein
VOG6437	hypothetical protein
VOG6438	hypothetical protein
VOG6439	hypothetical protein
VOG6440	hypothetical protein
VOG6441	hypothetical protein
VOG6442	radical SAM domain-containing protein
VOG6443	hypothetical protein
VOG6444	unannotated protein
VOG6445	hypothetical protein
VOG6446	hypothetical protein
VOG6447	hypothetical protein
VOG6448	hypothetical protein
VOG6449	peptide deformylase
VOG6450	hypothetical protein
VOG6451	unannotated protein
VOG6452	unannotated protein
VOG6453	replication initiation protein
VOG6454	hypothetical protein
VOG6455	hypothetical protein
VOG6456	hypothetical protein
VOG6457	virion structural protein
VOG6458	hypothetical protein
VOG6459	hypothetical protein
VOG6460	hypothetical protein
VOG6461	hypothetical protein
VOG6462	hypothetical protein
VOG6463	hypothetical protein
VOG6464	hypothetical protein
VOG6465	unannotated protein
VOG6466	hypothetical protein
VOG6467	unannotated protein
VOG6468	hypothetical protein
VOG6469	hypothetical protein
VOG6470	hypothetical protein
VOG6471	unannotated protein
VOG6472	hypothetical protein
VOG6473	hypothetical protein
VOG6474	hypothetical protein
VOG6475	hypothetical protein
VOG6476	hypothetical protein
VOG6477	hypothetical protein
VOG6478	unannotated protein
VOG6479	transcriptional regulator
VOG6480	hypothetical protein
VOG6481	hypothetical protein
VOG6482	Rz-like spanin
VOG6483	unannotated protein
VOG6484	hypothetical protein
VOG6485	hypothetical protein
VOG6486	hypothetical protein
VOG6487	hypothetical protein
VOG6488	terminase large subunit
VOG6489	hypothetical protein
VOG6490	DNA ligase
VOG6491	hypothetical protein
VOG6492	hypothetical protein
VOG6493	hypothetical protein
VOG6494	hypothetical protein
VOG6495	transcriptional regulator
VOG6496	hypothetical protein
VOG6497	hypothetical protein
VOG6498	hypothetical protein
VOG6499	hypothetical protein
VOG6500	hypothetical protein
VOG6501	hypothetical protein
VOG6502	hypothetical protein
VOG6503	unannotated protein
VOG6504	hypothetical protein
VOG6505	hypothetical protein
VOG6506	hypothetical protein
VOG6507	hypothetical protein
VOG6508	hypothetical protein
VOG6509	hypothetical protein
VOG6510	hypothetical protein
VOG6511	hypothetical protein
VOG6512	hypothetical protein
VOG6513	60 kDa chaperonin
VOG6514	hypothetical protein
VOG6515	hypothetical protein
VOG6516	hypothetical protein
VOG6517	hypothetical protein
VOG6518	holin
VOG6519	hypothetical protein
VOG6520	exonuclease VII
VOG6521	Rz-like spanin
VOG6522	unannotated protein
VOG6523	hypothetical protein
VOG6524	hypothetical protein
VOG6525	hypothetical protein
VOG6526	hypothetical protein
VOG6527	unannotated protein
VOG6528	unannotated protein
VOG6529	hypothetical protein
VOG6530	hypothetical protein
VOG6531	hypothetical protein
VOG6532	hypothetical protein
VOG6533	membrane protein
VOG6534	hypothetical protein
VOG6535	baseplate wedge subunit
VOG6536	hypothetical protein
VOG6537	glycosyltransferase
VOG6538	hypothetical protein
VOG6539	hypothetical protein
VOG6540	host range and adsorption protein
VOG6541	hypothetical protein
VOG6542	hypothetical protein
VOG6543	hypothetical protein
VOG6544	hypothetical protein
VOG6545	single strand DNA binding protein
VOG6546	hypothetical protein
VOG6547	tail protein
VOG6548	minor head protein
VOG6549	hypothetical protein
VOG6550	hypothetical protein
VOG6551	hypothetical protein
VOG6552	hypothetical protein
VOG6553	hypothetical protein
VOG6554	hypothetical protein
VOG6555	hypothetical protein
VOG6556	hypothetical protein
VOG6557	hypothetical protein
VOG6558	hypothetical protein
VOG6559	hypothetical protein
VOG6560	cobalamin biosynthesis protein
VOG6561	hypothetical protein
VOG6562	lysophospholipase L1-like esterase
VOG6563	hypothetical protein
VOG6564	unannotated protein
VOG6565	holin
VOG6566	unannotated protein
VOG6567	hypothetical protein
VOG6568	tail protein
VOG6569	hypothetical protein
VOG6570	Rnase E
VOG6571	DNA methyltransferase
VOG6572	hypothetical protein
VOG6573	internal head protein
VOG6574	hypothetical protein
VOG6575	hypothetical protein
VOG6576	endolysin
VOG6577	hypothetical protein
VOG6578	protease
VOG6579	hypothetical protein
VOG6580	hypothetical protein
VOG6581	hypothetical protein
VOG6582	hypothetical protein
VOG6583	hypothetical protein
VOG6584	hypothetical protein
VOG6585	10 kDa chaperonin
VOG6586	unannotated protein
VOG6587	transposase
VOG6588	hypothetical protein
VOG6589	hypothetical protein
VOG6590	hypothetical protein
VOG6591	hypothetical protein
VOG6592	hypothetical protein
VOG6593	hypothetical protein
VOG6594	hypothetical protein
VOG6595	hypothetical protein
VOG6596	hypothetical protein
VOG6597	hypothetical protein
VOG6598	hypothetical protein
VOG6599	unannotated protein
VOG6600	hypothetical protein
VOG6601	hypothetical protein
VOG6602	homing endonuclease with LAGLIDADG motif protein
VOG6603	hypothetical protein
VOG6604	hypothetical protein
VOG6605	hypothetical protein
VOG6606	hypothetical protein
VOG6607	hypothetical protein
VOG6608	hypothetical protein
VOG6609	hypothetical protein
VOG6610	hypothetical protein
VOG6611	hypothetical protein
VOG6612	hypothetical protein
VOG6613	hypothetical protein
VOG6614	hypothetical protein
VOG6615	virion structural protein
VOG6616	hypothetical protein
VOG6617	tail assembly chaperone
VOG6618	hypothetical protein
VOG6619	hypothetical protein
VOG6620	hypothetical protein
VOG6621	hypothetical protein
VOG6622	hypothetical protein
VOG6623	hypothetical protein
VOG6624	hypothetical protein
VOG6625	hypothetical protein
VOG6626	hypothetical protein
VOG6627	transcriptional regulator
VOG6628	Transition state regulatory protein AbrB
VOG6629	hypothetical protein
VOG6630	hypothetical protein
VOG6631	hypothetical protein
VOG6632	transcriptional activator
VOG6633	tail protein
VOG6634	hypothetical protein
VOG6635	hypothetical protein
VOG6636	hypothetical protein
VOG6637	hypothetical protein
VOG6638	hypothetical protein
VOG6639	hypothetical protein
VOG6640	hypothetical protein
VOG6641	hypothetical protein
VOG6642	hypothetical protein
VOG6643	hypothetical protein
VOG6644	hypothetical protein
VOG6645	hypothetical protein
VOG6646	hypothetical protein
VOG6647	hypothetical protein
VOG6648	HTH DNA binding protein
VOG6649	hypothetical protein
VOG6650	hypothetical protein
VOG6651	hypothetical protein
VOG6652	hypothetical protein
VOG6653	hypothetical protein
VOG6654	cobalamin biosynthesis protein
VOG6655	unannotated protein
VOG6656	hypothetical protein
VOG6657	hypothetical protein
