ID	Function
VOG1478	hypothetical protein
VOG1483	hypothetical protein
VOG1485	hypothetical protein
VOG1487	hypothetical protein
VOG1489	hypothetical protein
VOG1490	hypothetical protein
VOG1491	hypothetical protein
VOG1493	hypothetical protein
VOG1499	hypothetical protein
VOG1502	Rz-like spanin
VOG1503	hypothetical protein
VOG1505	hypothetical protein
VOG1507	unannotated protein
VOG1508	hypothetical protein
VOG1509	unannotated protein
VOG1510	hypothetical protein
VOG1515	hypothetical protein
VOG1517	terminase
VOG1518	portal protein
VOG1519	unannotated protein
VOG1520	Rz-like spanin
VOG1521	Rz-like spanin
VOG1523	virion structural protein
VOG1525	hypothetical protein
VOG1527	head-tail adaptor Ad1
VOG1528	hypothetical protein
VOG1539	minor tail protein
VOG1540	unannotated protein
VOG1543	hypothetical protein
VOG1544	hypothetical protein
VOG1545	hypothetical protein
VOG1547	hypothetical protein
VOG1549	hypothetical protein
VOG1550	holin
VOG1551	holin
VOG1552	hypothetical protein
VOG1555	hypothetical protein
VOG1561	hypothetical protein
VOG1563	transcriptional regulator
VOG1564	hypothetical protein
VOG1565	hypothetical protein
VOG1573	helicase
VOG1574	minor tail protein
VOG1575	hypothetical protein
VOG1577	hypothetical protein
VOG1580	head-tail connector protein
VOG1581	head-tail adaptor Ad1
VOG1583	tail completion or Neck1 protein
VOG1584	tail terminator
VOG1587	tail assembly chaperone
VOG1589	minor tail protein
VOG1590	minor tail protein
VOG1591	minor tail protein
VOG1593	hypothetical protein
VOG1594	hypothetical protein
VOG1595	hypothetical protein
VOG1596	hypothetical protein
VOG1597	hypothetical protein
VOG1598	hypothetical protein
VOG1599	hypothetical protein
VOG1600	hypothetical protein
VOG1601	ribonucleoside reductase class II
VOG1602	hypothetical protein
VOG1603	hypothetical protein
VOG1604	sigma-K factor
VOG1605	site-specific recombination directionality factor RDF
VOG1606	metallo-phosphoesterase
VOG1607	hypothetical protein
VOG1609	DNA primase
VOG1610	hypothetical protein
VOG1611	hypothetical protein
VOG1613	hypothetical protein
VOG1614	hypothetical protein
VOG1615	hypothetical protein
VOG1617	hypothetical protein
VOG1618	hypothetical protein
VOG1619	hypothetical protein
VOG1621	unannotated protein
VOG1622	hypothetical protein
VOG1623	hypothetical protein
VOG1624	hypothetical protein
VOG1625	site-specific recombination directionality factor RDF
VOG1626	hypothetical protein
VOG1627	hypothetical protein
VOG1628	hypothetical protein
VOG1629	hypothetical protein
VOG1630	hypothetical protein
VOG1631	unannotated protein
VOG1632	hypothetical protein
VOG1633	hypothetical protein
VOG1634	hypothetical protein
VOG1635	hypothetical protein
VOG1636	hypothetical protein
VOG1637	hypothetical protein
VOG1638	hypothetical protein
VOG1641	hypothetical protein
VOG1642	hypothetical protein
VOG1643	head-tail connector protein
VOG1644	head-tail connector protein
VOG1646	hypothetical protein
VOG1647	Arc-like repressor
VOG1648	hypothetical protein
VOG1649	hypothetical protein
VOG1650	hypothetical protein
VOG1651	hypothetical protein
VOG1652	hypothetical protein
VOG1654	esterase/lipase
VOG1655	hypothetical protein
VOG1656	hypothetical protein
VOG1657	hypothetical protein
VOG1658	hypothetical protein
VOG1659	hypothetical protein
VOG1661	hypothetical protein
VOG1662	hypothetical protein
VOG1663	hypothetical protein
VOG1666	hypothetical protein
VOG1668	hypothetical protein
VOG1669	hypothetical protein
VOG1670	hypothetical protein
VOG1673	hypothetical protein
VOG1675	hypothetical protein
VOG1676	hypothetical protein
VOG1677	hypothetical protein
VOG1678	hypothetical protein
VOG1680	hypothetical protein
VOG1681	translation repressor
VOG1682	hypothetical protein
VOG1683	hypothetical protein
VOG1684	hypothetical protein
VOG1685	hypothetical protein
VOG1689	hypothetical protein
VOG1690	hypothetical protein
VOG1691	hypothetical protein
VOG1692	hypothetical protein
VOG1693	hypothetical protein
VOG1694	hypothetical protein
VOG1695	hypothetical protein
VOG1696	hypothetical protein
VOG1697	hypothetical protein
VOG1698	hypothetical protein
VOG1699	hypothetical protein
VOG1700	hypothetical protein
VOG1701	hypothetical protein
VOG1702	hypothetical protein
VOG1703	hypothetical protein
VOG1706	hypothetical protein
VOG1707	hypothetical protein
VOG1708	hypothetical protein
VOG1709	hypothetical protein
VOG1710	hypothetical protein
VOG1711	hypothetical protein
VOG1712	hypothetical protein
VOG1713	hypothetical protein
VOG1714	hypothetical protein
VOG1715	hypothetical protein
VOG1716	hypothetical protein
VOG1717	hypothetical protein
VOG1718	hypothetical protein
VOG1719	hypothetical protein
VOG1720	hypothetical protein
VOG1721	hypothetical protein
VOG1724	hypothetical protein
VOG1725	hypothetical protein
VOG1726	hypothetical protein
VOG1727	hypothetical protein
VOG1728	hypothetical protein
VOG1729	hypothetical protein
VOG1730	hypothetical protein
VOG1731	hypothetical protein
VOG1732	hypothetical protein
VOG1733	hypothetical protein
VOG1734	hypothetical protein
VOG1735	hypothetical protein
VOG1736	hypothetical protein
VOG1737	hypothetical protein
VOG1738	hypothetical protein
VOG1739	hypothetical protein
VOG1740	hypothetical protein
VOG1741	hypothetical protein
VOG1742	hypothetical protein
VOG1743	unannotated protein
VOG1744	hypothetical protein
VOG1745	hypothetical protein
VOG1746	hypothetical protein
VOG1747	hypothetical protein
VOG1748	hypothetical protein
VOG1749	hypothetical protein
VOG1750	hypothetical protein
VOG1751	hypothetical protein
VOG1752	hypothetical protein
VOG1753	hypothetical protein
VOG1754	membrane protein
VOG1755	hypothetical protein
VOG1756	hypothetical protein
VOG1757	hypothetical protein
VOG1760	hypothetical protein
VOG1761	ADP-ribosylglycohydrolase
VOG1762	hypothetical protein
VOG1763	hypothetical protein
VOG1764	hypothetical protein
VOG1765	hypothetical protein
VOG1766	hypothetical protein
VOG1768	hypothetical protein
VOG1769	hypothetical protein
VOG1770	hypothetical protein
VOG1771	hypothetical protein
VOG1772	hypothetical protein
VOG1773	hypothetical protein
VOG1774	hypothetical protein
VOG1775	hypothetical protein
VOG1776	hypothetical protein
VOG1777	hypothetical protein
VOG1778	hypothetical protein
VOG1779	hypothetical protein
VOG1780	hypothetical protein
VOG1781	hypothetical protein
VOG1782	hypothetical protein
VOG1783	hypothetical protein
VOG1784	hypothetical protein
VOG1785	hypothetical protein
VOG1786	hypothetical protein
VOG1787	hypothetical protein
VOG1788	hypothetical protein
VOG1789	hypothetical protein
VOG1790	hypothetical protein
VOG1791	hypothetical protein
VOG1792	hypothetical protein
VOG1793	major head protein
VOG1794	hypothetical protein
VOG1795	hypothetical protein
VOG1796	hypothetical protein
VOG1797	hypothetical protein
VOG1798	hypothetical protein
VOG1799	hypothetical protein
VOG1800	hypothetical protein
VOG1801	baseplate hub assembly catalyst
VOG1803	tail protein
VOG1807	hypothetical protein
VOG1808	hypothetical protein
VOG1809	hypothetical protein
VOG1810	hypothetical protein
VOG1811	hypothetical protein
VOG1813	hypothetical protein
VOG1814	hypothetical protein
VOG1815	hypothetical protein
VOG1816	hypothetical protein
VOG1817	hypothetical protein
VOG1818	hypothetical protein
VOG1819	hypothetical protein
VOG1820	hypothetical protein
VOG1821	unknown function
VOG1823	hypothetical protein
VOG1824	hypothetical protein
VOG1825	hypothetical protein
VOG1826	hypothetical protein
VOG1827	hypothetical protein
VOG1828	hypothetical protein
VOG1829	head morphogenesis
VOG1831	tail fiber protein
VOG1832	hypothetical protein
VOG1833	hypothetical protein
VOG1834	hypothetical protein
VOG1835	hypothetical protein
VOG1836	Rz-like spanin
VOG1837	Rz-like spanin
VOG1838	hypothetical protein
VOG1839	unknown function
VOG1841	hypothetical protein
VOG1842	hypothetical protein
VOG1843	hypothetical protein
VOG1844	Bifunctional NMN adenylyltransferase/Nudix hydrolase
VOG1845	hypothetical protein
VOG1846	hypothetical protein
VOG1847	hypothetical protein
VOG1849	hypothetical protein
VOG1850	Multifunctional CCA protein
VOG1851	hypothetical protein
VOG1852	hypothetical protein
VOG1853	hypothetical protein
VOG1854	hypothetical protein
VOG1855	hypothetical protein
VOG1856	hypothetical protein
VOG1857	hypothetical protein
VOG1858	hypothetical protein
VOG1859	hypothetical protein
VOG1860	DNA helicase loader
VOG1861	late promoter transcriptional regulator
VOG1862	hypothetical protein
VOG1863	hypothetical protein
VOG1864	anti-sigma factor
VOG1865	hypothetical protein
VOG1866	hypothetical protein
VOG1867	hypothetical protein
VOG1868	hypothetical protein
VOG1869	hypothetical protein
VOG1870	hypothetical protein
VOG1871	nudix hydrolase
VOG1873	hypothetical protein
VOG1874	long tail fiber protein proximal connector
VOG1877	hypothetical protein
VOG1878	hypothetical protein
VOG1879	hypothetical protein
VOG1880	hypothetical protein
VOG1881	hypothetical protein
VOG1883	hypothetical protein
VOG1884	hypothetical protein
VOG1886	terminase large subunit
VOG1887	major head protein
VOG1888	hypothetical protein
VOG1890	hypothetical protein
VOG1891	hypothetical protein
VOG1892	hypothetical protein
VOG1893	hypothetical protein
VOG1894	holin
VOG1895	virion structural protein
VOG1897	tail terminator
VOG1898	major tail protein
VOG1899	hypothetical protein
VOG1900	tail completion or Neck1 protein
VOG1901	hypothetical protein
VOG1902	hypothetical protein
VOG1903	single strand annealing protein
VOG1907	hypothetical protein
VOG1909	hypothetical protein
VOG1912	minor head protein
VOG1914	hypothetical protein
VOG1915	head maturation protease
VOG1916	unannotated protein
VOG1917	major head protein
VOG1919	head protein
VOG1920	hypothetical protein
VOG1921	tail fiber protein
VOG1924	unannotated protein
VOG1926	hypothetical protein
VOG1927	hypothetical protein
VOG1928	DNA helicase
VOG1930	hypothetical protein
VOG1931	ParB-like partition protein
VOG1933	head-tail joining
VOG1936	hypothetical protein
VOG1942	major head protein
VOG1944	unannotated protein
VOG1945	hypothetical protein
VOG1948	hypothetical protein
VOG1950	hypothetical protein
VOG1951	head decoration
VOG1952	head protein
VOG1953	hypothetical protein
VOG1956	tail fiber protein
VOG1960	pyrophosphatase
VOG1962	host RecBCD nuclease inhibitor
VOG1964	hypothetical protein
VOG1965	hypothetical protein
VOG1967	hypothetical protein
VOG1968	unannotated protein
VOG1975	hypothetical protein
VOG1979	hypothetical protein
VOG1980	hypothetical protein
VOG1981	virion structural protein
VOG1982	hypothetical protein
VOG1984a	hypothetical protein
VOG1984b	hypothetical protein
VOG1985	unannotated protein
VOG1986	hypothetical protein
VOG1987	unknown function
VOG1988	unannotated protein
VOG1989	hypothetical protein
VOG1992	internal virion protein
VOG1993	unknown function
VOG1995	hypothetical protein
VOG1996	hypothetical protein
VOG1998	hypothetical protein
VOG2000	hypothetical protein
VOG2001	unannotated protein
VOG2002	hypothetical protein
VOG2004	unknown function
VOG2005	homing endonuclease
VOG2006	long tail fiber protein proximal connector
VOG2011	hypothetical protein
VOG2012	DenB-like DNA endonuclease IV
VOG2013	hypothetical protein
VOG2015	tail fiber protein
VOG2017	head-tail connector protein
VOG2018	head closure
VOG2020	hypothetical protein
VOG2021	unannotated protein
VOG2023	hypothetical protein
VOG2024	unannotated protein
VOG2025	unannotated protein
VOG2026	unannotated protein
VOG2027	hypothetical protein
VOG2029	hypothetical protein
VOG2030	hypothetical protein
VOG2032	hypothetical protein
VOG2033	hypothetical protein
VOG2036	hypothetical protein
VOG2037	hypothetical protein
VOG2038	hypothetical protein
VOG2039	hypothetical protein
VOG2040	hypothetical protein
VOG2041	hypothetical protein
VOG2042	glycosyltransferase
VOG2043	HNH endonuclease
VOG2044	hypothetical protein
VOG2045	hypothetical protein
VOG2049	excisionase
VOG2051	hypothetical protein
VOG2052	hypothetical protein
VOG2053	hypothetical protein
VOG2054	phosphoribosyl transferase
VOG2056	hypothetical protein
VOG2057	hypothetical protein
VOG2059	hypothetical protein
VOG2063	hypothetical protein
VOG2067	unannotated protein
VOG2069	hypothetical protein
VOG2070	peptidase HslV family protein
VOG2072	unannotated protein
VOG2073	tail fiber assembly protein
VOG2075	terminase small subunit
VOG2078	outer membrane protein
VOG2079	membrane associated protein
VOG2080	Cor superinfection exclusion protein
VOG2083	hypothetical protein
VOG2085	hypothetical protein
VOG2086	hypothetical protein
VOG2088	unannotated protein
VOG2089	unannotated protein
VOG2090	unannotated protein
VOG2091	unannotated protein
VOG2092	unannotated protein
VOG2094	hypothetical protein
VOG2095	unannotated protein
VOG2096	hypothetical protein
VOG2097	hypothetical protein
VOG2098	unannotated protein
VOG2100	hypothetical protein
VOG2101	major head protein
VOG2102	virion structural protein
VOG2103	hypothetical protein
VOG2104	virion structural protein
VOG2105	structural protein
VOG2106	hypothetical protein
VOG2107	hypothetical protein
VOG2111	outer membrane protein
VOG2113	virion structural protein
VOG2114	hypothetical protein
VOG2115	hypothetical protein
VOG2116	hypothetical protein
VOG2117	hypothetical protein
VOG2118	tail protein
VOG2119	tail terminator
VOG2120	major tail protein
VOG2121	tail assembly chaperone
VOG2123	DNA methyltransferase
VOG2124	hypothetical protein
VOG2125	unannotated protein
VOG2127	virion structural protein
VOG2128	hypothetical protein
VOG2129	head protein
VOG2130	minor head protein
VOG2131	hypothetical protein
VOG2137	tail protein
VOG2138	minor tail protein
VOG2142	transposase
VOG2147	hypothetical protein
VOG2149	host nuclease inhibitor
VOG2152	hypothetical protein
VOG2153	hypothetical protein
VOG2154	late transcriptional activator
VOG2163	head maturation protease
VOG2164	hypothetical protein
VOG2165	head-tail adaptor
VOG2166	portal protein
VOG2167	unannotated protein
VOG2168	tail assembly chaperone
VOG2170	structural protein
VOG2171	unannotated protein
VOG2172	tail assembly protein
VOG2173	tail assembly chaperone
VOG2174	hypothetical protein
VOG2177	tail assembly chaperone
VOG2178	hypothetical protein
VOG2180	hypothetical protein
VOG2183	hypothetical protein
VOG2184	hypothetical protein
VOG2185	hypothetical protein
VOG2186	hypothetical protein
VOG2187	cell division inhibitor
VOG2188	RecA filament binding protein DinI
VOG2190	hypothetical protein
VOG2191	unannotated protein
VOG2192	hypothetical protein
VOG2194	hypothetical protein
VOG2195	hypothetical protein
VOG2196	hypothetical protein
VOG2198	hypothetical protein
VOG2199	unannotated protein
VOG2200	hypothetical protein
VOG2201	unannotated protein
VOG2202	baseplate protein
VOG2204	hypothetical protein
VOG2205	hypothetical protein
VOG2206	tail protein
VOG2207	hypothetical protein
VOG2210	unannotated protein
VOG2211	tail sheath
VOG2212	tail completion or Neck1 protein
VOG2213	tail terminator
VOG2215	transcriptional repressor
VOG2216	hypothetical protein
VOG2217	holin
VOG2218	hypothetical protein
VOG2219	unannotated protein
VOG2220	hypothetical protein
VOG2221	hypothetical protein
VOG2222	hypothetical protein
VOG2225	hypothetical protein
VOG2228	hypothetical protein
VOG2232	pilot protein for DNA ejection
VOG2233	replication initiation protein
VOG2234	major head protein
VOG2235	virion structural protein
VOG2238	DNA binding protein
VOG2240	hypothetical protein
VOG2246	hypothetical protein
VOG2260	nucleoside 2-deoxyribosyltransferase
VOG2273	hypothetical protein
VOG2278	glycerophosphoryl diester phosphodiesterase
VOG2290	unannotated protein
VOG2306	hypothetical protein
VOG2308	hypothetical protein
VOG2309	holin
VOG2310	serine-threonine kinase
VOG2311	hypothetical protein
VOG2312	dGTPase inhibitor; target for F exclusion
VOG2313	hypothetical protein
VOG2314	hypothetical protein
VOG2315	RNA polymerase inhibitor
VOG2317	hypothetical protein
VOG2318	hypothetical protein
VOG2320	hypothetical protein
VOG2322	hypothetical protein
VOG2323	virion structural protein
VOG2325	tail protein
VOG2326	tail protein
VOG2332	HNH endonuclease
VOG2335	unannotated protein
VOG2336	hypothetical protein
VOG2337	hypothetical protein
VOG2338	transcriptional repressor
VOG2339	NinB/ Orf homologous recombination mediator
VOG2341	MokW-like host killing
VOG2344	hypothetical protein
VOG2346	hypothetical protein
VOG2349	hypothetical protein
VOG2350	host range and adsorption protein
VOG2352	polynucleotide kinase
VOG2353	hypothetical protein
VOG2355	tail appendage
VOG2357	tail protein
VOG2361	hypothetical protein
VOG2363	hypothetical protein
VOG2364	hypothetical protein
VOG2366	hypothetical protein
VOG2368	ribonucleoside-diphosphate reductase large subunit
VOG2370	hypothetical protein
VOG2371	N4-like RNA polymerase
VOG2373	hypothetical protein
VOG2375	exonuclease
VOG2377	single strand DNA binding protein
VOG2378	hypothetical protein
VOG2379	virion RNA polymerase
VOG2380	hypothetical protein
VOG2381	hypothetical protein
VOG2382	virion structural protein
VOG2383	hypothetical protein
VOG2384	major head protein
VOG2385	tail length tape measure protein
VOG2386	portal protein
VOG2388	holin
VOG2389	virion structural protein
VOG2390	hypothetical protein
VOG2395	hypothetical protein
VOG2397	single strand DNA binding protein
VOG2401	hypothetical protein
VOG2403	hypothetical protein
VOG2404	hypothetical protein
VOG2405	hypothetical protein
VOG2406	hypothetical protein
VOG2409	Rz-like spanin
VOG2412	hypothetical protein
VOG2413	hypothetical protein
VOG2414	hypothetical protein
VOG2415	hypothetical protein
VOG2416	hypothetical protein
VOG2417	hypothetical protein
VOG2418	hypothetical protein
VOG2419	unannotated protein
VOG2420	hypothetical protein
VOG2421	hypothetical protein
VOG2422	unannotated protein
VOG2423	hypothetical protein
VOG2424	hypothetical protein
VOG2428	unannotated protein
VOG2432	hypothetical protein
VOG2434	hypothetical protein
VOG2436	unannotated protein
VOG2438	thymidylate kinase
VOG2439	hypothetical protein
VOG2440	unannotated protein
VOG2441	Dmd discriminator of mRNA degradation
VOG2443	unannotated protein
VOG2444	decoy of host sigma32
VOG2447	unannotated protein
VOG2448	hypothetical protein
VOG2450	tail fiber protein; host specificity
VOG2451	unknown function
VOG2452	unannotated protein
VOG2453	hypothetical protein
VOG2454	hypothetical protein
VOG2456	hypothetical protein
VOG2457	unannotated protein
VOG2463	hypothetical protein
VOG2464	portal protein
VOG2466	hypothetical protein
VOG2467	virion structural protein
VOG2468	hypothetical protein
VOG2469	hypothetical protein
VOG2471	hypothetical protein
VOG2473	hypothetical protein
VOG2474	hypothetical protein
VOG2478	unannotated protein
VOG2481	hypothetical protein
VOG2482	hypothetical protein
VOG2483	hypothetical protein
VOG2484	hypothetical protein
VOG2485	hypothetical protein
VOG2486	unannotated protein
VOG2487	hypothetical protein
VOG2489	hypothetical protein
VOG2490	hypothetical protein
VOG2491	hypothetical protein
VOG2492	hypothetical protein
VOG2493	virion structural protein
VOG2494	hypothetical protein
VOG2495	hypothetical protein
VOG2496	hypothetical protein
VOG2497	hypothetical protein
VOG2499	hypothetical protein
VOG2500	hypothetical protein
VOG2501	hypothetical protein
VOG2502	hypothetical protein
VOG2503	hypothetical protein
VOG2505	hypothetical protein
VOG2506	hypothetical protein
VOG2507	hypothetical protein
VOG2508	hypothetical protein
VOG2512	tail terminator
VOG2513	tail assembly chaperone
VOG2515	minor tail protein
VOG2518	minor tail protein
VOG2519	hypothetical protein
VOG2520	hypothetical protein
VOG2522	hypothetical protein
VOG2523	hypothetical protein
VOG2526	holin
VOG2527	hypothetical protein
VOG2528	HTH DNA binding protein
VOG2529	hypothetical protein
VOG2531	hypothetical protein
VOG2533	hypothetical protein
VOG2534	exonuclease
VOG2537	hypothetical protein
VOG2538	unannotated protein
VOG2539	HNH endonuclease
VOG2540	hypothetical protein
VOG2543	hypothetical protein
VOG2544	hypothetical protein
VOG2545	hypothetical protein
VOG2547	hypothetical protein
VOG2548	hypothetical protein
VOG2549	minor tail protein
VOG2550	hypothetical protein
VOG2552	hypothetical protein
VOG2553	hypothetical protein
VOG2554	hypothetical protein
VOG2555	hypothetical protein
VOG2557	anti-restriction protein
VOG2558	hypothetical protein
VOG2559	hypothetical protein
VOG2560	unannotated protein
VOG2561	hypothetical protein
VOG2565	head-tail adaptor
VOG2566	head-tail connector protein
VOG2567	unannotated protein
VOG2568	hypothetical protein
VOG2570	hypothetical protein
VOG2571	hypothetical protein
VOG2573	hypothetical protein
VOG2574	hypothetical protein
VOG2575	metallo-phosphoesterase
VOG2576	hypothetical protein
VOG2577	lipoprotein
VOG2578	hypothetical protein
VOG2579	hypothetical protein
VOG2580	hypothetical protein
VOG2581	Erf-like ssDNA annealing protein
VOG2582	hypothetical protein
VOG2585	hypothetical protein
VOG2586	hypothetical protein
VOG2587	hypothetical protein
VOG2588	hypothetical protein
VOG2589	hypothetical protein
VOG2590	hypothetical protein
VOG2591	hypothetical protein
VOG2592	hypothetical protein
VOG2593	hypothetical protein
VOG2594	hypothetical protein
VOG2595	hypothetical protein
VOG2596	hypothetical protein
VOG2597	hypothetical protein
VOG2598	hypothetical protein
VOG2600	hypothetical protein
VOG2601	hypothetical protein
VOG2602	hypothetical protein
VOG2605	hypothetical protein
VOG2606	hypothetical protein
VOG2607	hypothetical protein
VOG2608	hypothetical protein
VOG2610	unannotated protein
VOG2612	terminase small subunit
VOG2613	portal protein
VOG2616	head scaffolding protein
VOG2617	major head protein
VOG2618	hypothetical protein
VOG2620	hypothetical protein
VOG2621	major tail protein
VOG2622	tail assembly chaperone
VOG2624	minor tail protein
VOG2626	hypothetical protein
VOG2627	virion structural protein
VOG2628	hypothetical protein
VOG2629	exonuclease
VOG2631	hypothetical protein
VOG2632	hypothetical protein
VOG2633	hypothetical protein
VOG2634	hypothetical protein
VOG2635	hypothetical protein
VOG2636	hypothetical protein
VOG2637	terminase small subunit
VOG2638	neck protein
VOG2639	unannotated protein
VOG2641	hypothetical protein
VOG2642	hypothetical protein
VOG2643	hypothetical protein
VOG2644	holin
VOG2645	hypothetical protein
VOG2646	hypothetical protein
VOG2647	hypothetical protein
VOG2648	HTH DNA binding protein
VOG2649	endonuclease
VOG2651	hypothetical protein
VOG2652	hypothetical protein
VOG2653	hypothetical protein
VOG2654	unannotated protein
VOG2655	hypothetical protein
VOG2656	hypothetical protein
VOG2657	hypothetical protein
VOG2659	hypothetical protein
VOG2660	hypothetical protein
VOG2661	hypothetical protein
VOG2663	hypothetical protein
VOG2664	replication initiation protein
VOG2665	hypothetical protein
VOG2666	hypothetical protein
VOG2667	hypothetical protein
VOG2668	hypothetical protein
VOG2669	mobile element MPME
VOG2670	hypothetical protein
VOG2671	hypothetical protein
VOG2672	hypothetical protein
VOG2673	hypothetical protein
VOG2674	hypothetical protein
VOG2675	hypothetical protein
VOG2676	hypothetical protein
VOG2678	hypothetical protein
VOG2680	minor tail protein
VOG2681	unannotated protein
VOG2682	unannotated protein
VOG2683	hypothetical protein
VOG2684	hypothetical protein
VOG2685	hypothetical protein
VOG2686	hypothetical protein
VOG2687	hypothetical protein
VOG2688	hypothetical protein
VOG2689	single strand annealing protein
VOG2690	hypothetical protein
VOG2691	hypothetical protein
VOG2692	hypothetical protein
VOG2694	hypothetical protein
VOG2695	hypothetical protein
VOG2696	hypothetical protein
VOG2697	hypothetical protein
VOG2698	hypothetical protein
VOG2699	hypothetical protein
VOG2700	hypothetical protein
VOG2701	hypothetical protein
VOG2702	hypothetical protein
VOG2703	MerR-like transcriptional regulator
VOG2704	hypothetical protein
VOG2706	hypothetical protein
VOG2707	hypothetical protein
VOG2725	hypothetical protein
VOG2731	hypothetical protein
VOG2735	antimicrobial peptide resistance and lipid A acylation protein PagP
VOG2742	hypothetical protein
VOG2743	hypothetical protein
VOG2749	hypothetical protein
VOG2752	ERCC4-type nuclease
VOG2755	hypothetical protein
VOG2761	hypothetical protein
VOG2763	hypothetical protein
VOG2764	DNA helicase
VOG2765	hypothetical protein
VOG2766	unannotated protein
VOG2767	unannotated protein
VOG2768	hypothetical protein
VOG2770	hypothetical protein
VOG2771	hypothetical protein
VOG2773	transcriptional regulator
VOG2774	DNA primase
VOG2775	hypothetical protein
VOG2776	membrane protein
VOG2778	hypothetical protein
VOG2779	unannotated protein
VOG2780	unannotated protein
VOG2781	hypothetical protein
VOG2783	hypothetical protein
VOG2785	hypothetical protein
VOG2786	transcriptional repressor
VOG2788	DNA transposition protein
VOG2789	hypothetical protein
VOG2790	major head protein
VOG2791	tail sheath
VOG2792	DNA circularization
VOG2793	tail protein
VOG2794	tail protein
VOG2795	tail protein
VOG2797	translational regulator
VOG2802	hypothetical protein
VOG2803	hypothetical protein
VOG2804	unannotated protein
VOG2806	head maturation protease
VOG2808	head-tail connector protein
VOG2809	tail terminator
VOG2813	hypothetical protein
VOG2816	hypothetical protein
VOG2819	kinase
VOG2820	glycosyltransferase
VOG2821	zinc-finger protease
VOG2822	glycosyltransferase
VOG2823	head-tail connector protein
VOG2824	hypothetical protein
VOG2825	hypothetical protein
VOG2827	hypothetical protein
VOG2828	hypothetical protein
VOG2829	hypothetical protein
VOG2830	hypothetical protein
VOG2832	hypothetical protein
VOG2833	hypothetical protein
VOG2834	hypothetical protein
VOG2837	hypothetical protein
VOG2838	hypothetical protein
VOG2839	hypothetical protein
VOG2840	hypothetical protein
VOG2841	hypothetical protein
VOG2842	esterase
VOG2843	hypothetical protein
VOG2844	hypothetical protein
VOG2845	hypothetical protein
VOG2846	hypothetical protein
VOG2847	hypothetical protein
VOG2848	exonuclease
VOG2849	hypothetical protein
VOG2850	hypothetical protein
VOG2851	hypothetical protein
VOG2852	hypothetical protein
VOG2853	hypothetical protein
VOG2854	hypothetical protein
VOG2855	hypothetical protein
VOG2856	hypothetical protein
VOG2857	hypothetical protein
VOG2858	hypothetical protein
VOG2859	hypothetical protein
VOG2860	hypothetical protein
VOG2861	hypothetical protein
VOG2862	hypothetical protein
VOG2863	hypothetical protein
VOG2864	hypothetical protein
VOG2865	hypothetical protein
VOG2866	hypothetical protein
VOG2868	hypothetical protein
VOG2869	hypothetical protein
VOG2870	hypothetical protein
VOG2873	hypothetical protein
VOG2874	hypothetical protein
VOG2875	hypothetical protein
VOG2876	Non-homologous end joining protein Ku
VOG2877	hypothetical protein
VOG2878	hypothetical protein
VOG2879	hypothetical protein
VOG2880	hypothetical protein
VOG2881	hypothetical protein
VOG2882	hypothetical protein
VOG2883	hypothetical protein
VOG2887	hypothetical protein
VOG2888	hypothetical protein
VOG2889	peptidase
VOG2890	hypothetical protein
VOG2891	hypothetical protein
VOG2892	hypothetical protein
VOG2893	hypothetical protein
VOG2894	head maturation protease
VOG2895	head-tail adaptor Ad1
VOG2896	hypothetical protein
VOG2897	hypothetical protein
VOG2898	unannotated protein
VOG2899	Arc-like repressor
VOG2900	hypothetical protein
VOG2901	hypothetical protein
VOG2902	replication initiation protein
VOG2903	hypothetical protein
VOG2904	transcriptional repressor
VOG2905	hypothetical protein
VOG2906	hypothetical protein
VOG2907	hypothetical protein
VOG2909	hypothetical protein
VOG2910	hypothetical protein
VOG2911	hypothetical protein
VOG2912	hypothetical protein
VOG2913	hypothetical protein
VOG2914	hypothetical protein
VOG2915	unannotated protein
VOG2916	hypothetical protein
VOG2917	hypothetical protein
VOG2918	hypothetical protein
VOG2919	hypothetical protein
VOG2920	hypothetical protein
VOG2921	hypothetical protein
VOG2922	hypothetical protein
VOG2923	hypothetical protein
VOG2924	hypothetical protein
VOG2925	hypothetical protein
VOG2926	hypothetical protein
VOG2927	hypothetical protein
VOG2928	unannotated protein
VOG2929	hypothetical protein
VOG2930	hypothetical protein
VOG2931	unknown function
VOG2932	terminase large subunit
VOG2933	hypothetical protein
VOG2934	hypothetical protein
VOG2935	membrane protein
VOG2936	methyltransferase
VOG2937	hypothetical protein
VOG2938	hypothetical protein
VOG2940	hypothetical protein
VOG2941	hypothetical protein
VOG2942	hypothetical protein
VOG2943	hypothetical protein
VOG2945	hypothetical protein
VOG2946	hypothetical protein
VOG2947	hypothetical protein
VOG2948	HNH endonuclease
VOG2950	hypothetical protein
VOG2951	hypothetical protein
VOG2954	hypothetical protein
VOG2955	hypothetical protein
VOG2956	hypothetical protein
VOG2957	hypothetical protein
VOG2958	DNA helicase
VOG2959	hypothetical protein
VOG2961	hypothetical protein
VOG2962	hypothetical protein
VOG2963	hypothetical protein
VOG2964	hypothetical protein
VOG2967	hypothetical protein
VOG2971	hypothetical protein
VOG2972	hypothetical protein
VOG2973	hypothetical protein
VOG2974	hypothetical protein
VOG2975	hypothetical protein
VOG2976	hypothetical protein
VOG2977	HTH DNA binding protein
VOG2978	hypothetical protein
VOG2979	hypothetical protein
