ID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
K00001	1.0540213695302232	-0.003808571010661502	-0.005269362398765843	-0.00916525666891091	-0.00335120699249976	-0.002126937354757338	-0.0004649667155771752	0.0026909278177529	0.0007606735765778599	1.2935984170555453e-14
K00002	0.34128821431585904	-0.002781400822468743	-0.4077833885601377	-0.6673829060971131	-0.5369619640501793	-0.22635623906367397	-0.20793752572861066	0.00016910674664292468	-0.011625547322767962	7.755640264702688e-16
K00003	1.0540213695302372	-0.003808571010656948	-0.0052693623987632564	-0.009165256668895729	-0.003351206992500471	-0.002126937354759812	-0.00046496671559275387	0.0026909278177542862	0.0007606735765754291	1.4644576640955527e-16
K00004	0.4341393083731466	-0.19253777333835514	0.37791072367038286	0.5137839345013632	-0.21454095094556194	0.00424844629658773	0.3345019453848325	0.5583114170792555	-0.09551896472265729	-3.8126523489307175e-18
K00005	-1.0540213695302336	0.003808571010658204	0.005269362398764114	0.009165256668912042	0.003351206992504104	0.002126937354761566	0.000464966715599395	-0.002690927817754078	-0.0007606735765762647	1.0441091384527788e-15
K00008	0.859622708585649	-0.11408030694042934	-0.0059210962216045245	-0.024797444722405186	0.1424053098473857	-0.30377823639426116	-0.015416051690356558	-0.03252862619817522	0.494610316882426	3.069030452481963e-16
K00009	-0.8611008637137066	0.19727582114068246	-0.008372168595930278	-0.014187949255708666	0.2084354186522459	-0.4301621842152706	0.03459441569245906	0.3091411304845656	-0.0719543763285422	3.0858745775618224e-15
K00010	0.8628379452048233	0.6015668323500527	-0.014322861771978977	0.009251099677530876	-0.039870478278347096	0.04999017459306514	0.001146925112185196	0.017687797733390336	-0.006750126493641667	-2.0624972798289875e-14
K00012	-5.0800990071511245e-14	7.984108859966246e-16	3.9134017834910035e-15	-4.558701184509763e-15	-4.474955468760297e-15	-6.905812146539744e-15	-1.4260420796435754e-13	6.743509444132103e-15	-6.842882841328995e-15	-5.06770275422878e-14
K00013	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00014	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00015	0.3509550118325056	0.19343974887171875	0.0037909503180974494	0.014181271060689405	-0.23016044431201088	0.47128553212491653	-0.03252411581248155	0.3724812337136205	0.7317262494195615	1.2159248193416902e-17
K00016	-1.054021369530236	0.0038085710106577036	0.005269362398764886	0.009165256668912857	0.003351206992504883	0.002126937354761722	0.00046496671559629466	-0.002690927817753602	-0.0007606735765756661	2.9662807362859397e-18
K00019	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00020	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00023	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00024	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00027	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00029	-0.3476938182414733	0.9887021419777716	-0.014606864667293048	0.030382410294734083	-0.05952287340098133	0.08517850886167307	0.0026478653912062966	0.02439917305066337	-0.012290699700075456	2.5045656509084664e-17
K00030	-0.8602690344212078	0.014713279421619947	-0.12475819485959108	-0.1137629252969005	0.5014777093176298	0.24225242926021623	-0.17916917536388788	-0.000842940693262805	-0.007534733208529895	1.390084626687715e-17
K00031	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00033	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00034	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00035	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00036	0.8628379452048442	0.6015668323500493	-0.014322861772014906	0.009251099677629849	-0.03987047827837303	0.04999017459304561	0.001146925112095657	0.01768779773339684	-0.006750126493645613	7.732256570815026e-17
K00038	-0.341288214315857	0.002781400822468587	0.40778338856013757	0.66738290609711	0.5369619640501788	0.22635623906367192	0.2079375257286123	-0.00016910674664294558	0.011625547322766768	-5.906205993328527e-17
K00039	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00040	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00042	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00043	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00045	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00046	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00052	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00053	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00055	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00057	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00058	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00059	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00060	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00064	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00065	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
K00067	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0
K00073	0.35526997713381847	0.01542809245269551	0.9587307675257303	-0.04024494661499264	-0.107399668276269	-0.07429323966624873	-0.2153887276634439	0.015664267450895664	-0.013421646992480536	2.865135033849362e-17
K00074	1.054021369530236	-0.0038085710106577036	-0.005269362398764886	-0.009165256668912857	-0.003351206992504883	-0.002126937354761722	-0.00046496671559629466	0.002690927817753602	0.0007606735765756661	-2.9662807362859397e-18
