ID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
K00132	0.32072413554340906	0.9954790893755009	0.029691448716102572	-0.12278037689122183	0.024615899100370858	0.01711126986019844	-7.741496915251544e-05	0.018153541246535187	0.009144639584739099	-2.527407859313559e-17
K00133	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00134	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00135	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00137	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00138	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00140	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00141	-0.5267219489420644	-0.037296064034462936	-0.43174397871915515	-0.24681405398869735	0.2462776087244759	0.1857540329007	-0.05803370693605458	-0.5430257938418082	0.4376778696696337	2.235998562633877e-17
K00145	-0.5431977706716127	0.45315302459461904	-0.38902705098278706	0.6688307748847786	0.02104479794280479	-0.0022222392223616083	-0.0741106202611233	0.052632098269171965	0.057555484956661886	-1.077157378367773e-16
K00146	-0.5229318984534711	-0.01963403516916695	-0.21193743969104767	-0.1052626553986876	-0.22867962491051974	-0.291079118735418	0.08751426725036171	0.5992782797070805	-0.5267404604504063	-5.132211415314614e-17
K00147	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00148	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00161	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00162	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00163	-0.3529528471435091	-0.03572853473017455	-0.14334502178074762	-0.07391007666404169	0.37663825770615694	0.28804930104200527	0.06014796904802339	0.6351053704026559	-0.5722263443909354	1.3148536655761095e-16
K00164	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00166	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00167	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00215	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00219	-0.34428968412778516	0.00954982117128525	-0.1392382311406491	-0.0664401305342084	-0.6815444242535166	-0.6761547926892292	0.05653772061912551	0.1639323358734515	-0.13009426954293973	-6.484528670534741e-17
K00220	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00239	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00240	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00241	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00242	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00244	0.32072413554340906	0.9954790893755009	0.029691448716102572	-0.12278037689122183	0.024615899100370858	0.01711126986019844	-7.741496915251544e-05	0.018153541246535187	0.009144639584739099	-2.527407859313559e-17
K00248	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00249	-0.5254161033064039	0.02328770451944969	0.534783307425891	0.29737450409526517	-0.5444885396536576	-0.39910716900360743	0.01283068328337272	0.06293697442732983	-0.014210537657917004	-8.77423754780222e-17
K00252	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00253	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00254	-0.3589840414459424	-0.02356575634552637	-0.1897336257356593	-0.13045512328692277	0.6965338812830252	-0.4424314456338826	-0.0530573679571581	-0.40740134617618046	0.2810211082426357	6.068539916375602e-17
K00259	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00260	0.35626512028075263	-0.02150045152131425	-0.852282641041837	-0.46293946932789526	0.04444029528469361	-0.14401190068441921	0.03943014290796204	0.08001636997034495	-0.11114688599905048	-7.024700837666337e-17
K00263	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00264	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00265	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00266	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00274	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00276	-0.8649709784412556	-0.017295858331096557	0.23268055939257787	0.11765765058343187	0.21260800569212926	-0.42040900882685817	0.014818297692400659	0.19082749236715132	-0.18992891515833701	7.616042582795778e-17
K00278	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00281	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00282	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00283	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00285	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00286	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00301	-0.5431977706716127	0.45315302459461904	-0.38902705098278706	0.6688307748847786	0.02104479794280479	-0.0022222392223616083	-0.0741106202611233	0.052632098269171965	0.057555484956661886	-1.077157378367773e-16
K00302	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00303	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00304	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00305	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00318	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00320	-0.3624657841613989	0.31477726615127827	-0.27544382202839124	0.5267867905361736	0.036361505873499365	0.013651439101461346	0.7185333417076812	-0.09661314378773445	-0.011770036686654037	1.1426206642143415e-16
K00330	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00331	-0.6993023661645144	-0.02474187579442762	0.3398988002076637	0.16927659459824096	0.6734630776553284	-0.006788918240154616	-0.021171199759576605	0.0966842649770262	-0.11787585986682805	1.3747062440987394e-16
K00332	-0.6993023661645144	-0.02474187579442762	0.3398988002076637	0.16927659459824096	0.6734630776553284	-0.006788918240154616	-0.021171199759576605	0.0966842649770262	-0.11787585986682805	1.3747062440987394e-16
K00333	-0.6993023661645144	-0.02474187579442762	0.3398988002076637	0.16927659459824096	0.6734630776553284	-0.006788918240154616	-0.021171199759576605	0.0966842649770262	-0.11787585986682805	1.3747062440987394e-16
K00355	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00362	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00364	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00372	-0.5351635619842844	0.3595394117563654	0.012310580078869144	-0.06530020171716605	-0.04554565990387377	0.009903092897891074	-0.673216613436397	-0.26850783711633475	-0.40439741853580724	-1.5966629905777227e-16
K00374	0.32072413554340906	0.9954790893755009	0.029691448716102572	-0.12278037689122183	0.024615899100370858	0.01711126986019844	-7.741496915251544e-05	0.018153541246535187	0.009144639584739099	-2.527407859313559e-17
K00380	-0.5157011809534467	-0.012459380896854196	-0.3938724327728976	-0.19880280942416154	-0.7872811204279309	0.0104615226091902	0.02416260949615826	-0.11452553230458398	0.12934133633045203	-3.0328361061232435e-16
K00381	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00382	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00383	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00384	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00387	-0.5364368712950214	-0.0015489786181591063	0.49691176147963356	0.24936325953072938	0.4890701894987489	-0.22381465871209777	-0.06936563314884016	-0.3655632871098943	0.29412599568126474	1.369647585379443e-16
K00390	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00428	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00432	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00435	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00446	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00448	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00449	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00450	0.32072413554340906	0.9954790893755009	0.029691448716102572	-0.12278037689122183	0.024615899100370858	0.01711126986019844	-7.741496915251544e-05	0.018153541246535187	0.009144639584739099	-2.527407859313559e-17
K00451	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00453	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00457	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00481	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00491	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00500	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00525	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00526	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00529	-0.6753013749765829	-0.4311617029706464	0.3356694042411607	-0.5880560864649148	-0.03210162846440304	0.004282376748393533	0.06460870769766709	-0.04922287694558358	-0.05521603172449602	1.4667666015918519e-16
K00547	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00548	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00558	-0.5331118152769305	0.2526515318743625	0.4068261998910393	-0.7657881649446586	-0.018315111267090838	0.01773953129610694	0.07396051216759456	-0.042776733946756976	-0.05639943154959214	2.576389141371418e-17
K00560	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00567	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00568	-0.7026276984657526	0.4266024297434161	0.17478671096707377	-0.3235718047826818	0.007817453531987944	0.024421297091065306	0.5349485173789467	-0.10058674375146864	-0.056934757574330745	2.1831733493318632e-16
K00577	0.3517535059116278	-0.18995911570027355	-0.25967301938715065	0.4520545115997525	0.0524257712554054	-0.02981854859513153	0.08027464919268353	0.5247997243017429	0.6277072413432797	-4.685368654331553e-17
K00588	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00600	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00602	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00605	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00609	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00611	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00615	-0.3624657841613989	0.31477726615127827	-0.27544382202839124	0.5267867905361736	0.036361505873499365	0.013651439101461346	0.7185333417076812	-0.09661314378773445	-0.011770036686654037	1.1426206642143415e-16
K00616	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00619	-0.8536506495982347	-0.21055392152881602	0.14531577228035183	-0.2274863899266991	-0.0077615399005048396	0.012365561661708603	0.5004459246918952	-0.10520701146194988	-0.0588575142766114	2.0186644323122943e-16
K00620	-0.5431977706716127	0.45315302459461904	-0.38902705098278706	0.6688307748847786	0.02104479794280479	-0.0022222392223616083	-0.0741106202611233	0.052632098269171965	0.057555484956661886	-1.077157378367773e-16
K00625	-0.35626512028075263	0.02150045152131425	0.852282641041837	0.46293946932789526	-0.04444029528469361	0.14401190068441921	-0.03943014290796204	-0.08001636997034495	0.11114688599905048	7.024700837666337e-17
K00626	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00632	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00634	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00639	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00640	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00641	-0.6936309946963296	0.0048997661000853504	0.3425873257750334	0.17416682225212732	-0.019280099369183637	-0.6380086675129659	-0.023534662145722255	-0.21177089161613394	0.17156752587014637	-1.7931142424428796e-17
K00643	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00651	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00656	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00657	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00658	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00677	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00681	-0.878803096946722	0.5762870071601337	0.014532944227011346	-0.07916537747956783	0.0022287798377244	0.012669815923469918	-0.00012256274513587945	0.008046871273048907	0.0009439136542422091	4.250614655289584e-17
K00688	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0
K00689	0.5431977706716126	-0.45315302459461904	0.38902705098278706	-0.6688307748847786	-0.02104479794280479	0.002222239222361602	0.0741106202611233	-0.05263209826917196	-0.05755548495666186	4.965898646774456e-17
K00691	1.05348215008488	0.03264380845011537	0.0035755501030598513	0.003897685913170742	0.012585790119651375	-0.002147071742877161	7.363749333150087e-05	0.0030078332899891006	0.004561941025187715	-7.385437521728257e-18
K00694	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
K00697	-1.05348215008488	-0.03264380845011537	-0.0035755501030598513	-0.003897685913170742	-0.012585790119651375	0.002147071742877161	-7.363749333150087e-05	-0.0030078332899891006	-0.004561941025187715	7.385437521728257e-18
