>NZ_CP030760.1
222	2351	+	3	1.300312	I:	D:
2515	2787	+	1	1.249666	I:	D:
2823	4067	-	3	1.246074	I:	D:
4127	5410	-	2	1.224896	I:	D:
5757	6386	+	3	1.231470	I:	D:
6557	6688	+	2	1.348314	I:	D:
6690	7967	+	3	1.230472	I:	D:
8370	10787	+	3	1.231068	I:	D:
10994	11269	+	2	1.286935	I:	D:
11543	12541	+	2	1.282150	I:	D:
12625	14835	+	1	1.220971	I:	D:
14921	15907	-	2	1.214066	I:	D:
16123	16545	+	1	1.260537	I:	D:
16546	17151	-	1	1.261085	I:	D:
17317	17670	+	1	1.248916	I:	D:
17802	18350	+	3	1.265066	I:	D:
18462	18674	-	3	1.364408	I:	D:
18701	19072	-	2	1.371956	I:	D:
19080	19478	-	3	1.343811	I:	D:
20535	20909	+	3	1.270298	I:	D:
20915	21484	+	2	1.231798	I:	D:
21503	22105	+	2	1.234139	I:	D:
22171	23361	+	1	1.246427	I:	D:
23361	23633	+	3	1.324604	I:	D:
23650	24816	+	1	1.244318	I:	D:
24827	26131	+	2	1.245953	I:	D:
26134	26832	+	1	1.257931	I:	D:
27056	29137	+	2	1.224887	I:	D:
29150	30193	+	2	1.228228	I:	D:
30234	30725	+	3	1.249146	I:	D:
30778	31482	+	1	1.238147	I:	D:
31506	31814	+	3	1.221839	I:	D:
31822	33822	+	1	1.224479	I:	D:
33822	35333	+	3	1.230136	I:	D:
35352	36797	+	3	1.221262	I:	D:
36923	37561	+	2	1.259295	I:	D:
37579	39249	+	1	1.236099	I:	D:
39252	39656	+	3	1.241517	I:	D:
39788	40063	+	2	1.259904	I:	D:
40519	41973	+	1	1.255446	I:	D:
41988	43292	+	3	1.218134	I:	D:
43307	43990	+	2	1.235468	I:	D:
44102	44674	-	2	1.280421	I:	D:
45070	48567	+	1	1.228621	I:	D:
48801	50060	-	3	1.244003	I:	D:
50252	51574	-	2	1.243392	I:	D:
51615	52208	+	3	1.265058	I:	D:
52225	53289	+	1	1.323144	I:	D:
53302	53673	+	1	1.277090	I:	D:
53692	55065	+	1	1.217482	I:	D:
55813	55980	-	1	1.289416	I:	D:
56073	57257	-	3	1.256740	I:	D:
57513	57965	-	3	1.231721	I:	D:
58086	60458	-	3	1.234121	I:	D:
60460	63114	-	1	1.238134	I:	D:
63364	64506	-	1	1.229905	I:	D:
64506	65126	-	3	1.251747	I:	D:
