>strain_GIC31_complete_genome
19	201	+	1	1.377402	I:	D:
255	1676	+	3	1.380118	I:	D:
1679	2317	+	2	1.360689	I:	D:
2314	2646	+	1	1.346472	I:	D:
2664	3656	+	3	1.350457	I:	D:
3663	4493	+	3	1.345353	I:	D:
4517	4852	+	2	1.342749	I:	D:
4918	5652	+	1	1.359463	I:	D:
5558	5923	+	2	1.355029	I:	D:
5895	6764	+	3	1.345423	I:	D:
6781	7074	-	1	1.300589	I:	D:
7404	9365	+	3	1.317204	I:	D:
9419	10186	+	2	1.319670	I:	D:
10183	11496	+	1	1.329050	I:	D:
11489	12049	+	2	1.324648	I:	D:
12046	12924	+	1	1.309167	I:	D:
13007	13243	+	2	1.355005	I:	D:
13344	14207	+	3	1.332700	I:	D:
14281	15105	+	1	1.328554	I:	D:
15242	15541	+	2	1.324452	I:	D:
15726	17081	+	3	1.312516	I:	D:
17127	18083	+	3	1.321453	I:	D:
18139	18696	+	1	1.316440	I:	D:
18742	22266	+	1	1.319869	I:	D:
22250	23797	+	2	1.328193	I:	D:
23799	25214	+	3	1.316896	I:	D:
25211	25483	+	2	1.296183	I:	D:
25529	25903	+	2	1.319567	I:	D:
25979	26515	+	2	1.319610	I:	D:
26720	29128	+	2	1.324112	I:	D:
29320	30726	+	1	1.362269	I:	D:
30762	31307	+	3	1.329435	I:	D:
31413	32969	+	3	1.324263	I:	D:
32999	33217	-	2	1.323036	I:	D:
33134	33439	+	2	1.315463	I:	D:
33534	34298	+	3	1.315288	I:	D:
34319	35245	+	2	1.313670	I:	D:
35332	36285	+	1	1.319178	I:	D:
36380	37759	+	2	1.329235	I:	D:
37798	38040	-	1	1.333266	I:	D:
37756	38340	+	1	1.328225	I:	D:
38324	39154	+	2	1.347869	I:	D:
39151	39936	+	1	1.329419	I:	D:
39929	40294	+	2	1.332768	I:	D:
40291	40794	+	1	1.349294	I:	D:
40817	41812	+	2	1.320671	I:	D:
41976	43448	+	3	1.319739	I:	D:
43732	43914	+	1	1.370518	I:	D:
44169	44402	+	3	1.360890	I:	D:
45141	45356	-	3	1.382622	I:	D:
45508	45645	+	1	1.364609	I:	D:
45823	45996	+	1	1.396325	I:	D:
48428	48643	-	2	1.390458	I:	D:
48719	49186	+	2	1.341893	I:	D:
49206	49640	+	3	1.372176	I:	D:
49637	50683	+	2	1.365691	I:	D:
50708	53143	+	2	1.329149	I:	D:
53198	54574	+	2	1.339301	I:	D:
54690	55754	+	3	1.310818	I:	D:
55813	56493	+	1	1.324089	I:	D:
56490	56963	+	3	1.288293	I:	D:
57012	58466	+	3	1.326756	I:	D:
58716	59405	+	3	1.343335	I:	D:
59374	60771	+	1	1.320642	I:	D:
60768	61175	+	3	1.334503	I:	D:
61114	62052	+	1	1.327463	I:	D:
62049	62576	+	3	1.312922	I:	D:
62695	63438	+	1	1.325638	I:	D:
63748	63918	+	1	1.324955	I:	D:
63927	64487	+	3	1.305465	I:	D:
